,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,4.3190656,4.08511,64.17631,60.700005,0.20036559,3.476303,"Adams County, IL"
1,17005,4.569604,3.85629,67.89902,57.300003,0.18221621,10.599014,"Bond County, IL"
2,17007,4.075246,4.01108,60.553432,59.6,0.14632429,0.953434,"Boone County, IL"
3,17009,4.315875,4.19952,64.1289,62.4,0.21548547,1.7288971,"Brown County, IL"
4,17011,4.634199,4.50237,68.858826,66.9,0.14341646,1.9588242,"Bureau County, IL"
5,17013,4.194541,4.01781,62.32602,59.699997,0.21111754,2.6260223,"Calhoun County, IL"
6,17015,4.5360856,4.73792,67.40098,70.4,0.14016505,-2.9990234,"Carroll County, IL"
7,17017,4.794153,4.08511,71.23556,60.700005,0.20097639,10.535553,"Cass County, IL"
8,17019,4.6201353,4.85906,68.64986,72.2,0.1570929,-3.5501404,"Champaign County, IL"
9,17021,4.9592977,4.51583,73.689415,67.1,0.1781043,6.5894165,"Christian County, IL"
10,17023,4.658824,4.26009,69.224724,63.3,0.19529873,5.9247246,"Clark County, IL"
11,17025,4.4463477,3.66112,66.06757,54.4,0.19583052,11.667572,"Clay County, IL"
12,17027,4.3947544,3.32462,65.30096,49.4,0.18302038,15.900955,"Clinton County, IL"
13,17029,4.952526,4.79849,73.5888,71.3,0.17567886,2.2887955,"Coles County, IL"
14,17033,4.5748835,4.09184,67.97747,60.8,0.17870873,7.177471,"Crawford County, IL"
15,17035,4.7529764,4.33412,70.62372,64.399994,0.19122607,6.2237244,"Cumberland County, IL"
16,17037,4.2357335,4.36104,62.93809,64.8,0.13490865,-1.8619118,"DeKalb County, IL"
17,17041,4.890567,4.58313,72.66816,68.1,0.1532211,4.568161,"Douglas County, IL"
18,17045,4.78294,4.45526,71.06895,66.2,0.16906463,4.86895,"Edgar County, IL"
19,17047,4.3834457,3.74861,65.13293,55.7,0.19319762,9.432926,"Edwards County, IL"
20,17049,4.7346544,3.99089,70.35148,59.3,0.18349855,11.051479,"Effingham County, IL"
21,17051,4.4942627,3.7688,66.77953,56.0,0.17657138,10.779533,"Fayette County, IL"
