,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,12.591275,11.94575,187.09175,177.5,0.6379795,9.591751
1,17003,10.917397,12.22841,162.21986,181.7,1.011072,-19.480133
2,17005,11.5178385,12.49088,171.14174,185.6,0.7746253,-14.458267
3,17007,13.245727,12.93506,196.81615,192.2,0.56137055,4.61615
4,17009,11.827905,12.20149,175.74896,181.3,0.7067199,-5.5510406
5,17011,13.5233755,13.41962,200.9417,199.4,0.57263124,1.5417023
6,17013,11.965457,11.88518,177.79283,176.6,0.70553386,1.1928253
7,17015,14.440766,13.43981,214.57306,199.7,0.51288843,14.873062
8,17017,13.403636,13.78304,199.16249,204.8,0.5500585,-5.637512
9,17019,13.693345,12.96871,203.46724,192.7,0.56847036,10.767242
10,17021,13.762502,13.33213,204.49483,198.1,0.5391445,6.394821
11,17023,12.914482,13.41962,191.89424,199.4,0.6800079,-7.5057526
12,17025,10.541896,11.42081,156.64035,169.7,0.8978656,-13.059647
13,17027,11.339202,11.8448,168.4874,176.0,0.8728258,-7.5126038
14,17029,13.253849,13.64171,196.93684,202.70001,0.61228335,-5.7631683
15,17033,11.519316,12.06016,171.16368,179.2,0.79741704,-8.036316
16,17035,11.798533,12.50434,175.31253,185.8,0.72610307,-10.487473
17,17037,13.138698,12.80046,195.22581,190.2,0.57932055,5.025818
18,17039,13.934489,13.49365,207.05037,200.50002,0.5261373,6.550354
19,17041,13.879159,13.84361,206.22823,205.7,0.5783622,0.52822876
20,17045,13.392932,12.71297,199.00345,188.9,0.61415786,10.103455
21,17047,11.236299,11.66309,166.95837,173.3,0.92783207,-6.341629
22,17049,11.877587,12.84084,176.48718,190.8,0.71695656,-14.31282
23,17051,11.171714,12.24187,165.99872,181.9,0.76214725,-15.901276
24,17053,13.037529,12.87449,193.72258,191.3,0.62952894,2.422577
25,17055,10.064106,11.01701,149.54095,163.7,1.140252,-14.159042
26,17057,12.934915,12.37647,192.19785,183.9,0.5910519,8.297852
27,17059,11.993502,11.89191,178.20953,176.7,0.9239651,1.5095367
28,17061,12.693925,12.83411,188.61702,190.70001,0.61927676,-2.0829926
29,17063,12.723127,12.3832,189.05093,184.0,0.6292687,5.050934
30,17065,10.539733,11.40735,156.60822,169.5,1.0814074,-12.891785
31,17067,14.101114,13.69555,209.52621,203.5,0.56818795,6.0262146
32,17071,14.243567,13.41962,211.64291,199.4,0.58047134,12.24292
33,17073,13.964496,13.99167,207.49622,207.9,0.55402344,-0.40377808
34,17075,12.295762,12.80046,182.70078,190.2,0.66836494,-7.499222
35,17077,10.674625,11.87172,158.61256,176.40001,1.0207375,-17.787445
36,17079,12.000405,11.89864,178.31212,176.8,0.70186484,1.5121155
37,17081,9.653184,10.23633,143.43512,152.1,1.1421974,-8.664886
38,17083,12.111388,12.93506,179.9612,192.2,0.67502064,-12.2388
39,17085,13.20668,13.00909,196.23596,193.3,0.595884,2.9359589
40,17087,9.327011,11.11123,138.58858,165.1,1.3863465,-26.511429
41,17089,12.510781,11.83807,185.8957,175.9,0.6361305,9.995712
42,17091,11.598936,11.58906,172.34676,172.2,0.84457415,0.14675903
43,17093,13.123553,12.25533,195.0008,182.1,0.5971616,12.900787
44,17095,14.16817,13.72247,210.52258,203.90001,0.5529099,6.622574
45,17097,10.843431,11.08431,161.12082,164.7,0.85461897,-3.5791779
46,17099,13.224299,12.47069,196.49777,185.3,0.5771047,11.197769
47,17101,11.185305,11.46792,166.20067,170.40001,0.8372501,-4.199341
48,17103,13.282654,13.0562,197.36484,194.0,0.5831871,3.3648376
49,17105,13.149631,12.20822,195.38828,181.4,0.6137906,13.988281
50,17107,13.608803,14.10608,202.21104,209.6,0.5279139,-7.388962
51,17109,13.859967,13.33213,205.94305,198.1,0.55143565,7.843048
52,17111,12.8595495,12.07362,191.078,179.4,0.58615845,11.678009
53,17113,14.01245,13.50711,208.20877,200.7,0.5483755,7.508774
54,17115,13.902732,14.07916,206.57849,209.2,0.5359741,-2.6215057
55,17117,12.525118,12.91487,186.10873,191.90001,0.6107833,-5.791275
56,17119,12.559107,12.51107,186.61377,185.90001,0.70504814,0.7137604
57,17121,10.664636,12.38993,158.46413,184.1,0.9158163,-25.63588
58,17123,13.923324,13.8638,206.88446,206.0,0.53674763,0.88446045
59,17125,12.893516,13.09658,191.5827,194.59999,0.6316452,-3.0172882
60,17127,11.4130125,10.99009,169.58414,163.3,0.97798,6.284134
61,17129,13.537878,14.48296,201.15718,215.2,0.5431934,-14.042816
62,17131,14.630494,12.86103,217.39218,191.09999,0.56196016,26.29219
63,17133,10.957438,10.5661,162.81483,157.0,0.905947,5.8148346
64,17135,13.062089,12.84084,194.08751,190.8,0.5637783,3.287506
65,17137,13.411742,13.65517,199.28294,202.90001,0.57333565,-3.6170654
66,17139,13.597169,13.65517,202.03818,202.90001,0.5884253,-0.86183167
67,17141,13.67941,12.84084,203.26018,190.8,0.54898274,12.460175
68,17143,13.873404,14.37528,206.1427,213.6,0.5569574,-7.457306
69,17145,9.895821,10.68724,147.04042,158.8,1.0794816,-11.7595825
70,17147,14.106555,14.17338,209.60706,210.6,0.52908206,-0.99295044
71,17149,12.334155,12.41685,183.27126,184.5,0.6236696,-1.2287445
72,17151,10.701866,12.5178,159.01733,186.0,1.0819551,-26.982666
73,17153,11.3246355,11.80442,168.27097,175.40001,1.0165583,-7.1290436
74,17155,13.383711,13.14369,198.86644,195.3,0.56023574,3.5664368
75,17157,10.244684,11.24583,152.22414,167.09999,1.0601751,-14.8758545
76,17159,10.748586,11.19199,159.71153,166.3,0.8408183,-6.5884705
77,17161,14.249756,13.34559,211.73486,198.3,0.54390305,13.43486
78,17163,11.878877,10.92952,176.50635,162.4,0.85341805,14.106354
79,17165,11.228588,12.8543,166.84381,191.0,0.9632718,-24.156189
80,17167,13.807849,13.64844,205.16864,202.8,0.5444366,2.368637
81,17169,12.1434765,12.30244,180.43799,182.8,0.6842976,-2.3620148
82,17171,12.470918,12.66586,185.30339,188.20001,0.63385516,-2.8966217
83,17173,12.701108,13.04947,188.72374,193.9,0.6186303,-5.1762543
84,17175,14.378795,14.22049,213.65222,211.3,0.5288298,2.3522186
85,17177,13.72216,13.72247,203.8954,203.90001,0.55801034,-0.0046081543
86,17179,14.026893,13.18407,208.42337,195.9,0.535176,12.523376
87,17181,9.684647,10.40458,143.90262,154.6,1.2981359,-10.697388
88,17183,13.326062,12.787,198.00984,190.0,0.6180953,8.009842
89,17185,11.534955,11.49484,171.39606,170.8,0.7853212,0.5960541
90,17187,14.777647,14.133,219.5787,210.00002,0.52926564,9.57869
91,17189,10.398506,12.114,154.50975,180.0,0.99832016,-25.49025
92,17191,11.367276,11.42081,168.90456,169.7,0.91703886,-0.7954407
93,17193,11.367975,11.89191,168.91493,176.7,1.011442,-7.7850647
94,17195,13.59983,12.49761,202.07771,185.7,0.5717291,16.377716
95,17197,12.0066595,11.72366,178.40504,174.20001,0.78089,4.2050323
96,17199,10.417567,10.46515,154.79298,155.5,1.1312664,-0.707016
97,17201,13.0271635,12.9216,193.56856,192.0,0.5916742,1.5685577
98,17203,13.957857,13.37251,207.39758,198.7,0.54001427,8.697586
99,18001,12.234458,12.10727,181.78987,179.90001,0.77526206,1.8898621
100,18003,12.087772,11.11796,179.61029,165.2,0.78480613,14.410294
101,18005,11.574159,12.61875,171.97859,187.5,0.7381859,-15.521408
102,18007,13.14088,13.76285,195.25824,204.5,0.6292415,-9.24176
103,18009,11.902373,12.64567,176.85547,187.9,0.7503526,-11.044525
104,18011,12.546857,14.93387,186.43175,221.90001,0.66289055,-35.46826
105,18015,12.97944,14.10608,192.85944,209.6,0.66643536,-16.74057
106,18017,12.457255,13.48692,185.10037,200.40001,0.76495576,-15.299637
107,18019,10.476699,11.66982,155.6716,173.4,1.0815856,-17.728394
108,18021,12.529407,12.72643,186.17245,189.1,0.66069204,-2.9275513
109,18023,12.850621,13.93783,190.94534,207.1,0.65006965,-16.154663
110,18027,12.066563,12.94852,179.29514,192.4,0.70831746,-13.104858
111,18029,10.478675,11.65636,155.70096,173.2,0.95936626,-17.499039
112,18031,12.226207,14.09935,181.66727,209.5,0.7021701,-27.832733
113,18033,11.703507,9.19318,173.90056,136.6,0.8726488,37.300552
114,18035,11.931809,12.9216,177.29286,192.0,0.71555287,-14.707138
115,18037,11.2173815,12.37647,166.67729,183.9,1.0298604,-17.222702
116,18039,11.705209,11.76404,173.92584,174.8,0.8587403,-0.87416077
117,18041,12.583055,12.88795,186.9696,191.5,0.6818628,-4.5303955
118,18043,10.154515,11.52176,150.88432,171.2,1.2017939,-20.315674
119,18045,12.618259,12.57837,187.4927,186.90001,0.6427276,0.59269714
120,18047,11.438452,12.44377,169.96214,184.90001,0.76448166,-14.937866
121,18049,12.493369,12.1813,185.637,181.0,0.7856057,4.6369934
122,18051,12.012453,13.48019,178.49113,200.3,0.8555286,-21.808868
123,18053,12.240748,12.63894,181.88333,187.8,0.7784863,-5.9166718
124,18055,11.104266,12.40339,164.99652,184.3,0.79873604,-19.303482
125,18057,11.871914,12.69951,176.40288,188.7,0.78268003,-12.297119
126,18059,11.416819,12.68605,169.6407,188.50002,0.7963871,-18.859314
127,18061,10.817964,12.2486,160.7424,182.0,1.1524007,-21.257599
128,18063,12.362733,13.80996,183.69588,205.20001,0.67955637,-21.504135
