FIPS,yield,pred,error,NAME,NAMELSAD
5001,193.0,209.46286,-16.46286,Arkansas,Arkansas County
5003,166.0,207.89398,-41.893982,Ashley,Ashley County
5017,176.1,206.51332,-30.413315,Chicot,Chicot County
5021,178.3,201.86186,-23.56186,Clay,Clay County
5031,191.9,207.24419,-15.3441925,Craighead,Craighead County
5035,165.1,198.53856,-33.438553,Crittenden,Crittenden County
5041,181.8,219.1879,-37.387894,Desha,Desha County
5043,187.1,211.99478,-24.894775,Drew,Drew County
5055,182.3,196.96266,-14.662659,Greene,Greene County
5063,159.9,183.69025,-23.790253,Independence,Independence County
5067,178.1,193.35248,-15.252472,Jackson,Jackson County
5069,180.8,207.25188,-26.451874,Jefferson,Jefferson County
5073,148.4,168.93701,-20.537018,Lafayette,Lafayette County
5075,179.9,192.86855,-12.968552,Lawrence,Lawrence County
5079,188.2,214.13817,-25.938171,Lincoln,Lincoln County
5085,178.7,202.23935,-23.539352,Lonoke,Lonoke County
5093,137.7,207.49803,-69.798035,Mississippi,Mississippi County
5095,169.6,196.43616,-26.836151,Monroe,Monroe County
5107,160.3,205.38591,-45.085907,Phillips,Phillips County
5111,186.4,208.97084,-22.570847,Poinsett,Poinsett County
5117,173.4,202.53557,-29.135574,Prairie,Prairie County
5121,186.3,189.40292,-3.1029205,Randolph,Randolph County
5123,172.8,205.4792,-32.6792,St. Francis,St. Francis County
5145,177.0,189.71046,-12.7104645,White,White County
5147,162.3,196.73651,-34.43651,Woodruff,Woodruff County
17001,168.1,175.60034,-7.5003357,Adams,Adams County
17003,144.2,183.88788,-39.68788,Alexander,Alexander County
17005,183.8,154.25824,29.541763,Bond,Bond County
17007,179.0,185.61246,-6.6124573,Boone,Boone County
17011,179.9,187.4787,-7.578705,Bureau,Bureau County
17013,170.9,181.65111,-10.751114,Calhoun,Calhoun County
17015,206.1,193.21552,12.884491,Carroll,Carroll County
17017,205.6,194.37885,11.221161,Cass,Cass County
17019,180.8,199.39424,-18.594238,Champaign,Champaign County
17021,198.7,183.30573,15.394272,Christian,Christian County
17025,140.5,169.08405,-28.584045,Clay,Clay County
17027,181.9,176.25273,5.6472626,Clinton,Clinton County
17029,184.0,190.52332,-6.5233154,Coles,Coles County
17031,174.0,153.33365,20.666351,Cook,Cook County
17033,146.3,174.64093,-28.340927,Crawford,Crawford County
17035,161.6,171.0793,-9.479294,Cumberland,Cumberland County
17037,188.8,179.38226,9.41774,DeKalb,DeKalb County
17041,193.6,204.93018,-11.33017,Douglas,Douglas County
17049,173.9,177.99605,-4.096054,Effingham,Effingham County
17051,166.2,169.97443,-3.7744293,Fayette,Fayette County
17053,168.6,188.11871,-19.518707,Ford,Ford County
17055,135.6,169.0597,-33.459686,Franklin,Franklin County
17057,175.8,177.77997,-1.9799652,Fulton,Fulton County
17059,166.4,192.45992,-26.059921,Gallatin,Gallatin County
17061,191.7,190.74051,0.9594879,Greene,Greene County
17063,164.0,178.83424,-14.834244,Grundy,Grundy County
17071,193.2,189.92274,3.2772522,Henderson,Henderson County
17073,187.0,186.50378,0.49621582,Henry,Henry County
17075,152.6,175.0856,-22.485596,Iroquois,Iroquois County
17077,150.7,169.92325,-19.223251,Jackson,Jackson County
17079,174.0,176.44688,-2.4468842,Jasper,Jasper County
17081,129.3,164.04568,-34.74568,Jefferson,Jefferson County
17083,183.5,184.23657,-0.73657227,Jersey,Jersey County
17085,188.9,191.4305,-2.5305023,Jo Daviess,Jo Daviess County
17089,175.8,177.54031,-1.7403107,Kane,Kane County
17093,192.2,171.83072,20.369278,Kendall,Kendall County
17095,196.2,193.63629,2.5637054,Knox,Knox County
17097,129.0,161.83,-32.83,Lake,Lake County
17099,175.8,181.69,-5.8899994,LaSalle,LaSalle County
17101,155.2,175.2682,-20.068207,Lawrence,Lawrence County
17103,181.4,176.0409,5.3591003,Lee,Lee County
17105,178.8,186.11401,-7.3140106,Livingston,Livingston County
17107,194.2,199.47014,-5.2701416,Logan,Logan County
17109,188.8,184.60564,4.1943665,McDonough,McDonough County
17113,198.8,200.06976,-1.2697601,McLean,McLean County
17115,204.4,203.01968,1.38031,Macon,Macon County
17117,183.0,181.37112,1.6288757,Macoupin,Macoupin County
17119,198.3,181.91656,16.383438,Madison,Madison County
