,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,12.154006,12.93506,180.59445,192.2,0.5232862,-11.605545
1,17003,10.120004,10.72762,150.37152,159.40001,0.873247,-9.028488
2,17005,11.291253,11.48811,167.77493,170.7,0.5688608,-2.925064
3,17007,11.560848,12.78027,171.7808,189.9,0.38834226,-18.119186
4,17009,12.048522,12.69951,179.02707,188.7,0.53184426,-9.672928
5,17011,13.607219,14.49642,202.1875,215.4,0.3349847,-13.212494
6,17013,11.978377,10.4988,177.9848,156.0,0.5541808,21.984802
7,17015,13.973712,16.0174,207.63316,238.00002,0.350455,-30.366852
8,17017,12.041235,13.10331,178.9188,194.7,0.5275147,-15.781204
9,17019,12.505814,13.91764,185.8219,206.8,0.4246472,-20.978104
10,17021,13.469258,14.806,200.13757,220.0,0.41944373,-19.862427
11,17023,11.773881,12.51107,174.94623,185.90001,0.48932812,-10.953781
12,17025,9.854136,8.04908,146.42105,119.6,0.66886294,26.821053
13,17027,10.439504,10.59975,155.11893,157.5,0.7165839,-2.381073
14,17029,12.789733,14.01859,190.0406,208.3,0.458974,-18.2594
15,17033,11.042691,11.60925,164.08159,172.5,0.5720016,-8.418411
16,17035,11.814345,12.19476,175.54749,181.20001,0.49828207,-5.652527
17,17037,12.560264,13.73593,186.63097,204.1,0.34156972,-17.46904
18,17039,12.9693985,13.53403,192.71024,201.1,0.38667005,-8.3897705
19,17041,12.752561,14.26087,189.48827,211.90001,0.4159086,-22.411743
20,17045,12.850228,13.89072,190.9395,206.40001,0.43637374,-15.46051
21,17047,10.550357,11.53522,156.76608,171.40001,0.6504071,-14.633926
22,17049,11.647586,12.70624,173.06963,188.8,0.53273106,-15.730377
23,17051,11.5414505,11.46119,171.49258,170.3,0.5335756,1.1925812
24,17053,12.451016,14.29452,185.00768,212.40001,0.37081456,-27.392334
25,17055,9.769477,10.5661,145.1631,157.0,0.7669925,-11.836899
26,17057,12.50217,13.36578,185.76775,198.6,0.46215013,-12.83226
27,17059,11.517509,12.80719,171.13684,190.3,0.7632515,-19.163162
28,17061,12.110644,13.48692,179.95013,200.40001,0.48214912,-20.449875
29,17063,12.727012,14.04551,189.10864,208.70001,0.334541,-19.59137
30,17065,10.909066,11.72366,162.09608,174.20001,0.6207671,-12.103928
31,17067,13.637142,15.00117,202.63213,222.90001,0.44125488,-20.267883
32,17071,13.706723,15.06847,203.66602,223.90001,0.42429912,-20.233994
33,17073,13.605354,14.64448,202.1598,217.6,0.33287576,-15.440201
34,17075,11.715585,13.3927,174.08002,199.0,0.39602047,-24.919983
35,17077,10.210917,11.21891,151.7224,166.70001,0.8073746,-14.977615
36,17079,11.433696,12.07362,169.89146,179.4,0.4984829,-9.50853
37,17081,9.842756,8.60767,146.25195,127.9,0.767648,18.351952
38,17083,11.769015,11.5756,174.87393,172.0,0.53092176,2.873932
39,17085,12.759116,12.87449,189.58568,191.3,0.4155217,-1.714325
40,17087,9.803016,10.22287,145.66145,151.9,0.9626761,-6.2385406
41,17089,12.066524,11.87172,179.29456,176.40001,0.41743928,2.8945465
42,17091,12.166087,13.18407,180.77396,195.9,0.39010438,-15.126038
43,17093,11.933814,14.09935,177.32265,209.5,0.37325367,-32.177353
44,17095,13.749806,15.44535,204.30618,229.5,0.38579705,-25.193817
45,17097,10.024649,9.73158,148.95467,144.59999,0.77850795,4.3546753
46,17099,12.763495,14.13973,189.65076,210.1,0.32967442,-20.44925
47,17101,10.786058,11.11123,160.26833,165.1,0.68006885,-4.8316803
48,17103,12.775707,14.0657,189.8322,209.0,0.33311167,-19.1678
49,17105,12.8509865,14.12627,190.95076,209.90001,0.35114393,-18.94925
50,17107,13.466424,14.3349,200.09546,213.0,0.38892153,-12.904541
51,17109,13.6120825,14.92714,202.25977,221.8,0.4136026,-19.540237
52,17111,11.096372,11.96594,164.87923,177.8,0.43631038,-12.920776
53,17113,13.395918,15.06847,199.04782,223.90001,0.35868114,-24.852188
54,17115,12.838348,14.57045,190.76299,216.5,0.44237664,-25.737015
55,17117,12.404204,12.82738,184.3121,190.6,0.47909755,-6.287903
56,17119,11.745803,11.97267,174.52902,177.9,0.59834063,-3.3709717
57,17121,10.394681,9.69793,154.45291,144.1,0.6207304,10.352905
58,17123,13.298871,15.52611,197.60582,230.7,0.3520431,-33.094177
59,17125,12.521733,13.58114,186.05844,201.8,0.5007251,-15.741562
