FIPS,yield,pred,error,NAME,NAMELSAD
5001,58.2,52.731075,5.4689255,Arkansas,Arkansas County
5003,61.6,53.414948,8.185051,Ashley,Ashley County
5017,54.1,54.791004,-0.6910057,Chicot,Chicot County
5021,44.1,54.184643,-10.084644,Clay,Clay County
5029,32.4,31.177193,1.2228088,Conway,Conway County
5035,51.2,48.85709,2.3429108,Crittenden,Crittenden County
5037,53.3,51.193592,2.1064072,Cross,Cross County
5041,50.8,49.60766,1.1923409,Desha,Desha County
5043,57.4,49.031467,8.368534,Drew,Drew County
5045,32.5,30.036491,2.4635086,Faulkner,Faulkner County
5067,45.7,41.1123,4.5877,Jackson,Jackson County
5069,55.7,47.63996,8.0600395,Jefferson,Jefferson County
5077,52.5,47.162975,5.3370247,Lee,Lee County
5079,52.0,47.58691,4.4130898,Lincoln,Lincoln County
5083,35.4,35.60367,-0.20366669,Logan,Logan County
5085,46.4,43.62144,2.7785606,Lonoke,Lonoke County
5095,42.6,44.68563,-2.0856323,Monroe,Monroe County
5107,57.7,48.142662,9.557339,Phillips,Phillips County
5111,53.2,52.77213,0.4278717,Poinsett,Poinsett County
5117,54.4,47.7997,6.6003,Prairie,Prairie County
5119,40.5,34.5238,5.9762,Pulaski,Pulaski County
5123,50.6,48.341232,2.2587662,St. Francis,St. Francis County
5145,44.5,37.243687,7.2563133,White,White County
5147,47.0,40.709698,6.2903023,Woodruff,Woodruff County
5149,36.9,34.35178,2.5482216,Yell,Yell County
17003,57.9,51.84627,6.05373,Alexander,Alexander County
17005,64.5,62.62231,1.8776894,Bond,Bond County
17007,67.6,61.2373,6.3626976,Boone,Boone County
17009,58.3,59.14683,-0.8468323,Brown,Brown County
17011,65.4,70.55401,-5.154007,Bureau,Bureau County
17015,67.8,66.76664,1.0333633,Carroll,Carroll County
17017,67.4,65.78556,1.6144409,Cass,Cass County
17019,74.2,67.96557,6.2344284,Champaign,Champaign County
17021,69.8,67.3975,2.402504,Christian,Christian County
17023,65.0,63.116535,1.8834648,Clark,Clark County
17025,58.3,58.449467,-0.14946747,Clay,Clay County
17027,62.7,60.71578,1.9842224,Clinton,Clinton County
17031,45.1,47.95637,-2.8563728,Cook,Cook County
17033,64.1,61.93813,2.161869,Crawford,Crawford County
17037,62.9,63.70904,-0.80904007,DeKalb,DeKalb County
17039,69.6,68.38113,1.2188721,De Witt,De Witt County
17045,69.2,65.87399,3.326004,Edgar,Edgar County
17047,62.2,57.82638,4.373619,Edwards,Edwards County
17049,63.9,62.305874,1.5941277,Effingham,Effingham County
17051,62.6,60.260277,2.3397217,Fayette,Fayette County
17053,65.8,64.788994,1.0110092,Ford,Ford County
17055,52.5,52.358356,0.14164352,Franklin,Franklin County
17057,64.4,62.70186,1.698143,Fulton,Fulton County
17059,61.3,57.52692,3.773079,Gallatin,Gallatin County
17063,58.6,62.461117,-3.8611183,Grundy,Grundy County
17067,66.5,66.36647,0.13352966,Hancock,Hancock County
17069,50.1,50.24665,-0.14665222,Hardin,Hardin County
17071,65.5,64.15922,1.3407822,Henderson,Henderson County
17073,67.1,67.8637,-0.7637024,Henry,Henry County
17075,56.9,61.536995,-4.6369934,Iroquois,Iroquois County
17077,48.8,54.07603,-5.2760315,Jackson,Jackson County
17081,46.9,52.83688,-5.936878,Jefferson,Jefferson County
17085,58.7,60.566067,-1.866066,Jo Daviess,Jo Daviess County
17087,43.3,46.361874,-3.0618744,Johnson,Johnson County
17089,66.7,61.066494,5.633503,Kane,Kane County
17091,60.9,59.587864,1.3121376,Kankakee,Kankakee County
17093,65.2,61.79983,3.4001656,Kendall,Kendall County
17095,67.4,66.60959,0.7904129,Knox,Knox County
17097,49.9,48.382793,1.5172081,Lake,Lake County
17101,59.5,59.072586,0.42741394,Lawrence,Lawrence County
17103,66.6,65.1825,1.4174957,Lee,Lee County
17105,65.2,65.76079,-0.560791,Livingston,Livingston County
17113,66.5,68.83869,-2.3386917,McLean,McLean County
17115,73.3,67.526855,5.7731476,Macon,Macon County
17117,69.8,63.74151,6.0584946,Macoupin,Macoupin County
17119,60.4,61.084236,-0.6842346,Madison,Madison County
17121,59.3,59.331264,-0.03126526,Marion,Marion County
17125,63.9,63.068867,0.8311348,Mason,Mason County
17127,52.0,50.66048,1.3395195,Massac,Massac County
17129,64.6,66.83796,-2.2379608,Menard,Menard County
17133,55.4,57.21171,-1.8117104,Monroe,Monroe County
17139,71.2,67.78512,3.4148788,Moultrie,Moultrie County
