,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,11.020317,11.31313,163.74915,168.1,0.5636574,-4.3508606,"Adams County, IL"
1,17003,10.271837,9.70466,152.6276,144.20001,1.0413146,8.427582,"Alexander County, IL"
2,17005,10.631792,12.36974,157.9761,183.79999,0.6745712,-25.823883,"Bond County, IL"
3,17007,12.157251,12.0467,180.64267,179.0,0.39165765,1.6426697,"Boone County, IL"
4,17011,12.071105,12.10727,179.36263,179.90001,0.41149446,-0.53738403,"Bureau County, IL"
5,17013,11.84771,11.50157,176.04324,170.9,0.6441456,5.1432495,"Calhoun County, IL"
6,17015,13.6545315,13.87053,202.89052,206.1,0.3188601,-3.209488,"Carroll County, IL"
7,17017,12.67441,13.83688,188.32704,205.59999,0.46583682,-17.27295,"Cass County, IL"
8,17019,12.790353,12.16784,190.04982,180.8,0.4260483,9.249817,"Champaign County, IL"
9,17021,12.654135,13.37251,188.02577,198.7,0.4337628,-10.674225,"Christian County, IL"
10,17025,9.919803,9.45565,147.39677,140.5,0.69469607,6.8967743,"Clay County, IL"
11,17027,11.282804,12.24187,167.64938,181.9,0.63044596,-14.25061,"Clinton County, IL"
12,17029,12.400673,12.3832,184.25963,184.0,0.4978099,0.2596283,"Coles County, IL"
13,17031,10.336689,11.7102,153.59122,174.0,1.1036953,-20.408783,"Cook County, IL"
14,17033,11.131857,9.84599,165.4065,146.3,0.643016,19.106491,"Crawford County, IL"
15,17035,10.996426,10.87568,163.39413,161.6,0.62433696,1.7941284,"Cumberland County, IL"
16,17037,11.601942,12.70624,172.39142,188.8,0.40171614,-16.408585,"DeKalb County, IL"
17,17041,13.168446,13.02928,195.66785,193.59999,0.42529446,2.0678558,"Douglas County, IL"
18,17049,11.374582,11.70347,169.0131,173.90001,0.5821193,-4.886902,"Effingham County, IL"
19,17051,10.946196,11.18526,162.64778,166.2,0.63264036,-3.5522156,"Fayette County, IL"
20,17053,11.811396,11.34678,175.50365,168.6,0.44646624,6.9036407,"Ford County, IL"
21,17055,9.633001,9.12588,143.13524,135.6,0.80996317,7.5352325,"Franklin County, IL"
22,17057,11.470081,11.83134,170.43211,175.8,0.5334788,-5.3678894,"Fulton County, IL"
23,17059,12.048492,11.19872,179.02664,166.4,0.61495715,12.626648,"Gallatin County, IL"
24,17061,12.410046,12.90141,184.3989,191.7,0.5085376,-7.3011017,"Greene County, IL"
25,17063,11.279451,11.0372,167.59958,164.0,0.44343945,3.5995789,"Grundy County, IL"
26,17071,12.435086,13.00236,184.77097,193.20001,0.4404081,-8.429047,"Henderson County, IL"
27,17073,11.847489,12.5851,176.03996,187.0,0.42301744,-10.960037,"Henry County, IL"
28,17075,11.013252,10.26998,163.64417,152.6,0.47794622,11.044159,"Iroquois County, IL"
29,17077,9.952469,10.14211,147.88216,150.7,0.83269465,-2.8178406,"Jackson County, IL"
30,17079,11.194374,11.7102,166.33543,174.0,0.58913267,-7.664566,"Jasper County, IL"
31,17081,9.44391,8.70189,140.32555,129.3,0.81843793,11.025543,"Jefferson County, IL"
32,17083,12.2789135,12.34955,182.45042,183.5,0.5223415,-1.0495758,"Jersey County, IL"
33,17085,13.020244,12.71297,193.46573,188.9,0.3697106,4.565735,"Jo Daviess County, IL"
34,17089,11.244233,11.83134,167.07628,175.8,0.5045945,-8.723724,"Kane County, IL"
35,17093,10.822181,12.93506,160.80507,192.2,0.4812737,-31.394928,"Kendall County, IL"
36,17095,12.576216,13.20426,186.868,196.2,0.4104525,-9.332001,"Knox County, IL"
37,17097,9.927228,8.6817,147.50711,129.0,0.92771596,18.50711,"Lake County, IL"
38,17099,11.541126,11.83134,171.48776,175.8,0.4272884,-4.3122406,"LaSalle County, IL"
39,17101,10.661792,10.44496,158.42188,155.2,0.68413496,3.221878,"Lawrence County, IL"
40,17103,11.6275425,12.20822,172.7718,181.4,0.42491794,-8.628189,"Lee County, IL"
41,17105,11.611259,12.03324,172.52986,178.8,0.43931016,-6.2701416,"Livingston County, IL"
42,17107,13.206409,13.06966,196.23193,194.20001,0.42269686,2.0319214,"Logan County, IL"
43,17109,12.14068,12.70624,180.39644,188.8,0.44648793,-8.403564,"McDonough County, IL"
44,17113,13.134035,13.37924,195.15654,198.8,0.39166844,-3.6434631,"McLean County, IL"
45,17115,13.189143,13.75612,195.97539,204.4,0.4363312,-8.424606,"Macon County, IL"
46,17117,12.432869,12.3159,184.73802,183.0,0.48887846,1.7380219,"Macoupin County, IL"
47,17119,11.798582,13.34559,175.31326,198.3,0.6211312,-22.98674,"Madison County, IL"
48,17121,9.747676,10.30363,144.83917,153.1,0.7108469,-8.260834,"Marion County, IL"
49,17123,12.411811,12.44377,184.42513,184.90001,0.4080972,-0.47488403,"Marshall County, IL"
50,17125,11.322784,11.3737,168.24345,169.0,0.572074,-0.756546,"Mason County, IL"
51,17127,10.960577,10.47188,162.86147,155.6,0.85065174,7.2614594,"Massac County, IL"
52,17131,12.455745,12.65913,185.07793,188.1,0.4195529,-3.0220795,"Mercer County, IL"
53,17133,10.805421,10.35074,160.55603,153.8,0.7614608,6.756027,"Monroe County, IL"
54,17135,12.408213,12.63221,184.37166,187.7,0.47320837,-3.3283386,"Montgomery County, IL"
55,17137,12.952501,13.85034,192.45915,205.8,0.43707588,-13.340851,"Morgan County, IL"
56,17139,12.139715,12.74662,180.3821,189.40001,0.5081917,-9.017914,"Moultrie County, IL"
57,17141,12.722212,12.86776,189.03732,191.2,0.35994413,-2.162674,"Ogle County, IL"
58,17143,12.182265,13.01582,181.01434,193.4,0.447739,-12.385651,"Peoria County, IL"
59,17147,13.892874,13.43981,206.432,199.7,0.38730413,6.73201,"Piatt County, IL"
60,17153,10.782106,12.12073,160.20961,180.1,0.85812163,-19.890396,"Pulaski County, IL"
61,17157,10.147276,9.71812,150.77676,144.4,0.784663,6.37677,"Randolph County, IL"
62,17163,11.663916,12.41012,173.31227,184.40001,0.65569293,-11.087738,"St. Clair County, IL"
63,17167,13.025328,13.88399,193.54128,206.3,0.44328016,-12.758728,"Sangamon County, IL"
64,17169,10.801466,10.97663,160.49727,163.1,0.6210221,-2.6027374,"Schuyler County, IL"
65,17173,11.549403,11.77077,171.61075,174.90001,0.5568501,-3.2892609,"Shelby County, IL"
66,17175,13.263299,13.65517,197.07726,202.90001,0.34305957,-5.822754,"Stark County, IL"
67,17177,13.460339,13.16388,200.00504,195.6,0.3241926,4.4050293,"Stephenson County, IL"
68,17179,12.327021,13.83688,183.16524,205.59999,0.46150753,-22.434753,"Tazewell County, IL"
69,17181,10.171352,8.80957,151.1345,130.90001,0.9381247,20.234497,"Union County, IL"
70,17185,10.631724,10.51226,157.9751,156.20001,0.63246757,1.7750854,"Wabash County, IL"
71,17187,12.923544,13.06293,192.02888,194.1,0.3851331,-2.0711212,"Warren County, IL"
72,17189,10.565071,11.26602,156.98471,167.4,0.674045,-10.415283,"Washington County, IL"
73,17193,10.580979,11.56887,157.22108,171.9,0.7293566,-14.678909,"White County, IL"
74,17195,11.754295,12.9216,174.65521,192.0,0.43653113,-17.344788,"Whiteside County, IL"
75,17199,9.930035,9.78542,147.54881,145.40001,0.8703611,2.1488037,"Williamson County, IL"
76,17201,12.338932,12.90814,183.34222,191.8,0.40797454,-8.457779,"Winnebago County, IL"
77,17203,12.272715,12.35628,182.35832,183.6,0.41359967,-1.241684,"Woodford County, IL"
78,18001,10.59646,11.42081,157.45113,169.7,0.5978002,-12.248871,"Adams County, IN"
79,18003,11.181414,12.2486,166.14285,182.0,0.57466143,-15.857147,"Allen County, IN"
80,18007,12.509708,12.53126,185.87978,186.2,0.4198381,-0.32022095,"Benton County, IN"
