,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,11.403439,11.31313,169.44188,168.1,0.6161699,1.3418732,"Adams County, IL"
1,17003,11.560176,9.70466,171.77081,144.20001,0.7787046,27.5708,"Alexander County, IL"
2,17005,11.086644,12.36974,164.73468,183.79999,0.63184744,-19.065308,"Bond County, IL"
3,17007,12.185749,12.0467,181.06612,179.0,0.493738,2.0661163,"Boone County, IL"
4,17011,12.671446,12.10727,188.283,179.90001,0.4851732,8.382996,"Bureau County, IL"
5,17013,12.598965,11.50157,187.20601,170.9,0.5374169,16.306015,"Calhoun County, IL"
6,17015,13.868788,13.87053,206.07411,206.1,0.35650325,-0.025894165,"Carroll County, IL"
7,17017,13.275708,13.83688,197.26164,205.59999,0.4888989,-8.338348,"Cass County, IL"
8,17019,13.501842,12.16784,200.62172,180.8,0.4623191,19.821716,"Champaign County, IL"
9,17021,12.745439,13.37251,189.38245,198.7,0.4660258,-9.317551,"Christian County, IL"
10,17025,10.247243,9.45565,152.26216,140.5,0.7338147,11.762161,"Clay County, IL"
11,17027,11.600689,12.24187,172.37279,181.9,0.5830611,-9.527206,"Clinton County, IL"
12,17029,12.856107,12.3832,191.02686,184.0,0.5102903,7.0268555,"Coles County, IL"
13,17031,10.673981,11.7102,158.60298,174.0,1.1026682,-15.397018,"Cook County, IL"
14,17033,11.37183,9.84599,168.97221,146.3,0.643307,22.67221,"Crawford County, IL"
15,17035,10.969388,10.87568,162.9924,161.6,0.7147236,1.392395,"Cumberland County, IL"
16,17037,11.392619,12.70624,169.28111,188.8,0.57291806,-19.51889,"DeKalb County, IL"
17,17041,13.564179,13.02928,201.54799,193.59999,0.46341035,7.947998,"Douglas County, IL"
18,17049,11.28394,11.70347,167.66628,173.90001,0.68356687,-6.233734,"Effingham County, IL"
19,17051,11.03234,11.18526,163.9278,166.2,0.67970747,-2.2722015,"Fayette County, IL"
20,17053,12.568325,11.34678,186.75075,168.6,0.5202265,18.150742,"Ford County, IL"
21,17055,10.439491,9.12588,155.11874,135.6,0.7740659,19.518738,"Franklin County, IL"
22,17057,12.123322,11.83134,180.1385,175.8,0.58312833,4.338501,"Fulton County, IL"
23,17059,13.205986,11.19872,196.22565,166.4,0.5211898,29.825653,"Gallatin County, IL"
24,17061,12.9178915,12.90141,191.9449,191.7,0.51524127,0.24490356,"Greene County, IL"
25,17063,11.299876,11.0372,167.90306,164.0,0.5376486,3.903061,"Grundy County, IL"
26,17071,12.862739,13.00236,191.1254,193.20001,0.53461194,-2.0746155,"Henderson County, IL"
27,17073,12.583903,12.5851,186.98222,187.0,0.5075438,-0.01777649,"Henry County, IL"
28,17075,11.487447,10.26998,170.69014,152.6,0.5480836,18.090134,"Iroquois County, IL"
29,17077,11.143605,10.14211,165.58105,150.7,0.7248412,14.881058,"Jackson County, IL"
30,17079,11.156122,11.7102,165.76704,174.0,0.7041034,-8.232956,"Jasper County, IL"
31,17081,10.230245,8.70189,152.00958,129.3,0.7791731,22.70958,"Jefferson County, IL"
32,17083,12.589822,12.34955,187.07016,183.5,0.5384346,3.57016,"Jersey County, IL"
33,17085,12.799029,12.71297,190.17874,188.9,0.43509343,1.2787476,"Jo Daviess County, IL"
34,17089,11.325093,11.83134,168.27776,175.8,0.661785,-7.5222473,"Kane County, IL"
35,17093,11.179463,12.93506,166.11388,192.2,0.5473237,-26.08612,"Kendall County, IL"
36,17095,13.291615,13.20426,197.49799,196.2,0.47476384,1.2979889,"Knox County, IL"
37,17097,10.14334,8.6817,150.71828,129.0,0.9163704,21.718277,"Lake County, IL"
38,17099,11.550683,11.83134,171.62976,175.8,0.52549094,-4.1702423,"LaSalle County, IL"
39,17101,11.165345,10.44496,165.90408,155.2,0.6650239,10.704086,"Lawrence County, IL"
