,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,17001,9.090188,193.1,2.6327338
1,17003,8.668342,131.5,2.9305162
2,17007,11.24886,197.5,2.7088592
3,17009,9.531384,182.3,2.634404
4,17011,10.8462515,203.9,2.6282196
5,17015,12.448912,231.9,2.5626123
6,17017,10.65717,202.3,2.6346323
7,17019,9.247821,210.2,2.7608347
8,17021,9.930978,203.2,2.7316592
9,17025,9.225128,154.2,2.7381883
10,17027,9.295618,154.9,2.7701306
11,17031,0.7706144,170.0,2.2670631
12,17035,9.127833,178.4,2.706416
13,17037,10.168006,215.6,2.6632013
14,17039,10.715875,214.5,2.69798
15,17041,10.37282,208.6,2.7248454
16,17045,9.569831,193.4,2.7050018
17,17047,7.6603327,141.6,2.7932773
18,17049,9.128419,162.2,2.7214074
19,17051,8.88076,163.0,2.6885421
20,17053,8.22484,204.0,2.747723
21,17055,7.587264,115.6,2.8028162
22,17057,10.0437155,195.1,2.618235
23,17059,9.327292,159.4,2.8369732
24,17061,10.744576,186.9,2.618819
25,17063,9.08875,212.4,2.7031474
26,17065,7.547723,123.5,2.7666256
27,17067,10.432071,207.6,2.6320891
28,17071,11.481317,207.0,2.5588648
29,17073,10.842393,207.9,2.581355
30,17075,7.596172,193.6,2.8583848
31,17077,6.884879,136.7,2.85264
32,17079,8.169468,165.3,2.729089
33,17081,8.325393,121.8,2.819876
34,17083,10.858765,175.6,2.6204772
35,17085,9.780671,204.9,2.6482491
36,17087,8.393457,93.9,2.8467078
37,17089,9.849723,210.8,2.672163
38,17091,7.7851686,195.5,2.731673
39,17093,7.996793,206.8,2.7074802
40,17095,11.863997,223.3,2.5598547
41,17097,8.725673,154.8,2.6890807
42,17099,10.407795,205.6,2.652232
43,17103,9.404992,200.9,2.6576526
44,17105,9.504865,214.7,2.719961
45,17107,10.627961,219.4,2.6548166
46,17109,11.055607,212.2,2.629471
47,17111,10.632806,199.8,2.7052767
48,17113,10.623909,218.1,2.6421738
49,17115,9.6740465,214.9,2.7707412
50,17117,8.87427,199.2,2.683063
51,17119,9.650166,172.0,2.667513
52,17121,8.125805,144.8,2.7480257
53,17123,11.111451,215.6,2.5813158
54,17125,10.393185,198.6,2.6205678
55,17127,9.009951,138.7,2.8761652
56,17129,10.661623,209.3,2.6254659
57,17131,11.410318,213.5,2.5501525
58,17133,8.6634035,149.2,2.789707
59,17135,8.747915,196.9,2.710027
60,17137,10.452546,205.6,2.657009
61,17139,10.263327,207.9,2.760815
62,17141,10.605615,225.9,2.6235204
63,17143,11.060107,214.6,2.5918434
64,17145,7.0023823,112.6,2.7811356
65,17147,10.462302,218.7,2.7354672
66,17149,9.0821295,181.7,2.6425788
67,17151,7.327666,127.3,2.8224545
68,17153,8.3626795,141.5,2.8470712
69,17155,11.807246,218.1,2.6028872
70,17157,8.642435,135.1,2.7530549
71,17159,7.888875,147.0,2.7635689
72,17161,11.332922,210.8,2.577522
73,17163,9.074442,159.2,2.7198853
74,17165,8.659293,136.6,2.7914107
75,17167,10.499524,222.1,2.6933186
76,17169,9.59975,186.5,2.6359363
77,17171,9.923057,193.3,2.6409705
78,17173,9.23065,185.7,2.7277632
79,17175,11.390826,225.7,2.5932987
80,17177,10.209386,211.2,2.6563249
81,17179,10.725476,236.0,2.630652
82,17181,7.540119,115.8,2.8875523
83,17183,8.429688,203.9,2.770332
84,17185,9.182615,156.4,2.7642698
85,17187,12.094132,229.2,2.5624125
86,17189,8.374089,140.3,2.7840014
87,17193,9.671811,135.2,2.8231304
88,17195,9.933759,199.0,2.649221
89,17199,8.181172,107.8,2.813213
90,17201,9.158776,193.9,2.6859221
91,17203,11.14498,232.8,2.6191466
92,18001,8.049842,159.5,2.8378227
93,18003,7.6969795,157.9,2.868621
94,18005,7.9535065,171.2,2.903509
95,18007,9.930437,199.2,2.9114668
96,18009,6.2302265,173.9,2.9166641
97,18011,9.180888,180.1,2.7895398
98,18015,9.725179,197.8,2.8842504
99,18017,8.866263,189.6,2.9429305
100,18019,8.032664,140.5,2.9435053
101,18023,10.200452,190.6,2.810205
102,18027,9.368962,171.9,2.847108
103,18029,8.670408,162.1,2.911433
104,18031,8.824765,178.9,2.8930037
105,18033,7.657645,146.4,2.879387
106,18035,6.8554487,165.0,2.8957949
107,18037,7.9179287,143.3,2.968493
108,18039,9.614226,158.7,2.8794045
109,18041,8.663152,173.2,2.8644376
110,18043,6.561429,128.6,2.9066865
111,18045,10.133684,191.8,2.7341003
112,18047,9.908879,175.3,2.867345
113,18049,9.478986,176.7,2.9962342
114,18051,9.809954,161.7,2.8500957
115,18055,8.799177,156.0,2.8677332
116,18057,8.214692,179.5,2.842743
117,18059,7.682867,172.4,2.916208
118,18061,7.1765213,149.8,2.961907
119,18063,8.544629,178.8,2.7854142
120,18065,7.660303,177.6,2.9096909
121,18067,8.991748,192.7,2.9277408
122,18071,7.534459,161.1,2.8654954
123,18073,8.531573,180.1,2.8287704
124,18075,6.715317,167.3,2.8882976
125,18077,8.951903,148.8,2.9205377
126,18079,8.782815,156.6,2.8415732
127,18081,6.620581,160.9,2.8734744
128,18083,9.147805,169.7,2.8434477
129,18085,9.016702,164.8,2.9800892
130,18087,8.329478,134.1,2.9159634
131,18089,8.392127,177.4,2.7987006
132,18091,9.556262,147.9,2.8814425
133,18093,7.3255653,144.6,2.8999631
134,18095,8.071284,181.1,2.8952372
135,18099,9.226353,169.0,2.9600973
136,18101,7.500041,160.7,2.8843248
137,18103,7.8599577,167.2,2.9043593
138,18105,7.1944113,160.7,2.8910847
139,18107,10.684078,200.0,2.7562413
140,18109,7.1125684,166.0,2.8547008
141,18111,8.652604,204.7,2.793145
142,18113,8.0809,157.1,2.995238
143,18115,8.968413,150.0,2.9418685
144,18117,8.00326,162.3,2.9719868
145,18119,6.4104285,160.5,2.8160653
146,18121,8.438241,182.8,2.693687
147,18125,7.659012,146.5,2.897482
148,18127,9.941007,173.3,2.8206012
149,18129,10.259181,144.0,2.853417
150,18131,9.022075,158.8,2.8228354
151,18135,7.6184125,165.8,2.888602
152,18137,9.585918,157.9,2.8299932
153,18139,8.432671,188.8,2.8967304
154,18141,9.30685,149.2,2.958054
155,18143,8.96742,142.2,2.920469
156,18145,7.29235,165.0,2.8972666
157,18147,8.769139,149.1,2.9185824
158,18149,8.333746,142.7,2.8641672
159,18151,6.749244,147.6,2.8713217
160,18153,10.243068,164.1,2.773614
161,18155,7.84869,158.2,2.9135957
162,18159,9.365742,198.5,2.958313
163,18161,9.936061,177.1,2.8850858
164,18163,9.23749,154.0,2.8877597
165,18165,9.513671,197.5,2.71783
166,18169,7.4913397,177.3,2.8834155
167,18171,10.005458,212.3,2.822556
168,18173,8.669667,134.6,2.921272
169,18175,7.7822857,147.8,2.9251008
170,18177,8.490119,167.2,2.8811154
171,18181,9.160607,189.2,2.9155564
172,18183,7.675559,161.2,2.876045
173,19001,10.349648,190.3,2.5096908
174,19003,10.655435,187.4,2.506968
175,19005,11.4004755,205.1,2.6111608
176,19007,7.431701,186.3,2.597234
177,19009,12.30439,206.1,2.454681
178,19011,10.578567,199.9,2.6557174
179,19013,10.811105,206.4,2.635895
180,19015,11.944373,208.4,2.4686682
181,19017,11.139466,210.6,2.672473
182,19019,11.099462,205.6,2.669958
183,19021,11.927162,201.1,2.6149013
184,19023,10.722933,207.3,2.6653492
185,19025,11.508639,207.3,2.5197613
186,19027,11.998901,203.1,2.4570298
187,19029,12.378192,195.9,2.4462676
188,19031,10.902175,215.3,2.5847929
189,19033,10.57309,193.6,2.6109426
190,19035,13.372972,219.7,2.5996623
191,19037,10.95769,206.6,2.6571884
192,19039,8.097823,163.9,2.5560863
193,19041,11.358281,202.0,2.6428628
194,19043,11.8961315,210.3,2.6635733
195,19045,11.176787,213.8,2.5920584
196,19047,13.249636,213.5,2.4571216
197,19049,11.241025,204.0,2.491544
198,19051,7.943843,188.7,2.5906768
199,19053,7.947792,181.1,2.5966218
200,19055,11.521344,202.3,2.6980991
201,19057,10.429496,210.0,2.5964646
202,19059,11.491803,188.0,2.6218214
