,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,17001,155.47087,168.1,10.965725
1,17003,140.92976,144.2,15.382624
2,17005,158.97115,183.8,11.473258
3,17007,165.38943,179.0,8.884039
4,17011,168.27719,179.9,8.596739
5,17013,173.85063,170.9,11.464783
6,17015,195.22345,206.1,7.846198
7,17017,181.15875,205.6,8.460516
8,17019,184.68867,180.8,7.032859
9,17021,182.68039,198.7,7.5370307
10,17025,143.6297,140.5,12.068855
11,17027,164.86935,181.9,11.2572565
12,17029,178.75636,184.0,8.2006855
13,17031,139.27896,174.0,14.531713
14,17033,164.37704,146.3,11.142647
15,17035,156.82872,161.6,10.945066
16,17037,159.10748,188.8,8.522339
17,17041,191.44563,193.6,7.232885
18,17049,163.35446,173.9,10.727211
19,17051,162.14381,166.2,10.778324
20,17053,166.36497,168.6,7.6687264
21,17055,139.97922,135.6,13.338102
22,17057,160.2305,175.8,10.467736
23,17059,181.9489,166.4,9.967398
24,17061,179.86534,191.7,9.187356
25,17063,159.19084,164.0,8.823193
26,17071,171.38611,193.2,9.558619
27,17073,161.89662,187.0,8.994533
28,17075,154.64687,152.6,8.3462
29,17077,139.94215,150.7,13.304969
30,17079,159.72124,174.0,10.582897
31,17081,135.71436,129.3,13.537
32,17083,179.40979,183.5,9.449732
33,17085,183.56671,188.9,9.192217
34,17089,151.6703,175.8,10.38637
35,17093,144.03922,192.2,10.33488
36,17095,173.22339,196.2,8.8177
37,17097,128.5872,129.0,14.787293
38,17099,159.89438,175.8,8.445909
39,17101,157.82431,155.2,11.398165
40,17103,163.24054,181.4,8.397026
41,17105,161.06177,178.8,8.397544
42,17107,190.3656,194.2,7.6565385
43,17109,164.99939,188.8,8.807765
44,17113,187.58606,198.8,7.326148
45,17115,191.75319,204.4,7.551907
46,17117,180.66855,183.0,8.799605
47,17119,174.98405,198.3,10.5330105
48,17121,145.45316,153.1,12.485184
49,17123,174.69044,184.9,8.3822155
50,17125,164.1515,169.0,9.460361
51,17127,160.27785,155.6,13.415245
52,17131,173.13177,188.1,8.963184
53,17133,155.57082,153.8,12.601679
54,17135,177.46648,187.7,8.55804
55,17137,186.28638,205.8,8.076566
56,17139,175.41539,189.4,8.215264
57,17141,179.73885,191.2,8.075918
58,17143,169.67976,193.4,9.427241
59,17147,202.89209,199.7,6.5492263
60,17153,157.68794,180.1,13.396125
61,17157,144.30397,144.4,13.286191
62,17163,171.4501,184.4,11.182679
63,17167,187.61116,206.3,8.056933
64,17169,153.05579,163.1,11.5347395
65,17173,165.29424,174.9,9.566109
66,17175,186.11354,202.9,7.230833
67,17177,191.61987,195.6,7.74419
68,17179,174.87924,205.6,8.775653
69,17181,140.82405,130.9,15.427145
70,17185,157.98663,156.2,10.687034
71,17187,178.72986,194.1,8.299683
72,17189,151.84267,167.4,11.7008505
73,17193,160.00775,171.9,11.503355
74,17195,160.54411,192.0,9.17969
75,17199,142.10783,145.4,14.169178
76,17201,171.78783,191.8,9.095139
