,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.9758766,3.99089,59.07692,59.3,0.23415087,-0.22307968
1,17005,3.9217396,4.5091,58.272507,67.0,0.22079891,-8.727493
2,17007,3.8489037,4.05819,57.190247,60.3,0.16164248,-3.1097527
3,17009,3.8889537,4.05819,57.785347,60.3,0.25209862,-2.5146523
4,17011,4.0666213,4.61005,60.42528,68.5,0.19982061,-8.074718
5,17013,4.048017,3.94378,60.14884,58.6,0.21841311,1.5488434
6,17015,4.0839524,4.63697,60.6828,68.9,0.17226341,-8.217201
7,17017,4.103816,4.83887,60.97795,71.9,0.23344634,-10.92205
8,17019,4.3194423,4.56967,64.18191,67.9,0.19344111,-3.7180939
9,17021,4.2887073,4.95328,63.72522,73.6,0.1907487,-9.874779
10,17023,4.0147114,4.31393,59.653957,64.1,0.23695108,-4.446041
11,17025,3.7648869,3.93705,55.941856,58.500004,0.23628098,-2.5581474
12,17027,3.776968,4.04473,56.12137,60.100002,0.2334482,-3.9786339
13,17029,4.203691,5.04077,62.461975,74.9,0.19978857,-12.438026
14,17033,3.8356338,4.2399,56.993073,63.000004,0.23730002,-6.0069313
15,17035,4.0580616,4.52256,60.29809,67.200005,0.21292149,-6.9019127
16,17037,4.013018,4.11203,59.6288,61.100002,0.15762483,-1.4712029
17,17039,4.40461,5.0475,65.4474,75.0,0.19001521,-9.552597
18,17041,4.3347564,5.25613,64.409454,78.100006,0.19347334,-13.690552
19,17045,4.1885695,4.67735,62.23729,69.5,0.20739289,-7.2627106
20,17047,3.6871417,2.96793,54.78665,44.100002,0.25936747,10.686649
21,17049,4.071849,4.85233,60.502956,72.100006,0.21845554,-11.59705
22,17051,3.892035,4.00435,57.83113,59.500004,0.22453022,-1.6688728
23,17053,4.060644,4.08511,60.336468,60.700005,0.209158,-0.36353683
24,17055,3.4055634,3.19675,50.602726,47.5,0.25976694,3.102726
25,17057,3.9796658,4.19952,59.13322,62.4,0.23241834,-3.2667809
26,17059,3.506826,3.365,52.10737,50.0,0.28546703,2.1073685
27,17061,4.125699,4.71773,61.30311,70.1,0.21968657,-8.79689
28,17063,3.990028,3.93705,59.28719,58.500004,0.1964017,0.78718567
29,17065,3.5262685,3.44576,52.396263,51.2,0.26933548,1.1962624
30,17067,4.1508675,4.69754,61.677082,69.799995,0.24362928,-8.122913
31,17069,3.1191053,2.91409,46.34629,43.3,0.3227357,3.0462914
32,17071,4.157205,4.05146,61.77125,60.199997,0.21258262,1.5712547
33,17073,4.134694,4.25336,61.436764,63.199997,0.19400914,-1.7632332
34,17075,3.9939685,3.72169,59.345745,55.3,0.20186995,4.045746
35,17077,3.4977179,3.29097,51.972034,48.9,0.281581,3.072033
36,17079,3.9934845,4.08511,59.33855,60.700005,0.22868276,-1.361454
37,17081,3.4783192,3.45922,51.683792,51.399998,0.24920009,0.2837944
38,17089,3.8603654,3.96397,57.360558,58.9,0.17308846,-1.539444
39,17091,3.846192,3.64766,57.149956,54.2,0.20159635,2.949955
40,17093,3.9279819,4.09184,58.365257,60.8,0.18551643,-2.434742
41,17095,4.207165,4.31393,62.51359,64.1,0.21926963,-1.5864067
42,17097,3.4355268,2.77949,51.047947,41.3,0.20786032,9.747948
43,17099,4.068322,4.51583,60.450554,67.1,0.19143406,-6.6494446
44,17101,3.6533332,3.64093,54.284298,54.1,0.24661365,0.18429947
45,17103,3.9945576,4.28701,59.354496,63.700005,0.17477503,-4.3455086
46,17105,4.048055,4.1053,60.14941,61.0,0.2073932,-0.85058975
47,17107,4.360913,4.71773,64.79811,70.1,0.18953963,-5.3018875
48,17109,4.1826296,4.66389,62.14903,69.299995,0.23023328,-7.1509666
49,17111,3.7283823,3.96397,55.39944,58.9,0.16246937,-3.5005608
50,17113,4.310401,4.54275,64.04756,67.5,0.20583114,-3.4524384
51,17115,4.4718714,5.06096,66.44682,75.2,0.18975833,-8.753174
52,17117,4.140706,4.69081,61.526093,69.700005,0.21054378,-8.173912
53,17119,4.056303,4.20625,60.27196,62.500004,0.22321038,-2.2280426
54,17121,3.7684503,4.07165,55.994804,60.5,0.23702288,-4.5051956
55,17123,4.1002607,4.40815,60.92512,65.5,0.1903491,-4.5748787
56,17129,4.315304,4.61678,64.120415,68.6,0.20018823,-4.4795837
57,17131,4.1565375,4.25336,61.76133,63.199997,0.20462391,-1.4386673
58,17133,3.5560465,3.64093,52.83873,54.1,0.25904292,-1.2612686
59,17135,4.1535244,4.9129,61.71656,73.0,0.20023137,-11.28344
60,17137,4.181324,5.37054,62.12963,79.8,0.22965026,-17.670372
61,17139,4.3723736,5.10807,64.96841,75.9,0.18807185,-10.931595
62,17141,3.948158,4.32739,58.665054,64.3,0.16784751,-5.6349487
63,17143,4.098596,4.48218,60.900387,66.600006,0.22632505,-5.6996193
64,17145,3.4004126,3.53325,50.52619,52.500004,0.25394005,-1.9738121
65,17147,4.4887185,5.20902,66.69716,77.4,0.18912254,-10.702843
66,17149,3.8658352,4.11876,57.44183,61.2,0.23325528,-3.758171
67,17153,3.280765,3.24386,48.748367,48.2,0.28294432,0.54836655
68,17157,3.5102806,3.50633,52.158703,52.100002,0.24083313,0.05870056
69,17159,3.8059978,3.78899,56.55272,56.3,0.23884645,0.25271988
70,17161,4.0610185,4.07165,60.34203,60.5,0.21185103,-0.15797043
71,17163,3.784305,3.7688,56.23039,56.0,0.24215621,0.23038864
72,17165,3.5000634,3.32462,52.006886,49.4,0.28557405,2.606884
73,17167,4.394182,5.41092,65.29246,80.4,0.20457417,-15.107544
74,17169,3.9839568,4.03127,59.196983,59.9,0.24134614,-0.7030182
75,17173,4.130888,4.73792,61.380207,70.4,0.1997297,-9.019794
76,17177,3.9606552,4.26009,58.850746,63.3,0.1771839,-4.449253
77,17179,4.1762557,4.85233,62.05432,72.100006,0.22242399,-10.045685
78,17183,4.2059584,4.82541,62.495667,71.7,0.2071062,-9.20433
79,17187,4.2418413,4.54275,63.028847,67.5,0.19651602,-4.4711533
80,17189,3.605328,3.86302,53.571,57.4,0.24586385,-3.8290024
81,17191,3.6137834,3.56017,53.696632,52.899998,0.2650578,0.7966347
82,17193,3.5523682,3.5669,52.784073,53.0,0.27073893,-0.21592712
83,17195,3.99502,4.21971,59.361366,62.699997,0.18764508,-3.3386307
84,17197,3.7469358,3.88994,55.675125,57.8,0.21057928,-2.124874
85,17199,3.3596313,3.06888,49.920227,45.600002,0.28423038,4.320225
86,17201,3.781807,3.79572,56.193268,56.4,0.18518937,-0.2067337
87,17203,4.200411,4.35431,62.41324,64.700005,0.20415103,-2.286766
88,18001,3.7762408,4.05819,56.11056,60.3,0.20711721,-4.189438
89,18003,3.656567,3.91686,54.332348,58.2,0.22191462,-3.867653
90,18005,3.7867002,3.73515,56.265976,55.500004,0.24110055,0.76597214
91,18007,3.9885516,4.47545,59.265255,66.5,0.20259826,-7.234745
92,18009,3.7702103,3.86302,56.020954,57.4,0.2115491,-1.3790474
93,18011,3.9029355,4.11876,57.9931,61.2,0.20130856,-3.2069016
94,18015,4.060169,4.30047,60.32941,63.899998,0.20449795,-3.5705872
95,18017,3.8276982,4.15914,56.87516,61.800003,0.21031591,-4.924843
96,18019,3.545138,3.35154,52.67664,49.800003,0.2858665,2.8766365
97,18021,3.8383594,3.55344,57.033573,52.800003,0.22710179,4.23357
98,18023,4.0709524,4.38796,60.489635,65.2,0.19647421,-4.7103615
99,18025,3.20753,3.22367,47.66018,47.9,0.35189492,-0.23982239
100,18027,3.8693743,3.65439,57.49442,54.300003,0.2484246,3.194416
101,18029,3.6856854,3.64093,54.765015,54.1,0.26575226,0.6650162
102,18031,3.9586887,4.23317,58.821526,62.9,0.23287207,-4.078476
103,18033,3.376667,3.31789,50.17336,49.3,0.22009821,0.8733597
104,18035,3.8738317,3.8361,57.56065,57.000004,0.21152978,0.56064606
105,18037,3.812293,3.9707,56.646255,59.0,0.25293717,-2.3537445
106,18039,3.6305518,3.87648,53.945793,57.600002,0.2038799,-3.6542091
107,18041,3.8936744,3.8361,57.855488,57.000004,0.2358743,0.855484
108,18047,3.8475304,3.9707,57.16984,59.0,0.23582903,-1.8301582
109,18049,3.6176577,3.86975,53.7542,57.5,0.20532955,-3.7458
110,18051,3.6436732,3.78899,54.140762,56.3,0.26183757,-2.159237
111,18053,3.8011746,3.99762,56.48105,59.4,0.20676503,-2.918953
112,18055,3.734971,3.58036,55.49734,53.2,0.2473766,2.2973404
113,18057,3.8140411,4.22644,56.67223,62.8,0.23092835,-6.1277695
114,18059,3.7340999,3.84283,55.484398,57.1,0.23432156,-1.6156006
115,18061,3.5808072,3.47268,53.206646,51.600002,0.27737132,1.6066437
116,18063,3.9119496,4.05146,58.127037,60.199997,0.2216164,-2.07296
117,18065,3.8291984,3.82937,56.89745,56.9,0.22954948,-0.0025520325
118,18067,3.8618743,4.20625,57.382977,62.500004,0.20327142,-5.1170273
119,18069,3.7894177,3.93705,56.306355,58.500004,0.21371688,-2.1936493
120,18071,3.673217,3.44576,54.57975,51.2,0.25038046,3.3797493
121,18073,3.7292438,3.82937,55.41224,56.9,0.2042756,-1.4877625
122,18075,3.643488,4.00435,54.13801,59.500004,0.2257852,-5.3619957
123,18077,3.569665,3.25059,53.041084,48.300003,0.27330637,4.741081
124,18079,3.614205,3.7015,53.702896,55.0,0.25861287,-1.2971039
125,18083,3.8788874,3.53325,57.635773,52.500004,0.23409668,5.135769
126,18085,3.6078382,4.07838,53.608295,60.600002,0.19652857,-6.991707
127,18087,3.522211,3.56017,52.335976,52.899998,0.19594696,-0.56402206
128,18089,3.5596492,3.74861,52.89226,55.7,0.22340976,-2.8077393
129,18091,3.6258855,3.92359,53.876457,58.3,0.19686805,-4.423542
130,18093,3.618776,3.53325,53.77082,52.500004,0.28389916,1.2708168
131,18095,3.8474052,4.07165,57.167984,60.5,0.20732082,-3.332016
132,18099,3.5847983,3.58709,53.26595,53.3,0.18564452,-0.034049988
133,18103,3.7270408,3.7015,55.379505,55.0,0.22223492,0.37950516
134,18105,3.7202,3.00831,55.277863,44.7,0.2610219,10.577862
135,18107,4.0715313,4.29374,60.498238,63.8,0.18373357,-3.3017616
136,18109,3.8447719,3.82937,57.128853,56.9,0.21358232,0.22885132
137,18111,3.8492184,3.9707,57.194923,59.0,0.20752014,-1.8050766
138,18113,3.534368,3.47268,52.516613,51.600002,0.20102002,0.9166107
139,18115,3.77388,3.365,56.075485,50.0,0.24057515,6.075485
140,18117,4.016309,3.75534,59.677692,55.800003,0.27522925,3.8776894
141,18121,3.9304175,3.80245,58.40145,56.5,0.21231037,1.9014511
142,18123,3.5106583,3.0285,52.164314,45.0,0.30725256,7.1643143
143,18127,3.6680129,4.01781,54.502422,59.699997,0.21164152,-5.1975746
144,18129,3.6573977,3.66112,54.344692,54.4,0.25917897,-0.055309296
145,18131,3.4638758,3.66785,51.46918,54.5,0.21007107,-3.030819
146,18133,3.9475317,3.86302,58.655746,57.4,0.20102747,1.2557449
147,18135,3.7662191,3.91686,55.96165,58.2,0.21217091,-2.23835
148,18137,3.7572837,3.43903,55.82888,51.1,0.24609135,4.728882
149,18139,3.931302,3.89667,58.414593,57.9,0.2192259,0.5145912
150,18141,3.5141158,3.66112,52.215687,54.4,0.19197527,-2.1843147
151,18143,3.6493783,3.33808,54.225533,49.6,0.2736985,4.625534
152,18145,3.8948483,3.7688,57.872932,56.0,0.22942044,1.8729324
153,18147,3.6262755,3.43903,53.88225,51.1,0.25205424,2.7822533
154,18149,3.425577,3.62074,50.900105,53.8,0.21586955,-2.8998947
155,18151,3.306526,3.15637,49.131145,46.899998,0.20135765,2.2311478
