,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17003,3.40932,3.93705,50.658546,58.500004,0.23681852,-7.8414574,"Alexander County, IL"
1,17005,4.1836047,4.3745,62.163517,65.0,0.18542232,-2.836483,"Bond County, IL"
2,17007,4.077064,4.65716,60.58045,69.2,0.17926317,-8.619549,"Boone County, IL"
3,17009,4.0699887,3.99762,60.475315,59.4,0.18406506,1.0753136,"Brown County, IL"
4,17011,4.4612255,4.46872,66.28864,66.4,0.17103341,-0.11135864,"Bureau County, IL"
5,17015,4.420126,4.61678,65.67795,68.6,0.1621267,-2.9220505,"Carroll County, IL"
6,17017,4.6406827,4.60332,68.95517,68.4,0.17866355,0.55516815,"Cass County, IL"
7,17019,4.5474415,5.06769,67.56971,75.299995,0.19210531,-7.7302856,"Champaign County, IL"
8,17021,4.597679,4.79176,68.316185,71.2,0.17225349,-2.883812,"Christian County, IL"
9,17023,4.0803657,4.40815,60.629505,65.5,0.18399289,-4.870495,"Clark County, IL"
10,17025,3.8485875,3.98416,57.18555,59.2,0.2013296,-2.01445,"Clay County, IL"
11,17027,4.0052185,4.28028,59.512905,63.600002,0.19117567,-4.087097,"Clinton County, IL"
12,17031,3.133174,3.08234,46.555332,45.8,0.25254187,0.75533295,"Cook County, IL"
13,17033,4.020842,4.3745,59.745052,65.0,0.20103909,-5.2549477,"Crawford County, IL"
14,17037,4.4111156,4.30047,65.54407,63.899998,0.16548479,1.6440697,"DeKalb County, IL"
15,17039,4.6755104,4.75811,69.472664,70.700005,0.18058637,-1.2273407,"De Witt County, IL"
16,17045,4.357862,4.76484,64.75278,70.8,0.17784166,-6.047226,"Edgar County, IL"
17,17047,3.8429346,4.24663,57.101555,63.100002,0.20646152,-5.9984474,"Edwards County, IL"
18,17049,4.1702294,4.35431,61.964775,64.700005,0.19063276,-2.7352295,"Effingham County, IL"
19,17051,4.013351,4.27355,59.633743,63.5,0.19235203,-3.8662567,"Fayette County, IL"
20,17053,4.3317256,4.48891,64.364426,66.700005,0.20543914,-2.335579,"Ford County, IL"
21,17055,3.4521036,3.58709,51.29426,53.3,0.22245428,-2.0057411,"Franklin County, IL"
22,17057,4.162422,4.40815,61.84877,65.5,0.17528847,-3.6512299,"Fulton County, IL"
23,17059,3.828464,4.20625,56.88654,62.500004,0.22103137,-5.6134644,"Gallatin County, IL"
24,17063,4.2015357,4.00435,62.42995,59.500004,0.2040471,2.929947,"Grundy County, IL"
25,17067,4.480131,4.52929,66.56956,67.3,0.1787574,-0.73044586,"Hancock County, IL"
26,17069,3.3987422,3.40538,50.50137,50.600002,0.24362266,-0.09863281,"Hardin County, IL"
27,17071,4.3254843,4.48218,64.27168,66.600006,0.17132036,-2.3283234,"Henderson County, IL"
28,17073,4.3993673,4.58313,65.3695,68.1,0.16967057,-2.7304993,"Henry County, IL"
29,17075,4.2521415,3.89667,63.181896,57.9,0.19440383,5.2818947,"Iroquois County, IL"
30,17077,3.6011992,3.35827,53.509647,49.899998,0.20718011,3.6096497,"Jackson County, IL"
31,17081,3.4875822,3.21021,51.82143,47.7,0.21603857,4.1214294,"Jefferson County, IL"
32,17085,3.8907933,3.95051,57.81268,58.7,0.19568238,-0.8873215,"Jo Daviess County, IL"
33,17087,3.33012,2.94774,49.481724,43.800003,0.2469389,5.6817207,"Johnson County, IL"
34,17089,4.1633296,4.55621,61.862255,67.700005,0.17489813,-5.8377495,"Kane County, IL"
35,17091,4.018967,4.15241,59.717194,61.7,0.18481278,-1.9828072,"Kankakee County, IL"
36,17093,4.3534236,4.46199,64.68683,66.299995,0.17334844,-1.6131668,"Kendall County, IL"
37,17095,4.307498,4.60332,64.004425,68.4,0.17374891,-4.3955765,"Knox County, IL"
38,17097,3.39958,3.38519,50.51382,50.3,0.22247878,0.21382141,"Lake County, IL"
39,17101,4.007753,4.06492,59.550564,60.4,0.20417845,-0.8494377,"Lawrence County, IL"
40,17103,4.50626,4.54948,66.9578,67.6,0.17496115,-0.64219666,"Lee County, IL"
41,17105,4.383831,4.4418,65.13865,66.0,0.2241942,-0.861351,"Livingston County, IL"
42,17113,4.625563,4.53602,68.73051,67.4,0.19715412,1.3305054,"McLean County, IL"
43,17115,4.5942044,5.00712,68.26456,74.4,0.17976715,-6.1354446,"Macon County, IL"
44,17117,4.4857054,4.76484,66.65238,70.8,0.17272131,-4.147621,"Macoupin County, IL"
45,17119,4.2669287,4.1053,63.401615,61.0,0.17517564,2.4016151,"Madison County, IL"
46,17121,3.8814416,4.04473,57.673725,60.100002,0.2006683,-2.4262772,"Marion County, IL"
47,17125,4.4419317,4.35431,66.00196,64.700005,0.17088947,1.3019562,"Mason County, IL"
48,17127,3.634079,3.53325,53.998203,52.500004,0.21039617,1.4981995,"Massac County, IL"
49,17129,4.6324515,4.46872,68.83286,66.4,0.16852155,2.4328613,"Menard County, IL"
50,17133,3.8859143,3.78899,57.740185,56.3,0.1893797,1.4401855,"Monroe County, IL"
51,17139,4.5259895,4.87252,67.25096,72.4,0.17637382,-5.14904,"Moultrie County, IL"
52,17141,4.303508,4.15914,63.945137,61.800003,0.17660473,2.145134,"Ogle County, IL"
53,17143,4.28462,4.69081,63.664486,69.700005,0.17378336,-6.0355186,"Peoria County, IL"
54,17145,3.5433407,3.58036,52.649937,53.2,0.20696561,-0.5500641,"Perry County, IL"
55,17147,4.7640533,5.20229,70.788315,77.3,0.18358332,-6.511688,"Piatt County, IL"
56,17153,3.624877,3.82264,53.861473,56.8,0.20771484,-2.9385262,"Pulaski County, IL"
57,17155,4.333964,4.18606,64.39768,62.2,0.17822173,2.1976814,"Putnam County, IL"
58,17157,3.732717,3.72169,55.46385,55.3,0.19405839,0.16384888,"Randolph County, IL"
59,17161,4.245189,4.34758,63.07859,64.6,0.18302849,-1.5214081,"Rock Island County, IL"
60,17163,4.111127,4.01108,61.086582,59.6,0.1793628,1.4865837,"St. Clair County, IL"
61,17165,3.8008714,3.98416,56.476543,59.2,0.22498578,-2.7234573,"Saline County, IL"
62,17167,4.651947,4.85233,69.12254,72.100006,0.16869625,-2.9774628,"Sangamon County, IL"
63,17169,4.163891,4.25336,61.870594,63.199997,0.171641,-1.3294029,"Schuyler County, IL"
64,17171,4.483253,4.36777,66.615944,64.9,0.18175483,1.7159424,"Scott County, IL"
65,17173,4.3278065,4.52929,64.30619,67.3,0.17985383,-2.9938126,"Shelby County, IL"
66,17175,4.392053,4.71773,65.26082,70.1,0.17477018,-4.83918,"Stark County, IL"
67,17177,4.1938148,4.34085,62.315228,64.5,0.17720228,-2.1847725,"Stephenson County, IL"
68,17179,4.598741,4.76484,68.33196,70.8,0.16964991,-2.4680405,"Tazewell County, IL"
69,17181,3.3733258,2.99485,50.123714,44.5,0.24232353,5.6237144,"Union County, IL"
70,17183,4.513089,4.53602,67.05927,67.4,0.17586204,-0.34072876,"Vermilion County, IL"
71,17185,4.0672526,4.09184,60.43466,60.8,0.2046341,-0.36533737,"Wabash County, IL"
72,17189,3.8001375,3.95051,56.46564,58.7,0.19879071,-2.2343597,"Washington County, IL"
73,17193,3.8368597,4.26682,57.011288,63.4,0.21135691,-6.388714,"White County, IL"
74,17195,4.3780584,4.5091,65.05287,67.0,0.1795822,-1.9471283,"Whiteside County, IL"
75,17197,3.9028997,3.93032,57.99257,58.4,0.18721527,-0.40743256,"Will County, IL"
76,17201,3.9074697,3.82937,58.06047,56.9,0.19262801,1.160469,"Winnebago County, IL"
77,17203,4.5289836,4.58313,67.29545,68.1,0.19548638,-0.8045502,"Woodford County, IL"
78,18003,3.8039522,4.00435,56.522324,59.500004,0.1999046,-2.9776802,"Allen County, IN"
79,18007,4.346446,4.07165,64.58315,60.5,0.18393481,4.083153,"Benton County, IN"
80,18009,3.9237075,4.19952,58.301746,62.4,0.19912262,-4.098255,"Blackford County, IN"
81,18011,4.156603,4.21971,61.762302,62.699997,0.18316494,-0.93769455,"Boone County, IN"
82,18013,3.5612946,3.66112,52.91671,54.4,0.31323788,-1.4832916,"Brown County, IN"
83,18019,3.66192,3.40538,54.41189,50.600002,0.24101129,3.8118858,"Clark County, IN"
84,18021,3.966703,3.95051,58.94061,58.7,0.18867415,0.24060822,"Clay County, IN"
85,18023,4.3189816,4.13895,64.175064,61.5,0.17431566,2.675064,"Clinton County, IN"
86,18027,4.134532,4.58986,61.434353,68.2,0.19516313,-6.765644,"Daviess County, IN"
87,18029,3.5274873,3.19675,52.41437,47.5,0.27692488,4.9143715,"Dearborn County, IN"
88,18031,4.216183,4.14568,62.647594,61.6,0.18940344,1.047596,"Decatur County, IN"
89,18033,3.590067,3.74188,53.344234,55.6,0.21479493,-2.255764,"DeKalb County, IN"
90,18035,3.9406176,4.09184,58.55301,60.8,0.19320273,-2.2469902,"Delaware County, IN"
91,18037,3.9809127,4.28028,59.15175,63.600002,0.20976762,-4.4482536,"Dubois County, IN"
92,18039,3.7421007,3.9034,55.60328,58.0,0.20436169,-2.396721,"Elkhart County, IN"
93,18041,3.9537826,3.9034,58.748627,58.0,0.20056915,0.7486267,"Fayette County, IN"
94,18047,3.7444086,3.60055,55.637573,53.5,0.22062354,2.1375732,"Franklin County, IN"
95,18049,3.8495965,3.78899,57.200542,56.3,0.18149634,0.9005432,"Fulton County, IN"
96,18051,4.0983334,4.35431,60.896484,64.700005,0.19992276,-3.8035202,"Gibson County, IN"
97,18053,3.9991994,4.17933,59.42347,62.1,0.18872574,-2.676529,"Grant County, IN"
98,18055,3.9395194,4.13222,58.536694,61.399998,0.19077547,-2.8633041,"Greene County, IN"
99,18057,3.9509468,4.14568,58.70649,61.6,0.1919064,-2.893509,"Hamilton County, IN"
