,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,15.074828,0.0,223.99448,0.0,0.43954575,223.99448
1,17003,14.363121,0.0,213.41933,0.0,0.5567898,213.41933
2,17005,14.74544,0.0,219.10014,0.0,0.4612366,219.10014
3,17007,14.744825,0.0,219.09102,0.0,0.3959731,219.09102
4,17009,14.969831,0.0,222.43434,0.0,0.4417277,222.43434
5,17011,15.775711,0.0,234.40878,0.0,0.38186345,234.40878
6,17013,13.853346,0.0,205.84467,0.0,0.4662002,205.84467
7,17015,15.513063,0.0,230.50615,0.0,0.38181862,230.50615
8,17017,15.364008,0.0,228.29135,0.0,0.43080124,228.29135
9,17019,15.651484,0.0,232.56291,0.0,0.46061563,232.56291
10,17021,15.484593,0.0,230.08311,0.0,0.42356765,230.08311
11,17023,14.92128,0.0,221.71292,0.0,0.4563168,221.71292
12,17025,14.493029,0.0,215.34961,0.0,0.4933252,215.34961
13,17027,14.2453575,0.0,211.66951,0.0,0.4948801,211.66951
14,17029,15.389825,0.0,228.67496,0.0,0.4229039,228.67496
15,17031,13.526351,0.0,200.9859,0.0,0.7375753,200.9859
16,17033,14.862947,0.0,220.84618,0.0,0.48004633,220.84618
17,17035,14.905992,0.0,221.48576,0.0,0.44748414,221.48576
18,17037,15.087288,0.0,224.17961,0.0,0.4027064,224.17961
19,17039,15.614626,0.0,232.01524,0.0,0.42530572,232.01524
20,17041,15.492524,0.0,230.20096,0.0,0.44322434,230.20096
21,17043,14.369565,0.0,213.51509,0.0,0.6454239,213.51509
22,17045,15.226348,0.0,226.24588,0.0,0.4670188,226.24588
23,17047,14.65876,0.0,217.8122,0.0,0.5371836,217.8122
24,17049,14.765739,0.0,219.40178,0.0,0.4540174,219.40178
25,17051,14.074246,0.0,209.127,0.0,0.49333507,209.127
26,17053,15.261465,0.0,226.76768,0.0,0.45292056,226.76768
27,17055,14.6283045,0.0,217.35965,0.0,0.56987035,217.35965
28,17057,15.421645,0.0,229.14778,0.0,0.43094596,229.14778
29,17059,14.233883,0.0,211.49901,0.0,0.56611747,211.49901
30,17061,14.914199,0.0,221.60771,0.0,0.42356205,221.60771
31,17063,15.301745,0.0,227.36621,0.0,0.44392708,227.36621
32,17065,14.196957,0.0,210.95032,0.0,0.57427156,210.95032
33,17067,15.946234,0.0,236.94255,0.0,0.39930165,236.94255
34,17069,14.13666,0.0,210.05438,0.0,0.582492,210.05438
35,17071,16.161402,0.0,240.1397,0.0,0.352544,240.1397
36,17073,15.686577,0.0,233.08435,0.0,0.3770427,233.08435
37,17075,15.176983,0.0,225.51237,0.0,0.44574887,225.51237
38,17077,13.740882,0.0,204.17358,0.0,0.5699078,204.17358
39,17079,14.487048,0.0,215.26074,0.0,0.47628838,215.26074
40,17081,13.906786,0.0,206.63872,0.0,0.5652931,206.63872
41,17083,14.092156,0.0,209.39311,0.0,0.4535483,209.39311
42,17085,15.128757,0.0,224.7958,0.0,0.37865716,224.7958
43,17087,13.934187,0.0,207.04587,0.0,0.6012845,207.04587
44,17089,14.903835,0.0,221.45372,0.0,0.44390243,221.45372
45,17091,15.114899,0.0,224.58987,0.0,0.47707585,224.58987
46,17093,15.408602,0.0,228.95396,0.0,0.42985636,228.95396
47,17095,15.933563,0.0,236.75429,0.0,0.38028675,236.75429
48,17097,13.467707,0.0,200.11452,0.0,0.53214186,200.11452
49,17099,15.334704,0.0,227.85594,0.0,0.4059653,227.85594
50,17101,14.489022,0.0,215.29008,0.0,0.4973737,215.29008
51,17103,15.023501,0.0,223.23183,0.0,0.3987917,223.23183
52,17105,15.5234995,0.0,230.66121,0.0,0.4282515,230.66121
53,17107,16.13872,0.0,239.80267,0.0,0.39471078,239.80267
54,17109,15.964478,0.0,237.21364,0.0,0.40049383,237.21364
55,17111,14.24793,0.0,211.70772,0.0,0.4323928,211.70772
56,17113,16.217344,0.0,240.97095,0.0,0.4125312,240.97095
57,17115,15.855091,0.0,235.58829,0.0,0.4075749,235.58829
58,17117,14.833103,0.0,220.40273,0.0,0.43384042,220.40273
59,17119,14.504953,0.0,215.5268,0.0,0.47964242,215.5268
60,17121,14.072048,0.0,209.09433,0.0,0.5188251,209.09433
61,17123,15.569494,0.0,231.34464,0.0,0.39535192,231.34464
62,17125,15.223197,0.0,226.19907,0.0,0.4831091,226.19907
63,17127,14.213681,0.0,211.19884,0.0,0.6093919,211.19884
64,17129,16.094978,0.0,239.15273,0.0,0.40974304,239.15273
65,17131,15.970018,0.0,237.29596,0.0,0.36825615,237.29596
66,17133,12.811607,0.0,190.36565,0.0,0.5267487,190.36565
67,17135,14.943322,0.0,222.04045,0.0,0.43132627,222.04045
68,17137,15.55405,0.0,231.11516,0.0,0.44245702,231.11516
69,17139,15.265475,0.0,226.82727,0.0,0.42294416,226.82727
70,17141,15.04037,0.0,223.48247,0.0,0.38324255,223.48247
71,17143,15.757473,0.0,234.13779,0.0,0.40045708,234.13779
72,17145,13.65754,0.0,202.93523,0.0,0.59928167,202.93523
73,17147,15.756958,0.0,234.13014,0.0,0.42127723,234.13014
74,17149,14.941977,0.0,222.02046,0.0,0.42635548,222.02046
75,17151,13.863345,0.0,205.99324,0.0,0.6317504,205.99324
76,17153,14.601172,0.0,216.9565,0.0,0.5347684,216.9565
77,17155,15.226487,0.0,226.24796,0.0,0.41027054,226.24796
78,17157,13.593625,0.0,201.98552,0.0,0.5563343,201.98552
79,17159,14.265888,0.0,211.97456,0.0,0.50158715,211.97456
80,17161,15.4753475,0.0,229.94572,0.0,0.3720371,229.94572
81,17163,13.839073,0.0,205.63258,0.0,0.5176013,205.63258
82,17165,13.839865,0.0,205.64435,0.0,0.592036,205.64435
83,17167,15.89048,0.0,236.11412,0.0,0.4108815,236.11412
84,17169,15.0968,0.0,224.32095,0.0,0.4438916,224.32095
85,17171,14.919634,0.0,221.68848,0.0,0.4388739,221.68848
86,17173,14.846205,0.0,220.5974,0.0,0.44569167,220.5974
87,17175,16.014828,0.0,237.96178,0.0,0.37361357,237.96178
88,17177,15.199154,0.0,225.84181,0.0,0.3774409,225.84181
89,17179,15.897528,0.0,236.21884,0.0,0.4207306,236.21884
90,17181,13.618665,0.0,202.35757,0.0,0.61520106,202.35757
91,17183,15.012506,0.0,223.06844,0.0,0.4868499,223.06844
92,17185,14.560978,0.0,216.35925,0.0,0.5094315,216.35925
93,17187,15.764082,0.0,234.236,0.0,0.36778814,234.236
94,17189,14.134968,0.0,210.02924,0.0,0.51153344,210.02924
95,17191,14.473932,0.0,215.06586,0.0,0.53644913,215.06586
96,17193,14.512444,0.0,215.63809,0.0,0.56652796,215.63809
97,17195,15.387583,0.0,228.64165,0.0,0.39214134,228.64165
98,17197,14.740694,0.0,219.02963,0.0,0.48434955,219.02963
99,17199,13.647369,0.0,202.78409,0.0,0.62229955,202.78409
100,17201,14.531847,0.0,215.9264,0.0,0.4141496,215.9264
101,17203,15.766556,0.0,234.27275,0.0,0.40350705,234.27275
102,18001,13.900394,0.0,206.54375,0.0,0.4954162,206.54375
103,18003,13.70145,0.0,203.58768,0.0,0.54677695,203.58768
104,18005,13.849312,0.0,205.78473,0.0,0.5128015,205.78473
105,18007,15.375645,0.0,228.46426,0.0,0.4507279,228.46426
106,18009,13.687431,0.0,203.37936,0.0,0.50375956,203.37936
107,18011,14.381934,0.0,213.69888,0.0,0.4575419,213.69888
108,18013,12.370466,0.0,183.81079,0.0,0.71295506,183.81079
109,18015,14.9485035,0.0,222.11743,0.0,0.4472356,222.11743
110,18017,14.435221,0.0,214.49065,0.0,0.5006104,214.49065
111,18019,14.027686,0.0,208.43517,0.0,0.60676944,208.43517
112,18021,14.399698,0.0,213.96283,0.0,0.5134164,213.96283
113,18023,14.873147,0.0,220.99773,0.0,0.43279108,220.99773
114,18025,10.722513,0.0,159.32413,0.0,0.9781832,159.32413
115,18027,15.084879,0.0,224.14381,0.0,0.47181994,224.14381
116,18029,13.097525,0.0,194.61404,0.0,0.6304038,194.61404
117,18031,14.267034,0.0,211.9916,0.0,0.479715,211.9916
118,18033,13.223215,0.0,196.48166,0.0,0.54596406,196.48166
119,18035,13.744236,0.0,204.22342,0.0,0.49744728,204.22342
120,18037,14.422647,0.0,214.30383,0.0,0.54740334,214.30383
121,18039,14.265217,0.0,211.96458,0.0,0.54480916,211.96458
122,18041,14.067966,0.0,209.03368,0.0,0.5103465,209.03368
123,18043,13.598158,0.0,202.05287,0.0,0.6557713,202.05287
124,18045,14.53771,0.0,216.01352,0.0,0.5154133,216.01352
125,18047,13.50613,0.0,200.68544,0.0,0.5699527,200.68544
126,18049,14.082041,0.0,209.24281,0.0,0.54382217,209.24281
127,18051,15.011249,0.0,223.04976,0.0,0.49789816,223.04976
128,18053,13.977931,0.0,207.69586,0.0,0.48121297,207.69586
129,18055,14.473411,0.0,215.0581,0.0,0.51598656,215.0581
130,18057,13.881815,0.0,206.26768,0.0,0.52662146,206.26768
131,18059,13.869315,0.0,206.08195,0.0,0.5224068,206.08195
132,18061,13.907364,0.0,206.64731,0.0,0.59199274,206.64731
133,18063,14.549133,0.0,216.18326,0.0,0.48280498,216.18326
134,18065,13.786047,0.0,204.84468,0.0,0.518542,204.84468
135,18067,14.985907,0.0,222.6732,0.0,0.43068227,222.6732
136,18069,14.066693,0.0,209.01476,0.0,0.49192077,209.01476
137,18071,14.306524,0.0,212.57837,0.0,0.5308218,212.57837
138,18073,14.458353,0.0,214.83437,0.0,0.54150707,214.83437
139,18075,13.4735565,0.0,200.20143,0.0,0.53461695,200.20143
140,18077,13.434078,0.0,199.61484,0.0,0.61286074,199.61484
141,18079,13.614463,0.0,202.29514,0.0,0.56643826,202.29514
142,18081,13.584417,0.0,201.8487,0.0,0.55685586,201.8487
143,18083,15.056545,0.0,223.72281,0.0,0.46695948,223.72281
144,18085,14.137487,0.0,210.06668,0.0,0.52243096,210.06668
145,18087,13.726057,0.0,203.95331,0.0,0.55241895,203.95331
146,18089,14.364437,0.0,213.43889,0.0,0.5132998,213.43889
147,18091,13.797122,0.0,205.00925,0.0,0.5288931,205.00925
148,18093,13.637663,0.0,202.63986,0.0,0.5837545,202.63986
149,18095,14.215654,0.0,211.22815,0.0,0.4706525,211.22815
150,18097,13.718236,0.0,203.83708,0.0,0.66126454,203.83708
151,18099,14.405205,0.0,214.04465,0.0,0.5159901,214.04465
152,18101,13.889849,0.0,206.38705,0.0,0.5740188,206.38705
153,18103,14.036813,0.0,208.57077,0.0,0.48467043,208.57077
154,18105,13.478664,0.0,200.27733,0.0,0.5968121,200.27733
155,18107,15.071287,0.0,223.94186,0.0,0.4427777,223.94186
156,18109,13.994016,0.0,207.93486,0.0,0.49993017,207.93486
157,18111,14.895414,0.0,221.3286,0.0,0.48408517,221.3286
158,18113,13.952981,0.0,207.32513,0.0,0.51003283,207.32513
159,18115,11.679171,0.0,173.53894,0.0,0.82196426,173.53894
160,18117,14.195975,0.0,210.93575,0.0,0.564797,210.93575
161,18119,13.807394,0.0,205.16188,0.0,0.5645999,205.16188
162,18121,14.466421,0.0,214.95425,0.0,0.5437641,214.95425
163,18123,12.936803,0.0,192.2259,0.0,0.6986756,192.2259
164,18125,14.551745,0.0,216.22208,0.0,0.5317406,216.22208
165,18127,14.14497,0.0,210.17786,0.0,0.4746976,210.17786
166,18129,15.219076,0.0,226.13783,0.0,0.49061966,226.13783
167,18131,14.491436,0.0,215.32594,0.0,0.6300228,215.32594
168,18133,14.332766,0.0,212.96829,0.0,0.4782182,212.96829
169,18135,13.600039,0.0,202.08081,0.0,0.53246325,202.08081
170,18137,13.424688,0.0,199.47531,0.0,0.59100014,199.47531
171,18139,14.056959,0.0,208.87012,0.0,0.48742354,208.87012
172,18141,13.885628,0.0,206.32434,0.0,0.527235,206.32434
173,18143,13.905887,0.0,206.62537,0.0,0.56730175,206.62537
174,18145,13.614971,0.0,202.30269,0.0,0.5232854,202.30269
175,18147,14.156986,0.0,210.35641,0.0,0.5743896,210.35641
176,18149,13.806759,0.0,205.15244,0.0,0.6174751,205.15244
177,18151,13.693098,0.0,203.46356,0.0,0.5052329,203.46356
178,18153,14.825865,0.0,220.29517,0.0,0.5088294,220.29517
179,18155,12.420633,0.0,184.55621,0.0,0.7126114,184.55621
180,18157,15.0399,0.0,223.47548,0.0,0.47386038,223.47548
181,18159,14.715826,0.0,218.66013,0.0,0.43748316,218.66013
182,18161,14.1010895,0.0,209.52585,0.0,0.5203526,209.52585
183,18163,14.876413,0.0,221.04626,0.0,0.54079705,221.04626
184,18165,14.729452,0.0,218.8626,0.0,0.52041,218.8626
185,18167,14.542662,0.0,216.0871,0.0,0.51739717,216.0871
186,18169,13.943487,0.0,207.18407,0.0,0.49051476,207.18407
187,18171,14.903734,0.0,221.45222,0.0,0.49966145,221.45222
188,18173,14.148367,0.0,210.22833,0.0,0.55260545,210.22833
189,18175,13.857504,0.0,205.90645,0.0,0.58890295,205.90645
190,18177,13.563499,0.0,201.53789,0.0,0.5396306,201.53789
191,18179,14.16184,0.0,210.42854,0.0,0.48773518,210.42854
192,18181,14.434914,0.0,214.48608,0.0,0.5565901,214.48608
193,18183,13.700429,0.0,203.5725,0.0,0.519975,203.5725
194,19001,15.073923,0.0,223.98103,0.0,0.434369,223.98103
195,19003,14.833394,0.0,220.40704,0.0,0.46672112,220.40704
196,19005,14.923485,0.0,221.7457,0.0,0.34702504,221.7457
197,19007,14.17545,0.0,210.63077,0.0,0.52019364,210.63077
198,19009,15.501616,0.0,230.33604,0.0,0.40660405,230.33604
199,19011,15.225071,0.0,226.22691,0.0,0.36215946,226.22691
200,19013,14.7068615,0.0,218.52692,0.0,0.37038797,218.52692
201,19015,15.816116,0.0,235.00916,0.0,0.37325403,235.00916
202,19017,14.863022,0.0,220.84727,0.0,0.35970792,220.84727
203,19019,15.008933,0.0,223.01535,0.0,0.35636058,223.01535
204,19021,15.492132,0.0,230.19513,0.0,0.42342952,230.19513
205,19023,14.896124,0.0,221.33914,0.0,0.35459194,221.33914
206,19025,15.620977,0.0,232.10962,0.0,0.41136983,232.10962
207,19027,15.7639885,0.0,234.2346,0.0,0.41690212,234.2346
208,19029,15.499484,0.0,230.30437,0.0,0.41554213,230.30437
209,19031,15.196606,0.0,225.80396,0.0,0.3704803,225.80396
