,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.7074354,4.11876,55.088192,61.2,0.24376658,-6.111809
1,17003,3.125754,3.45249,46.445084,51.300003,0.32090098,-4.8549194
2,17005,3.9593773,3.94378,58.831757,58.6,0.23888202,0.23175812
3,17007,3.9667163,4.18606,58.940807,62.2,0.21038684,-3.2591934
4,17009,3.6012852,4.33412,53.510925,64.399994,0.26009905,-10.889069
5,17011,4.3993964,4.54275,65.369934,67.5,0.20653255,-2.130066
6,17013,3.3653035,3.88994,50.00451,57.8,0.25573182,-7.7954903
7,17015,4.3859487,4.63697,65.17011,68.9,0.1979825,-3.729889
8,17017,4.2903256,4.34758,63.749268,64.6,0.23644058,-0.8507309
9,17019,4.5269513,4.67062,67.26525,69.4,0.23903286,-2.1347504
10,17021,4.60106,4.67735,68.36642,69.5,0.22381131,-1.1335831
11,17023,4.1631565,4.12549,61.85968,61.300003,0.23360941,0.5596771
12,17025,3.5537732,3.85629,52.80495,57.300003,0.29146743,-4.4950523
13,17027,3.7244725,3.67458,55.341347,54.600002,0.2508948,0.74134445
14,17033,3.9371758,4.15914,58.50187,61.800003,0.2609074,-3.2981339
15,17035,3.9978359,4.52256,59.40321,67.200005,0.25699097,-7.796795
16,17037,4.1694007,4.36777,61.95246,64.9,0.19470307,-2.9475403
17,17039,4.6256404,4.5764,68.73166,68.0,0.22236823,0.73165894
18,17041,4.6226654,4.6437,68.687454,69.0,0.22103265,-0.31254578
19,17045,4.393894,4.56967,65.28818,67.9,0.23775601,-2.611824
20,17047,3.7916217,3.60055,56.339104,53.5,0.2654691,2.8391037
21,17049,4.080079,4.03127,60.625248,59.9,0.25545985,0.7252464
22,17053,4.331507,4.48891,64.361176,66.700005,0.25853232,-2.338829
23,17055,3.121438,3.1631,46.38095,47.0,0.30451298,-0.6190491
24,17057,3.8823743,4.20625,57.687584,62.500004,0.24827513,-4.81242
25,17059,3.8551803,3.72169,57.283512,55.3,0.2791271,1.9835129
26,17061,4.1024337,4.48218,60.95741,66.600006,0.23385036,-5.642597
27,17063,4.082417,4.24663,60.659985,63.100002,0.2352474,-2.4400177
28,17065,3.647427,3.37846,54.19654,50.2,0.29349902,3.99654
