,FIPS,y_test_pred,y_test
0,17001,17.36505,185.7
1,17005,18.601698,194.5
2,17007,20.282272,212.7
3,17009,18.47458,192.4
4,17011,21.001144,223.5
5,17013,15.74968,197.4
6,17015,21.37908,229.5
7,17017,21.90739,215.8
8,17019,21.220522,218.2
9,17021,20.819872,216.8
10,17023,20.859083,204.6
11,17025,18.373238,178.3
12,17027,17.92872,156.6
13,17029,21.433401,221.3
14,17033,18.844584,194.3
15,17035,19.27093,206.6
16,17037,18.672699,222.8
17,17041,21.507845,211.6
18,17045,20.509556,208.5
19,17047,17.895136,184.8
20,17049,20.815226,186.0
21,17051,18.368917,172.2
22,17053,20.147558,223.3
23,17055,15.385814,173.7
24,17057,20.078283,201.2
25,17061,19.061083,203.6
26,17067,21.201729,204.2
27,17071,20.95694,229.7
28,17073,21.273558,223.5
29,17075,19.252054,216.5
30,17077,14.385472,165.2
31,17079,19.074345,191.8
32,17081,15.246091,155.7
33,17083,17.905073,201.9
34,17085,21.064703,211.2
35,17087,14.283251,159.6
36,17089,18.628489,209.1
37,17091,19.778254,207.5
38,17093,20.531647,206.2
39,17095,21.494427,219.0
40,17097,15.890845,192.9
41,17099,20.129522,199.7
42,17101,17.614637,186.3
43,17103,20.321026,207.7
44,17105,20.631966,220.1
45,17107,22.247263,211.1
46,17109,21.149176,224.2
47,17113,22.252623,223.3
48,17115,22.587635,225.3
49,17117,18.699371,199.3
50,17119,18.367586,189.3
51,17121,18.875505,157.8
52,17125,21.057413,208.1
53,17127,13.90174,174.9
54,17129,22.29614,214.4
55,17131,21.42925,226.6
56,17133,12.979605,154.0
57,17135,19.187872,202.6
58,17137,21.310774,200.2
59,17139,21.353012,220.5
60,17141,20.72611,216.8
61,17143,22.604906,220.0
62,17145,14.696541,165.2
63,17147,22.042223,223.2
64,17149,17.638597,189.8
65,17151,16.449041,161.3
66,17153,16.845665,161.7
67,17155,21.030764,213.7
68,17157,14.873967,161.7
69,17159,16.443117,192.5
70,17161,21.34593,218.9
71,17163,16.524517,174.0
72,17165,16.709398,170.3
73,17167,21.93357,221.1
74,17169,18.35907,188.8
75,17171,19.330317,196.3
76,17173,20.178057,196.6
77,17175,22.959171,234.1
78,17177,21.14817,217.0
79,17179,22.342512,222.0
80,17181,12.393759,142.3
81,17183,20.67951,204.2
82,17185,17.843372,184.1
83,17189,17.489183,178.6
84,17191,18.378468,185.1
85,17193,18.654602,171.0
86,17195,20.941542,201.3
87,17197,19.822666,195.2
88,17199,14.303916,170.3
89,17201,20.471838,190.4
90,17203,21.990126,223.2
91,18001,18.504251,202.8
92,18003,17.529627,190.4
93,18005,18.273996,195.0
94,18007,20.75287,222.2
95,18009,19.789667,200.3
96,18011,20.850908,207.2
97,18013,14.107573,183.5
98,18019,15.131788,188.9
99,18021,19.39548,194.3
100,18023,21.669018,234.4
101,18027,20.083956,213.9
102,18029,12.945601,189.1
103,18031,20.088846,221.9
104,18035,18.077572,191.4
105,18039,19.194956,181.7
106,18041,19.06566,208.0
107,18047,16.2912,198.4
108,18051,19.670963,202.5
109,18053,19.732502,219.2
110,18055,16.491753,189.6
111,18057,18.629435,205.8
112,18059,18.314978,206.9
113,18061,15.726616,188.3
114,18063,20.501219,222.0
115,18065,21.138979,197.4
116,18067,21.74362,215.6
117,18069,19.082273,211.7
118,18073,18.447678,200.1
119,18075,18.345737,198.7
120,18077,14.516142,182.9
121,18079,16.426382,191.9
122,18081,16.980125,224.4
123,18083,20.08481,202.0
124,18085,18.46685,198.0
125,18087,16.30914,182.4
126,18089,18.990383,207.5
127,18091,16.572405,177.4
128,18095,19.775871,207.6
129,18097,16.676859,185.9
130,18099,18.926018,196.9
131,18103,18.84446,202.0
132,18105,13.911112,182.6
133,18107,21.72064,228.0
134,18109,18.830631,200.0
135,18111,20.72616,219.3
136,18113,18.101843,195.3
137,18115,10.892946,165.2
138,18119,15.902378,191.8
139,18125,17.154644,199.1
140,18127,19.244364,201.7
141,18129,20.162962,198.8
142,18131,18.600376,197.1
143,18133,19.470291,202.3
144,18135,19.311554,193.2
145,18137,15.862607,180.9
146,18139,20.603655,221.5
147,18141,17.007433,184.1
148,18143,17.003187,192.6
149,18145,18.398504,200.6
150,18149,17.31647,189.0
151,18151,17.056105,182.8
152,18153,18.826126,199.2
153,18155,13.073454,181.0
154,18157,20.500309,222.4
155,18159,21.0519,208.8
156,18161,20.521492,221.8
157,18163,20.078718,186.4
158,18167,18.484865,198.8
159,18169,19.18878,206.8
160,18173,16.493578,194.8
161,18177,19.615467,194.2
162,18179,20.432838,205.6
163,18181,19.398,197.7
164,18183,17.499521,181.9
165,19005,24.658175,183.9
166,19007,13.584086,172.8
167,19009,19.598593,197.6
168,19011,21.693659,199.7
169,19015,21.713043,226.5
170,19017,23.48618,199.9
171,19019,23.41006,190.7
172,19021,22.460577,212.0
173,19023,24.664293,183.1
174,19025,21.255587,201.6
175,19027,22.165007,196.7
176,19031,18.889238,205.7
177,19035,23.355062,211.7
178,19037,25.618952,198.9
179,19041,20.55184,203.9
180,19043,22.128994,201.1
181,19045,20.31931,198.0
182,19047,22.835918,187.9
183,19049,18.915041,210.9
184,19051,13.9696245,179.8
185,19053,14.127338,205.3
186,19055,24.050283,198.9
187,19057,17.902393,207.9
188,19059,21.836561,201.3
189,19061,22.796583,199.5
190,19065,22.699583,205.9
191,19067,24.86032,191.8
192,19069,24.4579,210.5
193,19071,19.35827,211.0
194,19073,21.624062,208.0
195,19075,23.696634,212.9
196,19079,21.960428,215.5
197,19081,23.416681,204.9
198,19083,23.336454,213.3
199,19085,17.038866,190.3
200,19087,15.55872,195.1
201,19089,26.21602,183.9
202,19091,21.55477,205.8
203,19093,24.203672,198.0
204,19095,19.022362,213.5
205,19097,19.131762,189.6
206,19099,22.013582,218.0
207,19101,15.847984,195.1
208,19103,17.922384,203.1
209,19105,19.698645,190.7
210,19107,16.057865,211.6
211,19111,16.556406,203.7
212,19113,21.942045,179.5
213,19117,13.460941,173.9
214,19119,23.72453,200.2
215,19121,16.737799,202.0
216,19123,18.250738,214.9
217,19125,17.350204,203.7
218,19127,24.654276,216.3
219,19129,19.20822,204.3
220,19131,25.34802,171.8
221,19133,19.6947,165.4
222,19135,13.834476,181.1
223,19137,18.685078,206.2
224,19139,19.067179,211.9
225,19141,24.262373,212.7
226,19143,22.899176,203.7
227,19145,17.832922,206.6
228,19147,21.867254,211.7
229,19149,22.974684,205.7
230,19151,21.564024,218.1
231,19153,19.39516,206.4
232,19155,19.380983,198.5
233,19157,19.373634,204.9
234,19161,23.454498,199.1
235,19163,19.430231,210.1
236,19165,19.92724,196.0
237,19167,24.318579,211.4
238,19169,21.193094,211.4
239,19171,21.568293,197.4
240,19173,15.021262,192.9
241,19175,14.270393,217.0
242,19177,14.520607,189.3
243,19179,16.041891,202.9
244,19181,15.151817,199.2
245,19183,17.653755,188.3
246,19187,22.402994,212.8
247,19189,23.416658,211.3
248,19191,25.32181,195.3
249,19193,23.680807,168.3
250,19195,23.807074,187.6
251,19197,22.578642,202.5
252,20001,8.99136,96.7
253,20005,14.912476,183.2
254,20009,15.918083,125.8
255,20011,9.6805525,116.0
256,20013,17.8926,188.6
257,20015,10.176151,97.0
258,20017,12.791378,110.1
259,20019,7.177798,92.2
260,20021,7.313992,118.5
261,20023,12.050807,112.7
262,20029,14.011705,69.5
263,20031,9.461786,91.8
264,20035,9.203396,110.9
265,20037,9.028062,112.7
266,20039,9.2914915,103.5
267,20041,12.388334,104.9
268,20045,9.576393,131.8
269,20047,20.75465,157.3
270,20049,8.887505,98.9
271,20053,10.232958,97.3
272,20059,9.940468,117.2
273,20061,15.557688,124.4
274,20063,8.806316,57.6
275,20065,9.027023,63.5
276,20067,22.981518,150.4
277,20069,23.293852,203.7
278,20073,6.302591,66.3
279,20077,9.987783,101.6
280,20081,22.030264,184.5
281,20085,12.90167,170.7
282,20087,14.240898,185.3
283,20091,5.6025815,135.6
284,20095,17.849728,136.0
285,20097,22.063147,139.8
286,20099,5.165838,94.8
287,20101,10.167551,65.9
288,20103,11.07374,161.4
289,20105,10.605676,68.0
290,20109,8.621393,84.6
291,20111,6.45633,93.7
292,20113,13.136744,93.7
293,20115,9.513748,90.6
294,20117,13.477505,135.8
295,20119,25.3246,211.1
296,20121,9.576975,137.0
297,20123,13.097507,61.5
298,20125,9.101316,118.4
299,20127,9.271653,83.8
300,20131,15.138825,169.5
301,20133,7.819328,86.7
302,20139,8.000748,101.1
303,20143,15.48693,93.6
304,20151,22.29352,181.2
305,20153,7.8392587,104.1
306,20155,17.831116,186.7
307,20159,12.731848,112.4
308,20161,15.374413,143.5
309,20163,9.262005,71.3
310,20167,13.6871195,55.0
311,20169,11.667653,103.2
312,20173,14.065954,132.1
313,20175,25.142496,181.1
314,20177,12.123777,137.9
315,20179,12.833461,96.3
316,20181,13.00952,97.9
317,20183,12.822493,90.9
318,20189,24.565817,150.0
319,20191,9.409262,120.5
320,20193,12.815504,108.7
321,20197,10.559244,97.8
322,20205,8.786715,101.3
