,FIPS,y_test_pred,y_test
0,17001,46.192917,185.7
1,17005,37.03872,194.5
2,17007,28.413094,212.7
3,17009,47.773193,192.4
4,17011,41.626736,223.5
5,17013,51.906677,197.4
6,17015,39.506935,229.5
7,17017,54.680206,215.8
8,17019,42.635082,218.2
9,17021,58.361435,216.8
10,17023,52.101795,204.6
11,17025,34.560852,178.3
12,17027,32.272972,156.6
13,17029,54.640076,221.3
14,17033,40.311203,194.3
15,17035,51.850777,206.6
16,17037,29.898283,222.8
17,17041,49.903374,211.6
18,17045,48.99907,208.5
19,17047,31.041208,184.8
20,17049,48.905415,186.0
21,17051,38.07136,172.2
22,17053,36.6184,223.3
23,17055,25.411684,173.7
24,17057,42.32202,201.2
25,17061,57.959724,203.6
26,17067,49.727215,204.2
27,17071,46.735638,229.7
28,17073,39.552864,223.5
29,17075,35.170002,216.5
30,17077,25.147554,165.2
31,17079,41.617817,191.8
32,17081,24.200762,155.7
33,17083,53.54216,201.9
34,17085,34.83688,211.2
35,17087,29.564558,159.6
36,17089,31.220627,209.1
37,17091,37.802925,207.5
38,17093,35.356068,206.2
39,17095,41.11887,219.0
40,17097,33.628315,192.9
41,17099,38.376633,199.7
42,17101,39.038414,186.3
43,17103,37.45339,207.7
44,17105,38.458324,220.1
45,17107,46.96077,211.1
46,17109,45.141003,224.2
47,17113,41.59765,223.3
48,17115,52.698082,225.3
49,17117,54.213745,199.3
50,17119,46.615967,189.3
51,17121,34.99061,157.8
52,17125,49.72349,208.1
53,17127,24.179083,174.9
54,17129,48.21892,214.4
55,17131,48.007645,226.6
56,17133,33.361214,154.0
57,17135,51.20623,202.6
58,17137,53.43267,200.2
59,17139,56.306095,220.5
60,17141,36.434956,216.8
61,17143,43.28544,220.0
62,17145,22.44358,165.2
63,17147,53.070564,223.2
64,17149,56.542805,189.8
65,17151,31.046688,161.3
66,17153,32.760338,161.7
67,17155,43.413002,213.7
68,17157,27.64673,161.7
69,17159,34.008408,192.5
70,17161,46.281208,218.9
71,17163,36.89186,174.0
72,17165,30.886961,170.3
73,17167,52.929035,221.1
74,17169,44.21862,188.8
75,17171,50.29583,196.3
76,17173,50.179825,196.6
77,17175,43.28797,234.1
78,17177,34.139877,217.0
79,17179,43.47966,222.0
80,17181,28.052994,142.3
81,17183,37.653114,204.2
82,17185,39.331448,184.1
83,17189,27.856194,178.6
84,17191,32.265896,185.1
85,17193,29.987783,171.0
86,17195,41.16607,201.3
87,17197,34.32487,195.2
88,17199,26.649876,170.3
89,17201,33.1574,190.4
90,17203,36.79904,223.2
91,18001,25.719118,202.8
92,18003,26.94879,190.4
93,18005,26.877872,195.0
94,18007,35.613228,222.2
95,18009,28.373667,200.3
96,18011,35.191013,207.2
97,18013,33.554775,183.5
98,18019,31.139404,188.9
99,18021,40.38617,194.3
100,18023,36.491547,234.4
101,18027,43.008102,213.9
102,18029,19.515038,189.1
103,18031,28.514238,221.9
104,18035,28.982634,191.4
105,18039,33.18438,181.7
106,18041,29.527725,208.0
107,18047,22.699572,198.4
108,18051,40.480072,202.5
109,18053,33.21289,219.2
110,18055,30.86629,189.6
111,18057,32.87431,205.8
112,18059,27.507637,206.9
113,18061,26.04506,188.3
114,18063,35.605865,222.0
115,18065,31.396168,197.4
116,18067,38.66023,215.6
117,18069,28.868118,211.7
118,18073,37.196144,200.1
119,18075,28.120476,198.7
120,18077,24.051695,182.9
121,18079,27.43814,191.9
122,18081,30.743776,224.4
123,18083,39.847157,202.0
124,18085,34.66402,198.0
125,18087,28.053442,182.4
126,18089,37.754807,207.5
127,18091,32.283722,177.4
128,18095,31.570826,207.6
129,18097,42.375652,185.9
130,18099,38.288887,196.9
131,18103,31.667322,202.0
132,18105,25.702717,182.6
133,18107,38.33715,228.0
134,18109,32.56954,200.0
135,18111,38.282818,219.3
136,18113,30.403906,195.3
137,18115,21.966639,165.2
138,18119,28.254992,191.8
139,18125,31.582712,199.1
140,18127,35.691483,201.7
141,18129,37.30902,198.8
142,18131,42.650307,197.1
143,18133,35.273228,202.3
144,18135,27.586946,193.2
145,18137,21.28887,180.9
146,18139,28.997355,221.5
147,18141,33.70862,184.1
148,18143,29.72181,192.6
149,18145,29.265041,200.6
150,18149,40.82319,189.0
151,18151,28.567575,182.8
152,18153,42.68814,199.2
153,18155,23.19965,181.0
154,18157,39.462933,222.4
155,18159,34.00309,208.8
156,18161,31.442427,221.8
157,18163,35.645897,186.4
158,18167,41.682655,198.8
159,18169,30.29458,206.8
160,18173,30.891653,194.8
161,18177,32.161385,194.2
162,18179,30.147207,205.6
163,18181,41.148575,197.7
164,18183,26.91197,181.9
165,19005,32.834064,183.9
166,19007,32.80754,172.8
167,19009,39.494015,197.6
168,19011,39.63868,199.7
169,19015,50.367126,226.5
170,19017,41.49593,199.9
171,19019,39.753906,190.7
172,19021,42.82888,212.0
173,19023,43.62469,183.1
174,19025,46.357903,201.6
175,19027,45.122036,196.7
176,19031,36.616417,205.7
177,19035,43.551758,211.7
178,19037,39.21795,198.9
179,19041,40.135864,203.9
180,19043,33.26815,201.1
181,19045,34.41547,198.0
182,19047,42.444725,187.9
183,19049,43.88389,210.9
184,19051,32.821083,179.8
185,19053,36.743095,205.3
186,19055,36.63623,198.9
187,19057,43.19918,207.9
188,19059,39.75788,201.3
189,19061,35.61598,199.5
190,19065,33.73999,205.9
191,19067,40.015553,191.8
192,19069,47.713142,210.5
193,19071,55.797012,211.0
194,19073,48.756016,208.0
