,FIPS,y_test_pred,y_test
0,17001,2.1640103,185.7
1,17005,2.9382756,194.5
2,17007,5.5829096,212.7
3,17009,2.980702,192.4
4,17011,6.0217204,223.5
5,17013,0.4137568,197.4
6,17015,5.996783,229.5
7,17017,5.660442,215.8
8,17019,5.9147267,218.2
9,17021,5.2429047,216.8
10,17023,5.0115848,204.6
11,17025,3.4253662,178.3
12,17027,1.9826807,156.6
13,17029,5.8594837,221.3
14,17033,3.5330932,194.3
15,17035,4.0489326,206.6
16,17037,4.238437,222.8
17,17041,6.1652694,211.6
18,17045,5.325443,208.5
19,17047,2.370068,184.8
20,17049,4.7984233,186.0
21,17051,3.1942635,172.2
22,17053,4.8565345,223.3
23,17055,0.79149276,173.7
24,17057,4.163456,201.2
25,17061,3.6519587,203.6
26,17067,5.090651,204.2
27,17071,4.9601464,229.7
28,17073,5.6152706,223.5
29,17075,4.2679296,216.5
30,17077,0.051745348,165.2
31,17079,3.9175625,191.8
32,17081,1.1195933,155.7
33,17083,2.6401079,201.9
34,17085,6.123319,211.2
35,17087,-0.17957908,159.6
36,17089,3.984383,209.1
37,17091,4.722063,207.5
38,17093,5.41431,206.2
39,17095,5.839435,219.0
40,17097,2.2006521,192.9
41,17099,5.2606297,199.7
42,17101,2.6691895,186.3
43,17103,5.6951056,207.7
44,17105,5.352834,220.1
45,17107,6.4589577,211.1
46,17109,4.9690475,224.2
47,17113,6.5819197,223.3
48,17115,7.15681,225.3
49,17117,3.411065,199.3
50,17119,2.5018318,189.3
51,17121,3.224632,157.8
52,17125,4.974349,208.1
53,17127,-0.4350254,174.9
54,17129,6.1958857,214.4
55,17131,5.518779,226.6
56,17133,-0.7176853,154.0
57,17135,3.848184,202.6
58,17137,5.241092,200.2
59,17139,6.208915,220.5
60,17141,6.0908394,216.8
61,17143,6.722303,220.0
62,17145,0.42171353,165.2
63,17147,6.857296,223.2
64,17149,2.416408,189.8
65,17151,1.1505176,161.3
66,17153,1.1660458,161.7
67,17155,5.7616963,213.7
68,17157,0.38265902,161.7
69,17159,2.2168553,192.5
70,17161,5.162879,218.9
71,17163,1.0230995,174.0
72,17165,2.0736465,170.3
73,17167,6.067719,221.1
74,17169,2.9315965,188.8
75,17171,3.7316818,196.3
76,17173,4.6825852,196.6
77,17175,7.3719754,234.1
78,17177,6.335363,217.0
79,17179,6.013162,222.0
80,17181,-0.92374426,142.3
81,17183,5.2909856,204.2
82,17185,2.7252374,184.1
83,17189,1.853651,178.6
84,17191,3.2253804,185.1
85,17193,2.8253236,171.0
86,17195,5.709821,201.3
87,17197,4.922439,195.2
88,17199,0.38834506,170.3
89,17201,5.820412,190.4
90,17203,6.392553,223.2
91,18001,3.4481068,202.8
92,18003,2.9705281,190.4
93,18005,2.6997333,195.0
94,18007,5.623622,222.2
95,18009,4.8403664,200.3
96,18011,5.776601,207.2
97,18013,-0.49479312,183.5
