,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,3.6570978,3.99089,54.340237,59.3,0.21582717,-4.9597626,"Adams County, IL"
1,17005,3.9052792,4.5091,58.027924,67.0,0.21097958,-8.972076,"Bond County, IL"
2,17007,3.9288716,4.05819,58.37848,60.3,0.16113606,-1.9215202,"Boone County, IL"
3,17009,3.7146697,4.05819,55.195686,60.3,0.22025928,-5.104313,"Brown County, IL"
4,17011,4.107098,4.61005,61.02672,68.5,0.17733595,-7.473282,"Bureau County, IL"
5,17013,3.764104,3.94378,55.93022,58.6,0.19622396,-2.669777,"Calhoun County, IL"
6,17015,4.1378665,4.63697,61.483902,68.9,0.16420563,-7.4160995,"Carroll County, IL"
7,17017,4.0252757,4.83887,59.810932,71.9,0.20390631,-12.089069,"Cass County, IL"
8,17019,4.5092487,4.56967,67.00221,67.9,0.17665952,-0.897789,"Champaign County, IL"
9,17021,4.459262,4.95328,66.25946,73.6,0.17423058,-7.340538,"Christian County, IL"
10,17023,3.8738432,4.31393,57.56082,64.1,0.20085931,-6.539177,"Clark County, IL"
11,17025,3.569857,3.93705,53.043938,58.500004,0.2334267,-5.456066,"Clay County, IL"
12,17027,3.732789,4.04473,55.46492,60.100002,0.21575165,-4.6350822,"Clinton County, IL"
13,17029,4.396349,5.04077,65.32465,74.9,0.17418727,-9.575348,"Coles County, IL"
14,17033,3.6760976,4.2399,54.62255,63.000004,0.22168231,-8.377453,"Crawford County, IL"
15,17035,3.8970995,4.52256,57.906384,67.200005,0.2029529,-9.293621,"Cumberland County, IL"
16,17037,4.13298,4.11203,61.411293,61.100002,0.14733094,0.31129074,"DeKalb County, IL"
17,17039,4.6070967,5.0475,68.456116,75.0,0.17391333,-6.5438843,"De Witt County, IL"
18,17041,4.616209,5.25613,68.591515,78.100006,0.16517644,-9.5084915,"Douglas County, IL"
19,17045,4.317274,4.67735,64.14969,69.5,0.17274295,-5.3503113,"Edgar County, IL"
20,17047,3.4660716,2.96793,51.50181,44.100002,0.24355075,7.401806,"Edwards County, IL"
21,17049,4.0022593,4.85233,59.468933,72.100006,0.20785704,-12.631073,"Effingham County, IL"
22,17051,3.856472,4.00435,57.302704,59.500004,0.21394107,-2.1973,"Fayette County, IL"
23,17053,4.1784406,4.08511,62.086784,60.700005,0.18962857,1.3867798,"Ford County, IL"
24,17055,3.2573576,3.19675,48.40056,47.5,0.2336703,0.9005585,"Franklin County, IL"
25,17057,3.8254986,4.19952,56.842476,62.4,0.21988021,-5.5575256,"Fulton County, IL"
26,17059,3.5125291,3.365,52.192112,50.0,0.22611955,2.192112,"Gallatin County, IL"
27,17061,3.941482,4.71773,58.565857,70.1,0.19072492,-11.534142,"Greene County, IL"
28,17063,4.1344843,3.93705,61.433647,58.500004,0.17048374,2.9336433,"Grundy County, IL"
29,17065,3.421064,3.44576,50.833046,51.2,0.2443094,-0.3669548,"Hamilton County, IL"
30,17067,3.9453702,4.69754,58.62363,69.799995,0.20431152,-11.176365,"Hancock County, IL"
