,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,12.417849,12.49761,184.51485,185.7,0.89994437,-1.1851501
1,17005,12.8004055,13.08985,190.19919,194.50002,0.6958906,-4.300827
2,17007,13.658001,14.31471,202.94206,212.7,0.57102007,-9.757935
3,17009,12.77853,12.94852,189.87415,192.4,0.8164185,-2.5258484
4,17011,14.947788,15.04155,222.10681,223.5,0.5469435,-1.3931885
5,17013,13.192165,13.28502,196.0203,197.4,0.7290378,-1.3796997
6,17015,14.520483,15.44535,215.75755,229.5,0.5260618,-13.742447
7,17017,14.413109,14.52334,214.1621,215.8,0.6890939,-1.6379089
8,17019,14.461689,14.68486,214.88394,218.20001,0.62689203,-3.3160706
9,17021,15.275301,14.59064,226.97327,216.8,0.5931995,10.173264
10,17023,13.984034,13.76958,207.78653,204.6,0.6573473,3.1865234
11,17025,12.565079,11.99959,186.70251,178.3,0.60307026,8.402512
12,17027,12.271065,10.53918,182.3338,156.6,0.69443417,25.733795
13,17029,14.670382,14.89349,217.98486,221.3,0.64035964,-3.3151398
14,17033,13.117699,13.07639,194.9138,194.3,0.63260573,0.61380005
15,17035,13.853647,13.90418,205.84914,206.59999,0.65339196,-0.7508545
16,17037,14.026907,14.99444,208.42358,222.8,0.54357237,-14.376419
17,17041,14.770178,14.24068,219.46773,211.59999,0.60519886,7.867737
18,17045,15.061485,14.03205,223.79622,208.5,0.56626993,15.296219
19,17047,12.401197,12.43704,184.26743,184.8,0.63676906,-0.5325775
20,17049,13.452349,12.5178,199.8863,186.0,0.67377377,13.886307
21,17051,12.493973,11.58906,185.64595,172.2,0.7074983,13.445953
22,17053,14.26675,15.02809,211.98738,223.29999,0.587017,-11.312607
23,17055,11.628304,11.69001,172.78311,173.7,0.6907897,-0.9168854
24,17057,13.2915325,13.54076,197.49677,201.2,0.688028,-3.7032318
25,17061,14.472015,13.70228,215.03738,203.6,0.6558626,11.437378
26,17067,13.685871,13.74266,203.35619,204.2,0.6924884,-0.84381104
27,17071,14.694004,15.45881,218.33588,229.7,0.5641023,-11.3641205
28,17073,14.476845,15.04155,215.10913,223.5,0.554365,-8.390869
29,17075,14.344107,14.57045,213.13681,216.5,0.5560347,-3.3631897
30,17077,11.828133,11.11796,175.75235,165.2,0.6189022,10.552353
31,17079,13.560326,12.90814,201.49072,191.8,0.5796097,9.69072
32,17081,11.079767,10.47861,164.6325,155.7,0.678325,8.93251
33,17083,14.109056,13.58787,209.64423,201.9,0.6984175,7.744232
34,17085,13.46867,14.21376,200.12883,211.20001,0.59094447,-11.071182
35,17087,11.395197,10.74108,169.31943,159.6,0.69021463,9.719421
36,17089,13.588364,14.07243,201.90733,209.09999,0.64997846,-7.1926575
37,17091,14.032532,13.96475,208.50716,207.5,0.6272618,1.0071564
38,17093,14.212505,13.87726,211.18137,206.20001,0.5465347,4.9813538
39,17095,14.488779,14.7387,215.28647,219.0,0.5655435,-3.7135315
40,17097,11.404791,12.98217,169.46198,192.90001,0.9492104,-23.438034
41,17099,14.6550045,13.43981,217.75638,199.7,0.54689246,18.056381
42,17101,12.7765255,12.53799,189.84436,186.3,0.6666958,3.5443573
