,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
1,39131,56.015877,57.4,3.9671695
2,27163,51.77865,51.1,2.9238105
3,31061,62.44146,71.4,2.7409294
4,17095,65.950874,68.4,2.0516324
5,55077,45.64175,48.6,2.4743886
6,19093,64.16876,65.6,2.163318
7,29219,51.97805,48.9,3.5008767
8,27027,42.24533,42.4,2.4732149
9,18049,60.714417,56.3,2.5030177
10,39167,54.71169,55.6,4.8091264
11,29115,42.639954,30.8,3.1604724
12,17147,73.92013,77.3,2.4644508
13,46057,53.65274,53.4,2.708739
14,26155,49.47317,50.9,2.587229
15,55129,47.26137,46.9,3.6371815
16,19081,62.856453,63.5,1.921013
17,27063,55.896774,57.8,2.165061
18,18085,58.735497,56.8,2.4333806
19,29151,46.322746,46.3,4.2344394
20,17183,67.22791,67.4,2.4684734
21,19117,47.064903,54.1,2.734687
22,27051,50.701786,46.7,2.170168
23,18137,52.578632,52.3,3.0898337
25,20119,62.088432,69.1,4.851844
26,26055,40.674805,40.9,3.093275
27,29171,42.17841,39.9,3.2358048
28,17203,68.85683,68.1,2.2990372
29,19137,60.801025,63.0,2.5044265
31,20107,38.397224,33.5,3.7307715
33,31141,63.90464,64.9,2.3251095
34,19173,55.94503,61.3,2.7123413
35,27107,33.9711,24.3,3.3384228
37,39021,61.564816,59.9,2.3904862
38,38041,30.005756,19.9,5.7379694
39,18003,58.538826,59.5,2.5836246
40,39041,56.455025,59.1,2.4857523
41,20163,27.335217,30.3,5.2338347
42,29005,64.7682,61.4,2.7298489
43,38077,46.867577,37.2,2.4968905
44,17037,65.94287,63.9,1.9552655
45,46011,48.075855,47.1,2.8396373
46,55019,53.311733,50.9,2.7624362
47,18039,55.28423,58.0,2.7251904
49,39077,58.229263,56.4,2.3856497
50,29025,45.583485,46.3,3.3196318
51,38097,37.30675,26.9,3.0280771
52,31039,65.20346,66.7,2.2133155
53,17057,61.583298,65.5,2.4285636
54,26129,44.594715,45.7,3.1563606
55,55055,54.922943,58.0,2.5600467
56,19071,63.11895,63.1,2.638653
57,29197,43.28959,48.3,2.8937664
58,27005,41.94463,38.1,2.3797178
59,18027,60.41185,68.2,3.4293702
60,39129,60.553368,56.7,2.44069
61,29061,46.926617,46.9,3.0891702
62,27161,61.836315,67.4,2.0041895
63,17093,63.066753,66.3,2.4499314
64,46067,41.531235,36.3,3.1635802
65,55075,48.782074,48.8,3.2741158
66,19091,60.688393,62.4,1.9941182
67,27025,45.938667,42.7,3.0649107
68,18063,62.307743,62.2,2.788448
69,20061,45.029793,40.6,4.6141663
71,39165,53.55233,53.2,3.0157833
72,29113,47.59501,48.7,3.0872033
73,17145,51.598957,53.2,2.7712975
74,55111,54.039288,54.6,2.5488005
75,19127,63.772125,67.1,2.123443
76,27061,37.493782,37.3,4.037808
77,18083,61.359444,67.2,3.050228
78,20081,59.55098,62.6,4.937867
79,26017,49.738117,51.5,2.4697995
81,31083,58.44426,71.7,3.0479598
82,17181,52.742176,44.5,3.4835715
83,18119,56.55037,55.4,3.513669
85,20117,52.597076,47.9,3.5625744
86,31119,61.326614,61.8,2.2816973
