,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,17071,7.4210763,57.8,1.2066493
1,39021,7.230354,57.8,1.2433128
2,55049,6.6925845,59.9,1.1685146
4,31025,6.9460626,57.7,1.2569255
5,18037,7.630054,53.2,1.265471
6,46039,5.693825,59.4,1.1919833
7,55017,5.934233,49.4,1.1346053
8,55061,6.234779,54.1,1.0475494
9,20097,8.225548,57.8,1.4834903
10,46067,6.1664767,53.9,1.3058685
11,19143,6.458435,56.1,1.1359696
12,55029,5.71036,47.2,1.1038046
13,27097,5.6365085,50.4,1.1305681
14,31131,6.5628057,55.1,1.28128
15,20141,5.4308014,50.3,1.4055275
17,29133,6.4003286,51.1,1.2549967
18,38095,4.502052,33.7,0.98296833
19,26065,6.527209,51.8,1.0586084
20,19171,7.061855,63.5,1.16415
21,39123,6.945859,53.1,1.1911557
22,27109,6.821447,61.4,1.1060916
23,17011,7.576423,64.2,1.181056
25,31143,8.061728,67.4,1.3306634
26,20041,5.618072,47.7,1.3701762
27,18171,7.315726,64.5,1.1385771
28,46011,5.94345,61.5,1.1784533
29,19087,6.9902573,57.2,1.1798304
30,39167,7.990888,45.6,1.3695345
31,27009,5.5355277,49.4,1.1281797
32,31043,6.732335,58.8,1.2888484
33,29173,5.5322986,49.8,1.2301704
34,18055,6.952642,50.8,1.2499326
35,27139,5.7067914,58.7,1.1267009
36,19115,7.0394254,56.4,1.1798211
37,17117,7.020363,63.4,1.1850992
38,27053,5.469124,55.3,1.0832608
39,17177,7.2279515,66.3,1.1459007
41,26139,6.3362937,55.6,1.0894988
42,20081,7.3344445,64.5,1.4218242
43,29073,6.2843513,47.0,1.310866
44,46091,5.402805,48.0,1.168719
45,18083,7.0652547,56.6,1.2323995
46,38035,4.827554,40.2,1.0428876
47,19127,7.2422023,62.6,1.1489983
48,17145,6.058066,48.0,1.2268271
49,39079,8.007372,50.5,1.3566504
50,55107,5.244454,44.2,1.0746431
51,17189,6.2642913,48.8,1.2140898
53,26151,6.612433,53.6,0.9479829
54,29117,5.4303145,47.5,1.2757907
55,38079,4.3601203,34.1,1.0210284
56,19027,7.031116,58.7,1.1974404
57,17029,7.324325,62.6,1.1976904
58,31177,6.8274646,58.3,1.2724603
59,18027,7.26234,55.4,1.2396078
60,46029,5.455346,44.6,1.1547207
61,19071,7.0487313,55.5,1.2521737
62,17057,7.1466384,56.4,1.2141399
63,39023,7.410188,59.8,1.2366232
65,31027,7.3043895,58.3,1.3023111
66,18039,7.0506735,54.2,1.0561302
67,46057,5.986151,57.1,1.1566685
68,55019,6.2065473,50.5,1.1349263
69,55063,6.5063114,55.4,1.1527212
71,19161,6.8609138,63.3,1.2027909
72,39113,6.9976196,57.1,1.259335
73,27099,6.3418636,58.2,1.1028051
74,17001,6.740951,56.8,1.203253
75,55091,6.237371,56.4,1.1640868
76,31133,6.296146,53.5,1.3172482
77,20143,5.1527534,45.0,1.3482918
79,29135,5.5500026,48.8,1.2902274
80,18129,7.5817075,53.9,1.2334627
81,38081,5.1073713,47.7,1.1556774
82,26067,6.8379,54.8,1.0261816
83,19173,6.4835777,51.6,1.2121162
84,39125,6.568124,50.7,1.2062156
85,27111,5.418279,47.9,1.0591048
87,20043,7.3572946,62.3,1.3028951
89,29163,5.6312766,51.4,1.2371637
90,18173,7.53954,50.2,1.2696953
91,26111,6.5687323,50.2,1.0350564
92,46013,5.723773,48.5,1.1716754
93,19073,6.643187,63.5,1.1850979
94,27011,5.814367,51.3,1.1572869
95,20055,7.285438,68.2,1.4676547
96,29175,4.8600836,54.3,1.272131
97,18073,6.668042,54.7,1.1838082
98,26011,6.411863,45.4,0.9951209
99,19117,6.237969,54.4,1.1772864
100,17119,6.8247466,54.7,1.1888354
101,39069,6.8897767,59.4,1.2121052
102,27055,6.5731435,56.2,1.093843
103,17179,7.486303,65.0,1.1994936
105,31073,8.034944,67.2,1.3374251
106,18085,6.7844563,53.3,1.0602388
107,27169,6.9421716,59.8,1.0822909
108,26023,6.5887065,47.8,1.1059968
109,19017,6.629759,62.1,1.1213875
110,17147,7.6685433,71.3,1.1791136
111,39097,7.2599435,58.9,1.2413676
112,55109,6.2303853,53.4,1.1636119
113,29205,5.6181226,52.6,1.2415744
114,17191,6.613898,48.3,1.2392933
116,29119,3.6706471,49.1,1.3653443
117,38065,4.726553,43.0,1.2284538
118,19029,7.208156,59.6,1.216245
119,55137,5.681516,48.5,1.1443741
120,31179,7.0189695,62.2,1.2620925
121,20189,8.287379,61.3,1.5348041
122,31017,7.632729,60.4,1.4425442
123,20027,6.0957155,48.9,1.3300767
124,19057,7.018647,60.4,1.1911812
125,17059,7.139707,48.4,1.207715
126,39009,7.586902,49.7,1.3455446
127,55053,5.7625833,55.2,1.1653308
129,31029,7.9994845,63.7,1.4928225
130,29031,6.3669157,45.6,1.1845104
131,46059,5.738548,40.2,1.233132
132,38009,4.468824,40.3,1.088387
133,55021,6.367172,58.0,1.1257929
134,55081,5.847811,53.3,1.1731107
135,26057,6.6810045,54.1,1.048391
136,19163,7.503261,64.4,1.1599268
137,19001,6.8490853,59.3,1.2040695
138,39115,7.056313,52.3,1.3487868
139,27101,6.2615924,57.6,1.0988369
140,17003,6.0840435,38.4,1.2125932
141,55093,6.6545463,59.2,1.1495531
143,18131,6.342974,50.1,1.1244719
144,38083,4.496983,36.0,1.1396065
145,19175,6.6092443,56.0,1.194525
146,27129,5.9361897,54.8,1.1415555
147,17015,7.8443084,69.0,1.1571879
149,31163,7.7348723,64.8,1.3577925
150,20045,5.6933002,46.1,1.3486962
