,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,14.732061,13.31194,218.90137,197.8,0.72870415,21.101364,"Adams County, IL"
1,17003,12.906309,12.67932,191.7728,188.40001,0.9197641,3.3727875,"Alexander County, IL"
2,17007,14.3177,13.06293,212.74443,194.1,0.47594678,18.644424,"Boone County, IL"
3,17009,14.858879,12.64567,220.78572,187.9,0.7214579,32.885727,"Brown County, IL"
4,17011,15.652908,14.40893,232.58408,214.1,0.510587,18.48407,"Bureau County, IL"
5,17015,15.727062,14.61083,233.68591,217.1,0.4714165,16.585907,"Carroll County, IL"
6,17017,15.700905,15.04155,233.29726,223.5,0.7336825,9.797256,"Cass County, IL"
7,17019,16.19815,14.89349,240.68575,221.3,0.6534523,19.385742,"Champaign County, IL"
8,17021,16.129602,15.67417,239.6672,232.9,0.65959686,6.767212,"Christian County, IL"
9,17023,15.121219,13.69555,224.68379,203.5,0.7120872,21.183792,"Clark County, IL"
10,17025,14.294276,12.73989,212.39638,189.3,0.81031024,23.096375,"Clay County, IL"
11,17027,14.565521,12.43704,216.42677,184.8,0.7587922,31.62677,"Clinton County, IL"
12,17029,15.784841,15.76839,234.54443,234.3,0.67734873,0.24443054,"Coles County, IL"
13,17033,14.526064,13.07639,215.84047,194.3,0.7673275,21.540466,"Crawford County, IL"
14,17037,15.20086,12.80719,225.86717,190.3,0.45079395,35.56717,"DeKalb County, IL"
15,17039,16.845366,15.1425,250.30261,225.0,0.6017134,25.302612,"De Witt County, IL"
16,17041,16.210571,16.5558,240.8703,246.0,0.64327395,-5.1296997,"Douglas County, IL"
17,17045,16.026644,14.34163,238.13736,213.1,0.6534083,25.037354,"Edgar County, IL"
18,17047,13.724254,11.34678,203.9265,168.6,0.8311146,35.326492,"Edwards County, IL"
19,17049,15.056116,15.82896,223.71643,235.20001,0.7185248,-11.483582,"Effingham County, IL"
20,17053,15.765737,13.57441,234.26057,201.70001,0.5745331,32.560562,"Ford County, IL"
21,17055,13.318512,10.46515,197.89766,155.5,0.87134063,42.39766,"Franklin County, IL"
22,17057,15.300412,14.6714,227.34639,218.0,0.67162657,9.34639,"Fulton County, IL"
23,17059,14.870282,11.42754,220.95515,169.8,0.72354716,51.15515,"Gallatin County, IL"
24,17061,15.366854,13.94456,228.33363,207.2,0.7341132,21.133636,"Greene County, IL"
25,17063,15.781748,13.5273,234.49849,201.0,0.48606944,33.49849,"Grundy County, IL"
26,17065,14.3160515,11.01028,212.71994,163.59999,0.77276754,49.11995,"Hamilton County, IL"
27,17067,15.612552,15.73474,231.98442,233.8,0.689463,-1.8155823,"Hancock County, IL"
28,17071,15.494068,14.35509,230.22389,213.3,0.6571368,16.92389,"Henderson County, IL"
29,17073,15.810452,14.77235,234.925,219.5,0.5158665,15.425003,"Henry County, IL"
30,17075,15.50518,13.1908,230.389,196.0,0.5408497,34.389008,"Iroquois County, IL"
31,17077,13.465808,10.91606,200.0863,162.20001,0.82700956,37.88629,"Jackson County, IL"
32,17079,14.897211,13.84361,221.35529,205.7,0.7100466,15.655289,"Jasper County, IL"
33,17081,13.612101,10.84876,202.26004,161.2,0.8710306,41.060043,"Jefferson County, IL"
34,17085,14.736006,14.07243,218.95998,209.09999,0.4980072,9.859985,"Jo Daviess County, IL"
35,17089,14.083942,12.74662,209.27106,189.40001,0.5424407,19.871048,"Kane County, IL"
36,17091,15.21887,12.22841,226.13478,181.7,0.526203,44.434784,"Kankakee County, IL"
37,17093,15.290399,13.9984,227.1976,208.0,0.45923972,19.197601,"Kendall County, IL"
38,17095,16.153555,15.24345,240.0231,226.5,0.5438109,13.523102,"Knox County, IL"
39,17099,15.58983,14.4695,231.64682,215.0,0.49540222,16.64682,"LaSalle County, IL"
40,17101,14.22727,11.1718,211.40074,166.0,0.835451,45.40074,"Lawrence County, IL"
41,17103,14.876156,13.85707,221.04243,205.90001,0.5039401,15.142426,"Lee County, IL"
42,17105,15.809122,13.96475,234.90523,207.5,0.5642,27.405228,"Livingston County, IL"
43,17107,16.834784,15.89626,250.14537,236.20001,0.6131883,13.945358,"Logan County, IL"
44,17109,15.899073,15.40497,236.24179,228.90001,0.6210869,7.3417816,"McDonough County, IL"
45,17111,13.5209465,12.84084,200.9056,190.8,0.53991246,10.105591,"McHenry County, IL"
46,17113,16.71529,15.43189,248.36984,229.3,0.54641855,19.06984,"McLean County, IL"
47,17115,16.725666,16.14527,248.52402,239.9,0.62226623,8.624023,"Macon County, IL"
48,17117,15.620182,14.48969,232.09781,215.3,0.7446518,16.797806,"Macoupin County, IL"
49,17119,14.950581,13.31194,222.1483,197.8,0.7577111,24.348297,"Madison County, IL"
50,17121,14.426914,13.40616,214.36723,199.20001,0.7778382,15.167221,"Marion County, IL"
51,17123,15.870621,14.39547,235.81903,213.9,0.5488124,21.919037,"Marshall County, IL"
52,17131,15.7905445,15.56649,234.6292,231.3,0.5820032,3.329193,"Mercer County, IL"
53,17133,13.319523,11.68328,197.91267,173.6,0.846072,24.312668,"Monroe County, IL"
54,17135,15.865414,14.99444,235.74167,222.8,0.6710136,12.941666,"Montgomery County, IL"
55,17137,15.980714,15.37805,237.4549,228.5,0.7121682,8.954895,"Morgan County, IL"
56,17139,16.470675,15.74147,244.73514,233.90001,0.62996423,10.835129,"Moultrie County, IL"
57,17141,14.93885,13.33886,221.974,198.2,0.48102283,23.774002,"Ogle County, IL"
58,17143,15.782578,15.40497,234.51083,228.90001,0.6039407,5.6108246,"Peoria County, IL"
59,17145,12.750225,9.94021,189.45357,147.70001,0.89658844,41.753555,"Perry County, IL"
60,17147,17.063734,16.27314,253.54732,241.8,0.59259504,11.747314,"Piatt County, IL"
61,17149,14.778395,12.28898,219.58981,182.59999,0.7866656,36.989822,"Pike County, IL"
62,17155,15.2722645,13.87726,226.92815,206.20001,0.57841504,20.728134,"Putnam County, IL"
63,17157,13.013002,11.13142,193.35814,165.40001,0.85232854,27.95813,"Randolph County, IL"
64,17159,14.491771,11.28621,215.33092,167.7,0.74152434,47.63092,"Richland County, IL"
65,17161,15.125507,15.03482,224.74751,223.4,0.5861789,1.3475189,"Rock Island County, IL"
66,17163,14.191858,12.54472,210.87457,186.4,0.8094682,24.474579,"St. Clair County, IL"
67,17165,14.16307,10.80165,210.44681,160.5,0.7195693,49.946808,"Saline County, IL"
68,17167,16.302048,15.90972,242.22954,236.40001,0.7197357,5.829529,"Sangamon County, IL"
69,17169,15.190647,13.62825,225.71541,202.5,0.70748997,23.215408,"Schuyler County, IL"
70,17173,15.681296,15.16942,233.00589,225.40001,0.66469973,7.6058807,"Shelby County, IL"
71,17175,16.429785,15.7482,244.12756,234.00002,0.48012725,10.127548,"Stark County, IL"
72,17177,14.913659,14.07243,221.59969,209.09999,0.4701544,12.499695,"Stephenson County, IL"
73,17179,15.902511,15.84242,236.29288,235.4,0.6627295,0.8928833,"Tazewell County, IL"
74,17183,15.70112,14.72524,233.30046,218.8,0.6216469,14.500458,"Vermilion County, IL"
75,17187,16.469397,16.26641,244.71614,241.70001,0.5353482,3.0161285,"Warren County, IL"
76,17189,13.861374,12.16111,205.96396,180.7,0.808737,25.263962,"Washington County, IL"
77,17191,14.529558,11.92556,215.8924,177.2,0.7759466,38.692398,"Wayne County, IL"
78,17193,14.787022,11.60252,219.718,172.40001,0.76777726,47.317993,"White County, IL"
79,17195,15.283625,14.53007,227.09695,215.90001,0.5356967,11.196945,"Whiteside County, IL"
80,17197,14.339831,12.53799,213.07327,186.3,0.55389196,26.77327,"Will County, IL"
81,17199,13.22295,11.13142,196.4777,165.40001,0.8754704,31.077698,"Williamson County, IL"
82,17201,13.979452,12.41012,207.71846,184.40001,0.53220975,23.31845,"Winnebago County, IL"
83,17203,16.36916,15.05501,243.22675,223.7,0.563872,19.526749,"Woodford County, IL"
84,18001,14.369873,13.08985,213.51967,194.50002,0.535405,19.019653,"Adams County, IN"
85,18003,13.682323,12.22841,203.30347,181.7,0.5971671,21.60347,"Allen County, IN"
86,18005,14.505284,12.73989,215.53172,189.3,0.647101,26.23172,"Bartholomew County, IN"
87,18007,15.791205,13.57441,234.639,201.70001,0.5278512,32.938995,"Benton County, IN"
