FIPS,yield,pred,error,NAME,NAMELSAD
5001,187.0,220.0786,-33.078598,Arkansas,Arkansas County
5003,194.5,216.85855,-22.358551,Ashley,Ashley County
5017,181.4,207.03645,-25.63646,Chicot,Chicot County
5021,189.7,218.7182,-29.018204,Clay,Clay County
5031,196.4,224.16661,-27.766617,Craighead,Craighead County
5035,175.2,206.54498,-31.344986,Crittenden,Crittenden County
5037,186.2,219.41953,-33.21953,Cross,Cross County
5041,192.3,222.49603,-30.19603,Desha,Desha County
5043,186.1,218.05022,-31.95021,Drew,Drew County
5055,176.3,213.22765,-36.927643,Greene,Greene County
5067,177.0,210.66,-33.660004,Jackson,Jackson County
5069,192.7,215.71701,-23.017014,Jefferson,Jefferson County
5077,168.4,215.62393,-47.223938,Lee,Lee County
5079,193.2,218.31078,-25.110779,Lincoln,Lincoln County
5085,185.3,217.72226,-32.422256,Lonoke,Lonoke County
5093,200.0,218.50044,-18.500443,Mississippi,Mississippi County
5095,173.2,211.2855,-38.08551,Monroe,Monroe County
5107,166.7,217.55939,-50.85939,Phillips,Phillips County
5111,197.2,225.95609,-28.756088,Poinsett,Poinsett County
5117,191.1,217.3805,-26.280487,Prairie,Prairie County
5121,176.2,205.66953,-29.469528,Randolph,Randolph County
5123,180.3,214.2559,-33.955902,St. Francis,St. Francis County
5145,184.7,208.75963,-24.059631,White,White County
5147,188.1,204.38147,-16.281464,Woodruff,Woodruff County
17001,197.8,232.84506,-35.04506,Adams,Adams County
17003,188.4,190.41898,-2.018982,Alexander,Alexander County
17007,194.1,212.40219,-18.302185,Boone,Boone County
17009,187.9,227.53644,-39.636444,Brown,Brown County
17011,214.1,231.19183,-17.091827,Bureau,Bureau County
17015,217.1,224.85954,-7.7595367,Carroll,Carroll County
17017,223.5,233.87283,-10.372833,Cass,Cass County
17019,221.3,237.56662,-16.266617,Champaign,Champaign County
17021,232.9,245.40366,-12.503662,Christian,Christian County
17023,203.5,209.52078,-6.0207825,Clark,Clark County
17025,189.3,206.66849,-17.368484,Clay,Clay County
17027,184.8,211.83115,-27.031143,Clinton,Clinton County
17029,234.3,228.5393,5.7606964,Coles,Coles County
17033,194.3,203.56795,-9.267944,Crawford,Crawford County
17037,190.3,223.18552,-32.885513,DeKalb,DeKalb County
17039,225.0,238.78316,-13.783157,De Witt,De Witt County
17041,246.0,243.89368,2.1063232,Douglas,Douglas County
17045,213.1,234.5924,-21.492401,Edgar,Edgar County
17047,168.6,192.13791,-23.537903,Edwards,Edwards County
17049,235.2,225.1732,10.026794,Effingham,Effingham County
17053,201.7,229.42482,-27.724823,Ford,Ford County
17055,155.5,191.9477,-36.447693,Franklin,Franklin County
17057,218.0,227.0628,-9.062805,Fulton,Fulton County
17059,169.8,211.38525,-41.58525,Gallatin,Gallatin County
17061,207.2,229.73163,-22.531631,Greene,Greene County
17063,201.0,230.89983,-29.899826,Grundy,Grundy County
17065,163.6,188.04726,-24.44725,Hamilton,Hamilton County
17067,233.8,237.38895,-3.5889435,Hancock,Hancock County
17071,213.3,233.65625,-20.356247,Henderson,Henderson County
17073,219.5,234.60162,-15.101624,Henry,Henry County
17075,196.0,222.4317,-26.431702,Iroquois,Iroquois County
17077,162.2,181.32225,-19.122253,Jackson,Jackson County
17079,205.7,220.60185,-14.901855,Jasper,Jasper County
17081,161.2,190.20126,-29.001266,Jefferson,Jefferson County
17085,209.1,208.55795,0.5420532,Jo Daviess,Jo Daviess County
17089,189.4,209.11293,-19.712936,Kane,Kane County
17091,181.7,215.36327,-33.66327,Kankakee,Kankakee County
17093,208.0,218.20508,-10.205078,Kendall,Kendall County
17095,226.5,238.47554,-11.97554,Knox,Knox County
17099,215.0,232.98814,-17.988144,LaSalle,LaSalle County
17101,166.0,213.26736,-47.267365,Lawrence,Lawrence County
17103,205.9,223.59116,-17.691162,Lee,Lee County
17105,207.5,237.21466,-29.71466,Livingston,Livingston County
17107,236.2,245.59991,-9.399918,Logan,Logan County
17109,228.9,236.97372,-8.07373,McDonough,McDonough County
17111,190.8,201.07828,-10.278275,McHenry,McHenry County
17113,229.3,242.12428,-12.82428,McLean,McLean County
17115,239.9,249.05106,-9.151062,Macon,Macon County
17117,215.3,232.13934,-16.83934,Macoupin,Macoupin County
17119,197.8,217.53336,-19.733353,Madison,Madison County
17121,199.2,209.9297,-10.729706,Marion,Marion County
