,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,12.057527,12.93506,179.16087,192.2,0.5627798,-13.039124
1,17003,10.564721,10.72762,156.9795,159.40001,0.8864653,-2.4205017
2,17005,11.118822,11.48811,165.21281,170.7,0.5116663,-5.4871826
3,17007,11.473695,12.78027,170.48581,189.9,0.45332444,-19.414185
4,17009,11.835498,12.69951,175.86179,188.7,0.55359757,-12.838211
5,17011,13.599036,14.49642,202.06592,215.4,0.36240426,-13.334076
6,17013,11.987725,10.4988,178.1237,156.0,0.5362183,22.123703
7,17015,13.97437,16.0174,207.64294,238.00002,0.3864261,-30.35707
8,17017,12.057145,13.10331,179.1552,194.7,0.5527738,-15.5448
9,17019,12.657616,13.91764,188.0775,206.8,0.44648707,-18.722504
10,17021,13.550472,14.806,201.34431,220.0,0.4201904,-18.655685
11,17023,11.853416,12.51107,176.12804,185.90001,0.50089777,-9.771973
12,17025,9.877357,8.04908,146.76607,119.6,0.64154506,27.166069
13,17027,10.757357,10.59975,159.84186,157.5,0.6123473,2.341858
14,17029,12.861437,14.01859,191.10605,208.3,0.46155006,-17.193954
15,17033,11.40562,11.60925,169.47429,172.5,0.59231853,-3.025711
16,17035,11.693546,12.19476,173.75255,181.20001,0.49639884,-7.447464
17,17037,12.592954,13.73593,187.1167,204.1,0.39020336,-16.983307
18,17039,13.168598,13.53403,195.6701,201.1,0.40772638,-5.429901
19,17041,12.902319,14.26087,191.7135,211.90001,0.4261086,-20.186508
20,17045,13.105848,13.89072,194.73772,206.40001,0.43698478,-11.6622925
21,17047,11.000204,11.53522,163.45029,171.40001,0.61726874,-7.9497223
22,17049,11.443979,12.70624,170.04427,188.8,0.5000895,-18.755737
23,17051,11.292014,11.46119,167.78624,170.3,0.5020999,-2.5137634
24,17053,12.363235,14.29452,183.70335,212.40001,0.41651076,-28.696655
25,17055,10.284016,10.5661,152.80855,157.0,0.7347244,-4.191452
26,17057,12.468767,13.36578,185.27142,198.6,0.48125908,-13.328583
27,17059,11.788003,12.80719,175.15607,190.3,0.7115142,-15.143936
28,17061,11.947584,13.48692,177.52725,200.40001,0.4866175,-22.872757
29,17063,12.5765705,14.04551,186.87326,208.70001,0.38459635,-21.826752
30,17065,11.185595,11.72366,166.20497,174.20001,0.5990269,-7.995041
31,17067,13.589115,15.00117,201.9185,222.90001,0.46466988,-20.981506
32,17071,13.77924,15.06847,204.74353,223.90001,0.45081598,-19.156479
33,17073,13.640486,14.64448,202.68181,217.6,0.35735676,-14.918198
34,17075,11.561281,13.3927,171.78725,199.0,0.45168626,-27.212753
35,17077,10.545832,11.21891,156.69884,166.70001,0.75807434,-10.001175
36,17079,11.353584,12.07362,168.70111,179.4,0.5124044,-10.698883
37,17081,10.327409,8.60767,153.45332,127.9,0.74685115,25.553322
38,17083,11.589018,11.5756,172.19937,172.0,0.4870731,0.19937134
39,17085,12.7882185,12.87449,190.01811,191.3,0.44275782,-1.2818909
40,17087,10.310661,10.22287,153.20448,151.9,0.95292884,1.3044891
41,17089,12.1889105,11.87172,181.11308,176.40001,0.50026256,4.7130737
42,17091,12.037082,13.18407,178.85709,195.9,0.46061456,-17.042908
43,17093,11.796375,14.09935,175.28047,209.5,0.4221137,-34.21953
44,17095,13.8203945,15.44535,205.35504,229.5,0.3886542,-24.144958
45,17097,10.696363,9.73158,158.93556,144.59999,0.8964494,14.335571
