,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,11.792426,12.93506,175.22179,192.2,0.57528603,-16.97821
1,17003,9.728605,10.72762,144.5558,159.40001,0.9710268,-14.844208
2,17005,10.930109,11.48811,162.40875,170.7,0.5910167,-8.2912445
3,17007,11.379786,12.78027,169.09042,189.9,0.5021655,-20.80957
4,17009,11.714996,12.69951,174.07127,188.7,0.5958086,-14.628723
5,17011,13.535551,14.49642,201.1226,215.4,0.37489614,-14.27739
6,17013,11.736555,10.4988,174.3916,156.0,0.5511814,18.391602
7,17015,13.731815,16.0174,204.03886,238.00002,0.3975808,-33.96115
8,17017,11.868147,13.10331,176.34691,194.7,0.59407824,-18.353088
9,17019,12.328973,13.91764,183.19424,206.8,0.500553,-23.605759
10,17021,13.156659,14.806,195.4927,220.0,0.48399022,-24.507294
11,17023,11.356975,12.51107,168.75148,185.90001,0.5708597,-17.14853
12,17025,9.535864,8.04908,141.69188,119.6,0.73105305,22.09188
13,17027,10.305685,10.59975,153.13054,157.5,0.6849683,-4.369461
14,17029,12.5036125,14.01859,185.7892,208.3,0.5213907,-22.510803
15,17033,10.7761755,11.60925,160.12148,172.5,0.68481743,-12.378525
16,17035,11.416025,12.19476,169.6289,181.20001,0.55193275,-11.571106
17,17037,12.5090275,13.73593,185.86966,204.1,0.426821,-18.230347
18,17039,12.885846,13.53403,191.46873,201.1,0.46207947,-9.631271
19,17041,12.518658,14.26087,186.01274,211.90001,0.4867686,-25.887268
20,17045,12.58725,13.89072,187.03195,206.40001,0.49155328,-19.368057
21,17047,10.197293,11.53522,151.51996,171.40001,0.75922817,-19.88005
22,17049,11.193837,12.70624,166.32745,188.8,0.56143355,-22.47255
23,17051,11.128612,11.46119,165.35828,170.3,0.57514656,-4.9417267
24,17053,12.326484,14.29452,183.15726,212.40001,0.4752983,-29.242752
25,17055,9.5367985,10.5661,141.70578,157.0,0.82171726,-15.29422
26,17057,12.313274,13.36578,182.96098,198.6,0.52791417,-15.639023
27,17059,11.272723,12.80719,167.4996,190.3,0.83354276,-22.8004
28,17061,11.911947,13.48692,176.99773,200.40001,0.5042889,-23.402283
29,17063,12.392061,14.04551,184.13167,208.70001,0.43297723,-24.568344
30,17065,10.452885,11.72366,155.31775,174.20001,0.7103663,-18.882263
31,17067,13.243917,15.00117,196.78926,222.90001,0.49578252,-26.110748
32,17071,13.464136,15.06847,200.06146,223.90001,0.48561534,-23.838547
33,17073,13.43645,14.64448,199.65007,217.6,0.37061372,-17.949936
34,17075,11.473579,13.3927,170.4841,199.0,0.5121505,-28.5159
35,17077,9.826485,11.21891,146.01018,166.70001,0.80909747,-20.689835
