,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17007,13.730304,14.32144,204.0164,212.8,0.4364291,-8.7836,"Boone County, IL"
1,17009,13.926822,11.94575,206.93643,177.5,0.45314246,29.436432,"Brown County, IL"
2,17011,15.396875,16.20584,228.77972,240.79999,0.37421584,-12.020264,"Bureau County, IL"
3,17015,15.258139,16.09816,226.71826,239.2,0.40794134,-12.481735,"Carroll County, IL"
4,17023,14.10337,13.9984,209.55972,208.0,0.4561166,1.5597229,"Clark County, IL"
5,17025,12.032933,11.6429,178.79544,173.00002,0.64513576,5.7954254,"Clay County, IL"
6,17027,12.154328,13.29848,180.59923,197.6,0.6162744,-17.000778,"Clinton County, IL"
7,17029,14.89314,15.31748,221.2948,227.6,0.39538908,-6.3052063,"Coles County, IL"
8,17033,13.2850485,13.33886,197.40042,198.2,0.51130694,-0.7995758,"Crawford County, IL"
9,17035,14.118968,15.22999,209.7915,226.3,0.4261787,-16.5085,"Cumberland County, IL"
10,17041,14.605032,15.16269,217.01385,225.3,0.377985,-8.286148,"Douglas County, IL"
11,17045,14.751062,14.98098,219.1837,222.6,0.37887728,-3.4163055,"Edgar County, IL"
12,17047,12.739551,12.47742,189.29495,185.4,0.5970696,3.8949585,"Edwards County, IL"
13,17049,13.554765,14.63775,201.4081,217.5,0.45575786,-16.091904,"Effingham County, IL"
14,17055,11.778844,11.48138,175.01997,170.6,0.76099384,4.4199677,"Franklin County, IL"
15,17057,14.374084,14.02532,213.58224,208.40001,0.43961495,5.1822357,"Fulton County, IL"
16,17061,13.859117,15.41843,205.9304,229.1,0.42266312,-23.169601,"Greene County, IL"
17,17067,15.074096,15.35786,223.9836,228.2,0.405737,-4.2164,"Hancock County, IL"
18,17075,14.082642,14.38874,209.25174,213.8,0.37665617,-4.5482635,"Iroquois County, IL"
19,17077,11.411064,13.06966,169.55519,194.20001,0.73582906,-24.644821,"Jackson County, IL"
20,17081,11.597637,10.54591,172.32745,156.7,0.7576272,15.627457,"Jefferson County, IL"
21,17083,13.575662,13.03601,201.7186,193.7,0.42548448,8.0186,"Jersey County, IL"
22,17085,13.560645,14.28106,201.49547,212.20001,0.44268805,-10.704544,"Jo Daviess County, IL"
23,17089,14.01616,15.72801,208.2639,233.70001,0.49991465,-25.436111,"Kane County, IL"
24,17095,15.1109705,16.03086,224.53151,238.20001,0.4005605,-13.668503,"Knox County, IL"
25,17097,10.508527,11.08431,156.14453,164.7,1.0427029,-8.555466,"Lake County, IL"
26,17099,14.645649,15.1425,217.61737,225.0,0.3703083,-7.3826294,"LaSalle County, IL"
27,17101,12.814366,13.08985,190.40663,194.50002,0.55346686,-4.093384,"Lawrence County, IL"
28,17105,14.420559,15.57322,214.2728,231.40001,0.37424016,-17.127213,"Livingston County, IL"
29,17107,15.376206,15.78185,228.47261,234.5,0.37198612,-6.0273895,"Logan County, IL"
30,17113,15.022195,16.60291,223.2124,246.69998,0.34885255,-23.48758,"McLean County, IL"
31,17115,14.980399,16.40774,222.59137,243.8,0.38195616,-21.208633,"Macon County, IL"
32,17117,13.631228,13.89072,202.54427,206.40001,0.3990744,-3.8557434,"Macoupin County, IL"
33,17119,12.928317,13.45327,192.09981,199.9,0.5834474,-7.800186,"Madison County, IL"
34,17121,12.076977,12.32263,179.44987,183.1,0.6685213,-3.6501312,"Marion County, IL"
