,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,4.3839355,4.08511,65.1402,60.700005,0.19702956,4.440193,"Adams County, IL"
1,17005,4.6183834,3.85629,68.623825,57.300003,0.17846395,11.323822,"Bond County, IL"
2,17007,4.0009336,4.01108,59.449238,59.6,0.1386633,-0.15076065,"Boone County, IL"
3,17009,4.4738164,4.19952,66.47573,62.4,0.18596388,4.0757294,"Brown County, IL"
4,17011,4.5403357,4.50237,67.46413,66.9,0.14056307,0.56412506,"Bureau County, IL"
5,17013,4.345383,4.01781,64.56736,59.699997,0.21726684,4.867363,"Calhoun County, IL"
6,17015,4.455742,4.73792,66.20716,70.4,0.13170823,-4.1928406,"Carroll County, IL"
7,17017,4.7620244,4.08511,70.75816,60.700005,0.1925527,10.058159,"Cass County, IL"
8,17019,4.5135555,4.85906,67.06621,72.2,0.1729202,-5.133789,"Champaign County, IL"
9,17021,5.011333,4.51583,74.4626,67.1,0.18933481,7.362602,"Christian County, IL"
10,17023,4.902546,4.26009,72.84615,63.3,0.20229325,9.546154,"Clark County, IL"
11,17025,4.3613153,3.66112,64.80409,54.4,0.18424352,10.404091,"Clay County, IL"
12,17027,4.3279834,3.32462,64.308815,49.4,0.17207354,14.908813,"Clinton County, IL"
13,17029,4.9821587,4.79849,74.029106,71.3,0.18340912,2.729103,"Coles County, IL"
14,17033,4.6768365,4.09184,69.49237,60.8,0.18682316,8.692371,"Crawford County, IL"
15,17035,4.791491,4.33412,71.19601,64.399994,0.2054494,6.796013,"Cumberland County, IL"
16,17037,4.2476516,4.36104,63.11518,64.8,0.13364926,-1.6848221,"DeKalb County, IL"
17,17041,4.788879,4.58313,71.15719,68.1,0.1562599,3.05719,"Douglas County, IL"
18,17045,4.8693957,4.45526,72.35358,66.2,0.17700377,6.1535797,"Edgar County, IL"
19,17047,4.4165206,3.74861,65.624374,55.7,0.1805726,9.924374,"Edwards County, IL"
20,17049,4.7422047,3.99089,70.46367,59.3,0.18594955,11.16367,"Effingham County, IL"
21,17051,4.5032725,3.7688,66.913414,56.0,0.17804958,10.913414,"Fayette County, IL"
22,17053,4.3593183,4.75811,64.774414,70.700005,0.17385423,-5.9255905,"Ford County, IL"
23,17055,3.9046178,3.37173,58.018097,50.100002,0.1825503,7.9180946,"Franklin County, IL"
24,17057,4.3944135,4.2399,65.29589,63.000004,0.17204367,2.295887,"Fulton County, IL"
25,17061,4.8697553,4.46872,72.35892,66.4,0.21867487,5.9589157,"Greene County, IL"
26,17063,4.3875337,4.07838,65.193665,60.600002,0.15836555,4.5936623,"Grundy County, IL"
27,17067,4.71728,4.3745,70.093315,65.0,0.17680742,5.093315,"Hancock County, IL"
28,17071,4.721089,4.4418,70.14991,66.0,0.15619867,4.14991,"Henderson County, IL"
29,17073,4.4335427,4.38796,65.877304,65.2,0.14743343,0.6773071,"Henry County, IL"
30,17075,4.2946525,4.41488,63.81356,65.6,0.16958724,-1.786438,"Iroquois County, IL"
31,17079,4.6822777,4.15241,69.57322,61.7,0.1948687,7.8732185,"Jasper County, IL"
32,17081,3.8507187,3.26405,57.217216,48.5,0.19046691,8.7172165,"Jefferson County, IL"
33,17083,4.8126884,4.3072,71.51097,64.0,0.22890803,7.510971,"Jersey County, IL"
34,17085,3.970552,3.71496,58.997803,55.2,0.15043613,3.797802,"Jo Daviess County, IL"
35,17089,3.9880528,4.09184,59.257843,60.8,0.14315791,-1.5421562,"Kane County, IL"
36,17091,4.1623306,4.09184,61.84741,60.8,0.16523802,1.047409,"Kankakee County, IL"
37,17093,4.376705,4.12549,65.03277,61.300003,0.14361951,3.7327652,"Kendall County, IL"
38,17095,4.517476,4.31393,67.12446,64.1,0.14699864,3.0244598,"Knox County, IL"
39,17097,3.3177056,3.59382,49.29726,53.4,0.19145504,-4.1027412,"Lake County, IL"
40,17099,4.4792514,4.36104,66.55649,64.8,0.14503554,1.756485,"LaSalle County, IL"
41,17101,4.594607,4.09184,68.27053,60.8,0.18819322,7.4705315,"Lawrence County, IL"
42,17103,4.35284,4.35431,64.678154,64.700005,0.13912813,-0.021850586,"Lee County, IL"
43,17105,4.5093036,4.55621,67.00303,67.700005,0.17557323,-0.6969757,"Livingston County, IL"
44,17107,4.7488413,4.60332,70.56228,68.4,0.17060292,2.1622772,"Logan County, IL"
45,17109,4.656406,4.56294,69.1888,67.8,0.16592073,1.388794,"McDonough County, IL"
46,17113,4.5609365,4.83214,67.77023,71.8,0.1682652,-4.02977,"McLean County, IL"
47,17117,4.8974175,4.28701,72.76995,63.700005,0.2006671,9.069946,"Macoupin County, IL"
48,17119,4.6983886,3.76207,69.81261,55.9,0.17972648,13.912605,"Madison County, IL"
49,17121,4.393342,3.86975,65.27997,57.5,0.17327054,7.7799683,"Marion County, IL"
50,17123,4.609548,4.63024,68.492546,68.8,0.1516787,-0.30745697,"Marshall County, IL"
51,17125,4.4052377,4.58313,65.456726,68.1,0.22399457,-2.6432724,"Mason County, IL"
52,17127,4.1549916,3.38519,61.73836,50.3,0.19969273,11.438362,"Massac County, IL"
53,17129,4.657459,4.52256,69.20444,67.200005,0.18190064,2.0044327,"Menard County, IL"
