,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,3.7386034,4.11876,55.551315,61.2,0.25000763,-5.6486855,"Adams County, IL"
1,17003,2.8361905,3.45249,42.1425,51.300003,0.28874195,-9.157501,"Alexander County, IL"
2,17005,3.6360667,3.94378,54.027737,58.6,0.23129962,-4.572262,"Bond County, IL"
3,17007,3.908359,4.18606,58.073685,62.2,0.17580564,-4.126316,"Boone County, IL"
4,17009,3.8371496,4.33412,57.0156,64.399994,0.27911523,-7.3843956,"Brown County, IL"
5,17011,4.3298726,4.54275,64.33689,67.5,0.18290383,-3.1631088,"Bureau County, IL"
6,17013,3.6133103,3.88994,53.689606,57.8,0.23644617,-4.1103935,"Calhoun County, IL"
7,17015,4.3310676,4.63697,64.354645,68.9,0.18120019,-4.5453568,"Carroll County, IL"
8,17017,4.287264,4.34758,63.703773,64.6,0.2865312,-0.896225,"Cass County, IL"
9,17019,4.2181544,4.67062,62.676888,69.4,0.2412637,-6.723114,"Champaign County, IL"
10,17021,4.525501,4.67735,67.2437,69.5,0.23713273,-2.2563019,"Christian County, IL"
11,17023,3.8020105,4.12549,56.49347,61.300003,0.23804846,-4.806534,"Clark County, IL"
12,17025,3.340279,3.85629,49.632675,57.300003,0.29265365,-7.667328,"Clay County, IL"
13,17027,3.4032302,3.67458,50.568058,54.600002,0.23821594,-4.0319443,"Clinton County, IL"
14,17033,3.5361452,4.15914,52.54302,61.800003,0.2746592,-9.256985,"Crawford County, IL"
15,17035,3.7222903,4.52256,55.30892,67.200005,0.26388696,-11.891083,"Cumberland County, IL"
16,17037,4.0695744,4.36777,60.46916,64.9,0.16957794,-4.4308434,"DeKalb County, IL"
17,17039,4.440354,4.5764,65.978516,68.0,0.21109492,-2.0214844,"De Witt County, IL"
18,17041,4.1610584,4.6437,61.828506,69.0,0.24239229,-7.1714935,"Douglas County, IL"
19,17045,4.1656923,4.56967,61.89736,67.9,0.26397526,-6.00264,"Edgar County, IL"
20,17047,3.4906685,3.60055,51.86729,53.5,0.26536027,-1.6327095,"Edwards County, IL"
21,17049,3.8608365,4.03127,57.367558,59.9,0.25308567,-2.532444,"Effingham County, IL"
22,17053,4.0926576,4.48891,60.81215,66.700005,0.23759475,-5.8878555,"Ford County, IL"
23,17055,2.9619586,3.1631,44.011272,47.0,0.2535033,-2.9887276,"Franklin County, IL"
24,17057,3.9969707,4.20625,59.39035,62.500004,0.25065705,-3.1096535,"Fulton County, IL"
25,17059,3.4795713,3.72169,51.702396,55.3,0.27127278,-3.5976028,"Gallatin County, IL"
26,17061,3.9254377,4.48218,58.327454,66.600006,0.24530913,-8.2725525,"Greene County, IL"
27,17063,4.0334606,4.24663,59.932552,63.100002,0.20030704,-3.16745,"Grundy County, IL"
28,17065,3.3675213,3.37846,50.037464,50.2,0.2771245,-0.16253662,"Hamilton County, IL"
29,17067,4.1432633,4.54948,61.56409,67.6,0.26283714,-6.0359077,"Hancock County, IL"
30,17071,4.285286,4.52256,63.674385,67.200005,0.23490486,-3.5256195,"Henderson County, IL"
31,17073,4.2024097,4.49564,62.44294,66.799995,0.18443666,-4.3570557,"Henry County, IL"
32,17075,3.9874463,4.29374,59.248833,63.8,0.22900549,-4.5511665,"Iroquois County, IL"
33,17077,2.980915,3.43903,44.292942,51.1,0.2856764,-6.8070564,"Jackson County, IL"
34,17079,3.69399,3.75534,54.88841,55.800003,0.2580037,-0.9115944,"Jasper County, IL"
35,17081,2.9794178,3.23713,44.270695,48.1,0.2855248,-3.8293037,"Jefferson County, IL"
36,17083,3.6589468,4.25336,54.36771,63.199997,0.2656958,-8.832287,"Jersey County, IL"
37,17085,3.897793,4.21298,57.916687,62.6,0.20575334,-4.6833115,"Jo Daviess County, IL"
38,17087,2.904335,3.03523,43.155052,45.1,0.3450021,-1.9449463,"Johnson County, IL"
39,17089,3.851235,4.33412,57.224888,64.399994,0.18680191,-7.175106,"Kane County, IL"
40,17091,3.9471745,4.01781,58.65044,59.699997,0.21423683,-1.0495567,"Kankakee County, IL"
41,17095,4.2634187,4.5091,63.34946,67.0,0.2008863,-3.6505394,"Knox County, IL"
42,17097,3.3591328,3.85629,49.91282,57.300003,0.25334415,-7.387184,"Lake County, IL"
