,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17007,4.4422045,4.23317,66.00601,62.9,0.17813902,3.1060104
1,17009,4.1357965,4.07838,61.453144,60.600002,0.24334878,0.8531418
2,17011,4.6896033,4.90617,69.68207,72.9,0.2373172,-3.2179337
3,17015,4.7338877,4.73119,70.34009,70.3,0.1619097,0.04008484
4,17023,3.7929423,4.26009,56.358727,63.3,0.26630488,-6.9412727
5,17025,3.3016365,3.6342,49.05849,54.000004,0.21537335,-4.941513
6,17027,3.7613895,3.7688,55.88989,56.0,0.19310343,-0.11011124
7,17029,4.2989883,4.79176,63.877983,71.2,0.2926203,-7.322014
8,17031,3.400905,2.88717,50.533504,42.9,0.2658269,7.633503
9,17033,3.6755593,3.91686,54.61455,58.2,0.24529877,-3.5854492
10,17041,4.424524,4.711,65.74329,70.0,0.2911941,-4.256706
11,17045,4.167777,4.79176,61.928337,71.2,0.34751862,-9.27166
12,17049,3.804736,3.74861,56.533966,55.7,0.2432948,0.8339653
13,17051,3.7402961,3.62074,55.576466,53.8,0.23833354,1.7764664
14,17055,3.129191,3.16983,46.49615,47.100002,0.23590523,-0.6038513
15,17057,4.1688004,4.19952,61.943542,62.4,0.25828847,-0.45645905
16,17061,4.1847715,4.74465,62.180855,70.5,0.28735638,-8.319145
17,17067,4.397325,4.32739,65.33916,64.3,0.29221705,1.039154
18,17075,4.3003225,4.39469,63.897808,65.3,0.31579077,-1.402195
19,17077,3.1011355,3.4323,46.07928,51.0,0.25438485,-4.920719
20,17081,3.145922,3.13618,46.744755,46.6,0.23404618,0.14475632
21,17083,4.113275,4.28701,61.1185,63.700005,0.2706168,-2.5815048
22,17085,4.1260247,3.6342,61.307945,54.000004,0.19036603,7.3079414
23,17089,4.384682,4.28701,65.1513,63.700005,0.21391466,1.451294
24,17095,4.5529437,4.54948,67.65147,67.6,0.25276905,0.051467896
25,17097,3.71641,3.45249,55.221546,51.300003,0.22846316,3.9215431
26,17099,4.5128036,4.5091,67.05503,67.0,0.26786274,0.055030823
27,17101,3.573306,3.78899,53.09519,56.3,0.23610547,-3.204811
28,17105,4.31556,4.66389,64.12422,69.299995,0.42826968,-5.1757736
29,17107,4.639539,4.9802,68.93817,74.0,0.29454467,-5.0618286
30,17113,4.4681234,4.99366,66.391136,74.2,0.3580812,-7.808861
