,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,4.3839355,4.08511,65.1402,60.700005,0.19702956,4.440193
1,17005,4.6183834,3.85629,68.623825,57.300003,0.17846395,11.323822
2,17007,4.0009336,4.01108,59.449238,59.6,0.1386633,-0.15076065
3,17009,4.4738164,4.19952,66.47573,62.4,0.18596388,4.0757294
4,17011,4.5403357,4.50237,67.46413,66.9,0.14056307,0.56412506
5,17013,4.345383,4.01781,64.56736,59.699997,0.21726684,4.867363
6,17015,4.455742,4.73792,66.20716,70.4,0.13170823,-4.1928406
7,17017,4.7620244,4.08511,70.75816,60.700005,0.1925527,10.058159
8,17019,4.5135555,4.85906,67.06621,72.2,0.1729202,-5.133789
9,17021,5.011333,4.51583,74.4626,67.1,0.18933481,7.362602
10,17023,4.902546,4.26009,72.84615,63.3,0.20229325,9.546154
11,17025,4.3613153,3.66112,64.80409,54.4,0.18424352,10.404091
12,17027,4.3279834,3.32462,64.308815,49.4,0.17207354,14.908813
13,17029,4.9821587,4.79849,74.029106,71.3,0.18340912,2.729103
14,17033,4.6768365,4.09184,69.49237,60.8,0.18682316,8.692371
15,17035,4.791491,4.33412,71.19601,64.399994,0.2054494,6.796013
16,17037,4.2476516,4.36104,63.11518,64.8,0.13364926,-1.6848221
17,17041,4.788879,4.58313,71.15719,68.1,0.1562599,3.05719
18,17045,4.8693957,4.45526,72.35358,66.2,0.17700377,6.1535797
19,17047,4.4165206,3.74861,65.624374,55.7,0.1805726,9.924374
20,17049,4.7422047,3.99089,70.46367,59.3,0.18594955,11.16367
21,17051,4.5032725,3.7688,66.913414,56.0,0.17804958,10.913414
22,17053,4.3593183,4.75811,64.774414,70.700005,0.17385423,-5.9255905
23,17055,3.9046178,3.37173,58.018097,50.100002,0.1825503,7.9180946
24,17057,4.3944135,4.2399,65.29589,63.000004,0.17204367,2.295887
25,17061,4.8697553,4.46872,72.35892,66.4,0.21867487,5.9589157
