,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,3.7386034,4.11876,55.551315,61.2,0.25000763,-5.6486855
1,17003,2.8361905,3.45249,42.1425,51.300003,0.28874195,-9.157501
2,17005,3.6360667,3.94378,54.027737,58.6,0.23129962,-4.572262
3,17007,3.908359,4.18606,58.073685,62.2,0.17580564,-4.126316
4,17009,3.8371496,4.33412,57.0156,64.399994,0.27911523,-7.3843956
5,17011,4.3298726,4.54275,64.33689,67.5,0.18290383,-3.1631088
6,17013,3.6133103,3.88994,53.689606,57.8,0.23644617,-4.1103935
7,17015,4.3310676,4.63697,64.354645,68.9,0.18120019,-4.5453568
8,17017,4.287264,4.34758,63.703773,64.6,0.2865312,-0.896225
9,17019,4.2181544,4.67062,62.676888,69.4,0.2412637,-6.723114
10,17021,4.525501,4.67735,67.2437,69.5,0.23713273,-2.2563019
11,17023,3.8020105,4.12549,56.49347,61.300003,0.23804846,-4.806534
12,17025,3.340279,3.85629,49.632675,57.300003,0.29265365,-7.667328
13,17027,3.4032302,3.67458,50.568058,54.600002,0.23821594,-4.0319443
14,17033,3.5361452,4.15914,52.54302,61.800003,0.2746592,-9.256985
15,17035,3.7222903,4.52256,55.30892,67.200005,0.26388696,-11.891083
16,17037,4.0695744,4.36777,60.46916,64.9,0.16957794,-4.4308434
17,17039,4.440354,4.5764,65.978516,68.0,0.21109492,-2.0214844
18,17041,4.1610584,4.6437,61.828506,69.0,0.24239229,-7.1714935
19,17045,4.1656923,4.56967,61.89736,67.9,0.26397526,-6.00264
20,17047,3.4906685,3.60055,51.86729,53.5,0.26536027,-1.6327095
21,17049,3.8608365,4.03127,57.367558,59.9,0.25308567,-2.532444
22,17053,4.0926576,4.48891,60.81215,66.700005,0.23759475,-5.8878555
23,17055,2.9619586,3.1631,44.011272,47.0,0.2535033,-2.9887276
24,17057,3.9969707,4.20625,59.39035,62.500004,0.25065705,-3.1096535
25,17059,3.4795713,3.72169,51.702396,55.3,0.27127278,-3.5976028
26,17061,3.9254377,4.48218,58.327454,66.600006,0.24530913,-8.2725525
27,17063,4.0334606,4.24663,59.932552,63.100002,0.20030704,-3.16745
28,17065,3.3675213,3.37846,50.037464,50.2,0.2771245,-0.16253662
29,17067,4.1432633,4.54948,61.56409,67.6,0.26283714,-6.0359077
30,17071,4.285286,4.52256,63.674385,67.200005,0.23490486,-3.5256195
31,17073,4.2024097,4.49564,62.44294,66.799995,0.18443666,-4.3570557
32,17075,3.9874463,4.29374,59.248833,63.8,0.22900549,-4.5511665
33,17077,2.980915,3.43903,44.292942,51.1,0.2856764,-6.8070564
34,17079,3.69399,3.75534,54.88841,55.800003,0.2580037,-0.9115944
35,17081,2.9794178,3.23713,44.270695,48.1,0.2855248,-3.8293037
36,17083,3.6589468,4.25336,54.36771,63.199997,0.2656958,-8.832287
37,17085,3.897793,4.21298,57.916687,62.6,0.20575334,-4.6833115
38,17087,2.904335,3.03523,43.155052,45.1,0.3450021,-1.9449463
39,17089,3.851235,4.33412,57.224888,64.399994,0.18680191,-7.175106
40,17091,3.9471745,4.01781,58.65044,59.699997,0.21423683,-1.0495567
41,17095,4.2634187,4.5091,63.34946,67.0,0.2008863,-3.6505394
42,17097,3.3591328,3.85629,49.91282,57.300003,0.25334415,-7.387184
43,17099,4.1947536,4.42161,62.329178,65.7,0.18269822,-3.370819
44,17101,3.6503425,3.9034,54.23986,58.0,0.26973855,-3.7601395
45,17103,4.253768,4.49564,63.206062,66.799995,0.18011346,-3.593933
46,17105,4.263625,4.27355,63.352528,63.5,0.20297594,-0.14747238
47,17107,4.4333043,4.83214,65.873764,71.8,0.25271064,-5.926239
48,17109,4.2512965,4.46199,63.16934,66.299995,0.25072423,-3.1306572
49,17113,4.380994,4.63024,65.09649,68.8,0.20615736,-3.703514
50,17115,4.3692465,4.96674,64.921936,73.8,0.22538319,-8.878067
51,17117,3.9700773,4.38123,58.99075,65.1,0.24949372,-6.109249
52,17119,3.7385864,4.01108,55.551064,59.6,0.21637471,-4.048935
53,17121,3.314279,3.65439,49.246346,54.300003,0.27759966,-5.0536575
54,17123,4.2853146,4.31393,63.67481,64.1,0.19978672,-0.42518997
55,17125,4.11008,4.21298,61.071022,62.6,0.31016785,-1.5289764
56,17127,3.1336894,3.365,46.562992,50.0,0.27147093,-3.437008
57,17129,4.418522,4.56967,65.65411,67.9,0.2776551,-2.2458878
58,17131,4.1121664,4.3745,61.102028,65.0,0.21581082,-3.897972
59,17133,3.1280072,3.57363,46.47856,53.100002,0.27145198,-6.621441
60,17135,4.0900564,4.61678,60.7735,68.6,0.23196739,-7.8265
61,17137,4.385478,4.711,65.163124,70.0,0.26256886,-4.836876
62,17139,4.181511,4.42161,62.13241,65.7,0.24453747,-3.5675888
63,17141,4.1697016,4.54948,61.956932,67.6,0.1852381,-5.6430664
64,17143,4.3146696,4.3072,64.11099,64.0,0.21829048,0.11099243
65,17145,2.8356724,2.92082,42.134804,43.4,0.25859246,-1.2651978
66,17147,4.3962092,4.99366,65.32258,74.2,0.24042316,-8.8774185
67,17153,3.0219407,3.60055,44.90254,53.5,0.25664338,-8.597462
68,17155,4.1420507,4.34758,61.546074,64.6,0.20603703,-3.0539246
69,17157,2.9606113,3.38519,43.991253,50.3,0.25688604,-6.3087463
70,17159,3.6649578,3.77553,54.457024,56.100002,0.2674414,-1.6429787
71,17161,4.1133666,4.46199,61.11986,66.299995,0.18958296,-5.180134
72,17163,3.3597696,3.60728,49.922283,53.600002,0.22924086,-3.677719
73,17165,3.3618727,3.55344,49.953533,52.800003,0.27575025,-2.8464699
74,17167,4.532943,4.89271,67.35428,72.700005,0.2583229,-5.345726
75,17169,3.886364,4.24663,57.746864,63.100002,0.27979073,-5.353138
76,17171,3.9489758,4.85233,58.677204,72.100006,0.28204152,-13.422802
77,17173,4.09559,4.51583,60.855724,67.1,0.24678105,-6.244274
78,17175,4.4510703,4.76484,66.13775,70.8,0.2000733,-4.6622543
79,17177,4.0688066,4.19279,60.457752,62.3,0.19092312,-1.842247
80,17179,4.332827,4.7783,64.38079,71.0,0.2284463,-6.6192093
81,17181,2.8458462,3.2304,42.285976,48.0,0.31286585,-5.7140236
82,17183,4.1199036,4.54948,61.21699,67.6,0.24889752,-6.383007
83,17185,3.8196259,3.91013,56.755215,58.100002,0.26194358,-1.3447876
84,17187,4.322624,4.34085,64.22919,64.5,0.21899782,-0.270813
85,17189,3.12224,3.39865,46.392868,50.5,0.23591724,-4.107132
86,17191,3.3498316,3.79572,49.774616,56.4,0.28413564,-6.6253853
87,17193,3.4380848,3.66785,51.085957,54.5,0.27228147,-3.4140434
88,17195,4.221957,4.46872,62.73339,66.4,0.19150813,-3.6666107
89,17197,3.6053162,3.84956,53.57082,57.2,0.22280793,-3.629181
