,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17003,3.7185214,3.93705,55.25292,58.500004,0.20853317,-3.2470856
1,17005,4.389692,4.3745,65.22573,65.0,0.1815925,0.2257309
2,17007,4.009812,4.65716,59.581158,69.2,0.16528484,-9.618839
3,17009,4.0279174,3.99762,59.850185,59.4,0.16730537,0.45018387
4,17011,4.6158214,4.46872,68.585754,66.4,0.14704643,2.1857529
5,17015,4.469074,4.61678,66.40526,68.6,0.14869663,-2.1947403
6,17017,4.643723,4.60332,69.00034,68.4,0.17094679,0.6003418
7,17019,4.755203,5.06769,70.6568,75.299995,0.17355403,-4.643196
8,17021,4.8401923,4.79176,71.91965,71.2,0.16304295,0.71965027
9,17023,4.3847175,4.40815,65.15182,65.5,0.1999003,-0.34818268
10,17025,4.107566,3.98416,61.03367,59.2,0.21713223,1.8336678
11,17027,4.1976323,4.28028,62.371952,63.600002,0.1995065,-1.2280502
12,17031,3.0614038,3.08234,45.48891,45.8,0.22123986,-0.31108856
13,17033,4.3050785,4.3745,63.96848,65.0,0.21786286,-1.0315208
14,17037,4.3205733,4.30047,64.198715,63.899998,0.1572003,0.2987175
15,17039,4.809433,4.75811,71.4626,70.700005,0.16493767,0.76259613
16,17045,4.6451936,4.76484,69.022194,70.8,0.18909869,-1.7778091
17,17047,4.1775208,4.24663,62.073116,63.100002,0.2064824,-1.026886
18,17049,4.279303,4.35431,63.585484,64.700005,0.19756225,-1.114521
19,17051,4.2686777,4.27355,63.427605,63.5,0.1885214,-0.072395325
20,17053,4.34387,4.48891,64.544876,66.700005,0.1675345,-2.1551285
21,17055,3.5121543,3.58709,52.186543,53.3,0.2149365,-1.1134567
22,17057,4.2601614,4.40815,63.30106,65.5,0.16912447,-2.1989403
23,17059,4.3159966,4.20625,64.13071,62.500004,0.27498198,1.630703
24,17063,4.261667,4.00435,63.32343,59.500004,0.1752659,3.8234253
25,17067,4.5129437,4.52929,67.05711,67.3,0.16288748,-0.2428894
26,17069,3.6079056,3.40538,53.609295,50.600002,0.27227202,3.0092926
27,17071,4.3937755,4.48218,65.286415,66.600006,0.15321411,-1.313591
28,17073,4.5026937,4.58313,66.90481,68.1,0.13826549,-1.1951904
29,17075,4.2785015,3.89667,63.573574,57.9,0.1611116,5.6735725
30,17077,3.7808135,3.35827,56.178505,49.899998,0.20622467,6.278507
31,17081,3.5516102,3.21021,52.77281,47.7,0.21268237,5.072811
32,17085,3.9411647,3.95051,58.561142,58.7,0.16425903,-0.1388588
33,17087,3.388753,2.94774,50.352943,43.800003,0.29333922,6.5529404
34,17089,4.170338,4.55621,61.966393,67.700005,0.16699988,-5.733612
35,17091,4.1460686,4.15241,61.605774,61.7,0.18027899,-0.09422684
36,17093,4.3123,4.46199,64.07578,66.299995,0.16866443,-2.2242126
37,17095,4.4763713,4.60332,66.51369,68.4,0.14801557,-1.8863144
38,17097,3.167774,3.38519,47.06945,50.3,0.21983433,-3.2305489
39,17101,4.313855,4.06492,64.09889,60.4,0.21249926,3.6988907
40,17103,4.4346704,4.54948,65.894066,67.6,0.15751955,-1.7059326
41,17105,4.4480386,4.4418,66.0927,66.0,0.18029149,0.09269714
42,17113,4.678556,4.53602,69.51792,67.4,0.16105041,2.11792
43,17115,4.7375274,5.00712,70.394165,74.4,0.16488197,-4.0058365
44,17117,4.439224,4.76484,65.96172,70.8,0.15728697,-4.8382797
45,17119,4.2468586,4.1053,63.103397,61.0,0.18401292,2.1033974
46,17121,4.1630425,4.04473,61.857986,60.100002,0.20649447,1.7579842
47,17125,4.375996,4.35431,65.02223,64.700005,0.17747532,0.32222748
48,17127,3.5532713,3.53325,52.797493,52.500004,0.21444912,0.29748917
49,17129,4.6873174,4.46872,69.6481,66.4,0.17239715,3.2481003
50,17133,3.8730166,3.78899,57.54854,56.3,0.2060456,1.248539
51,17139,4.735143,4.87252,70.35874,72.4,0.17066228,-2.0412598
52,17141,4.231328,4.15914,62.87263,61.800003,0.15703456,1.072628
53,17143,4.447702,4.69081,66.0877,69.700005,0.15608016,-3.6123047
54,17145,3.5191247,3.58036,52.290115,53.2,0.19989488,-0.9098854
55,17147,4.928427,5.20229,73.23072,77.3,0.1694595,-4.0692825
56,17153,3.797788,3.82264,56.43073,56.8,0.22772369,-0.36927032
57,17155,4.387527,4.18606,65.193565,62.2,0.15622965,2.9935646
58,17157,3.6746442,3.72169,54.600956,55.3,0.19733502,-0.6990433
