,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,29175,6.462467,44.5,1.1811258
1,20053,5.1123886,14.5,1.1918204
2,20151,6.590407,37.8,1.2348381
4,18117,9.817717,63.0,1.3560853
5,39065,8.798972,59.4,1.4111681
6,19177,7.5322037,43.6,1.120585
7,17177,9.851114,62.3,1.2336519
8,29075,6.6764393,42.0,1.1396799
9,55053,8.605976,47.7,1.3443187
10,20081,8.472055,30.5,1.2998366
11,27139,9.505742,54.8,0.97707427
12,39003,9.131966,58.3,1.4137077
14,18145,8.866684,63.6,1.352206
15,39045,9.315682,59.6,1.2460457
16,19093,8.964062,63.1,1.056532
17,17115,10.447849,73.8,1.0979698
18,46025,7.334826,42.1,1.2130388
19,17157,8.308982,50.3,1.1827259
20,26073,8.379882,44.4,1.3043398
21,55081,8.24138,49.0,1.456384
22,27085,9.127921,54.3,0.9925498
23,38077,8.58132,38.7,1.0524561
24,18061,8.797944,56.1,1.2060204
25,19031,9.800247,67.0,1.1949997
26,19121,7.9036684,55.4,1.1258888
27,17095,9.695827,67.0,1.1445996
28,31019,9.01468,51.5,1.1156118
29,17185,9.3595085,58.1,1.2316136
30,29049,7.0815663,48.5,1.1637096
31,55019,8.816493,53.0,1.3028595
32,26151,8.793002,52.3,1.2421532
33,38015,5.862624,27.7,1.254952
34,27113,6.691045,34.5,1.3427668
35,39011,8.947085,60.2,1.3939621
36,18089,7.765067,51.8,1.1423906
37,19059,7.5103226,58.8,1.0506353
38,17123,9.123077,64.1,1.1281891
39,26081,8.883573,51.8,1.2054143
40,20005,6.8726788,44.3,1.1006988
41,27029,7.636921,36.1,1.2779456
42,18027,9.685414,58.6,1.2515332
43,17039,10.505008,68.0,1.1215811
44,46013,7.252631,43.1,1.2425869
45,20161,5.901001,35.0,1.1597072
46,17067,10.289258,67.6,1.0422113
47,31135,8.758903,61.3,1.2716783
48,26025,6.2904882,48.9,1.3198377
49,55135,8.458367,49.5,1.3658947
50,29199,6.4157925,42.0,1.1481618
51,20205,5.008347,15.8,1.2370012
52,39127,9.256591,52.5,1.3329895
54,17013,8.479217,57.8,1.1559844
55,31065,6.6190944,37.5,1.19623
56,31163,8.440021,50.9,1.1454034
57,29129,7.193474,46.2,1.0943512
58,29227,6.3455663,46.3,1.1149534
59,38095,7.330637,34.9,1.3587438
60,20105,5.038684,12.3,1.2336907
