,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,4.3319793,-1.0,64.368195,-14.858841,0.14343235,79.227036
1,17003,3.243865,-1.0,48.200073,-14.858841,0.11853631,63.058914
2,17005,3.6053452,-1.0,53.57125,-14.858841,0.11378286,68.43009
3,17007,4.3619547,-1.0,64.81359,-14.858841,0.13300692,79.67243
4,17009,4.26562,-1.0,63.38217,-14.858841,0.14677708,78.24101
5,17011,4.6720576,-1.0,69.421364,-14.858841,0.13680597,84.280205
6,17013,3.835701,-1.0,56.994072,-14.858841,0.13117194,71.85291
7,17015,4.6705413,-1.0,69.398834,-14.858841,0.12554912,84.257675
8,17017,4.5222597,-1.0,67.19554,-14.858841,0.17225686,82.05438
9,17019,4.639266,-1.0,68.93412,-14.858841,0.18403791,83.79296
10,17021,4.683368,-1.0,69.589424,-14.858841,0.13858214,84.448265
11,17023,4.33882,-1.0,64.46983,-14.858841,0.11875702,79.328674
12,17025,3.6288915,-1.0,53.921124,-14.858841,0.11179353,68.77997
13,17027,3.2852788,-1.0,48.815437,-14.858841,0.11536019,63.67428
14,17029,4.5282216,-1.0,67.28413,-14.858841,0.1332996,82.14297
15,17031,3.5351448,-1.0,52.528156,-14.858841,0.16836785,67.38699
16,17033,4.1657257,-1.0,61.897858,-14.858841,0.1116631,76.7567
17,17035,4.228617,-1.0,62.83235,-14.858841,0.11948495,77.69119
18,17037,4.4504895,-1.0,66.12912,-14.858841,0.12344003,80.98796
19,17039,4.888634,-1.0,72.63944,-14.858841,0.14566341,87.49828
20,17041,4.5954323,-1.0,68.2828,-14.858841,0.14372264,83.14164
21,17043,4.0090947,-1.0,59.570503,-14.858841,0.1945472,74.429344
22,17045,4.713226,-1.0,70.03307,-14.858841,0.14134896,84.891914
23,17047,3.6004019,-1.0,53.4978,-14.858841,0.11020989,68.35664
24,17049,3.998406,-1.0,59.41168,-14.858841,0.116015755,74.27052
25,17051,3.5788016,-1.0,53.176846,-14.858841,0.119203106,68.03569
26,17053,4.6013675,-1.0,68.37099,-14.858841,0.13472898,83.22983
27,17055,2.5770125,-1.0,38.29142,-14.858841,0.1323221,53.15026
28,17057,4.529757,-1.0,67.30694,-14.858841,0.15946397,82.16578
29,17059,3.4201827,-1.0,50.81995,-14.858841,0.11868201,65.67879
30,17061,4.385534,-1.0,65.16395,-14.858841,0.13601734,80.02279
31,17063,4.6808724,-1.0,69.55234,-14.858841,0.14844458,84.41118
32,17065,3.199802,-1.0,47.54535,-14.858841,0.11622188,62.40419
33,17067,4.651577,-1.0,69.11704,-14.858841,0.14153185,83.97588
34,17069,3.2921033,-1.0,48.91684,-14.858841,0.14101882,63.77568
35,17071,4.756952,-1.0,70.68279,-14.858841,0.12756209,85.54163
36,17073,4.619411,-1.0,68.63909,-14.858841,0.13429973,83.49793
37,17075,4.7538743,-1.0,70.63706,-14.858841,0.121631645,85.4959
38,17077,2.9688368,-1.0,44.113476,-14.858841,0.12417525,58.972317
39,17079,4.0935473,-1.0,60.82537,-14.858841,0.11245644,75.68421
40,17081,2.7397623,-1.0,40.709694,-14.858841,0.13347496,55.568535
41,17083,4.2107086,-1.0,62.56625,-14.858841,0.11425496,77.425095
42,17085,4.536985,-1.0,67.41434,-14.858841,0.12832609,82.27318
43,17087,2.9032998,-1.0,43.13967,-14.858841,0.14760655,57.998512
44,17089,4.3537555,-1.0,64.691765,-14.858841,0.1376273,79.550606
45,17091,4.633776,-1.0,68.85255,-14.858841,0.1571631,83.71139
46,17093,4.5585866,-1.0,67.73531,-14.858841,0.1382862,82.594154
47,17095,4.75055,-1.0,70.58766,-14.858841,0.13775648,85.4465
48,17097,3.6375232,-1.0,54.049377,-14.858841,0.18652079,68.90822
49,17099,4.6748805,-1.0,69.46331,-14.858841,0.13459636,84.32215
50,17101,4.0049534,-1.0,59.508965,-14.858841,0.11004836,74.367805
51,17103,4.5239253,-1.0,67.22029,-14.858841,0.1322367,82.07913
52,17105,4.756994,-1.0,70.68342,-14.858841,0.14132293,85.54226
53,17107,4.9652095,-1.0,73.77726,-14.858841,0.15314978,88.6361
54,17109,4.769568,-1.0,70.870255,-14.858841,0.14349066,85.729095
55,17111,4.1901913,-1.0,62.261387,-14.858841,0.13715066,77.120224
56,17113,4.8926997,-1.0,72.699844,-14.858841,0.15212806,87.558685
57,17115,4.7949414,-1.0,71.24728,-14.858841,0.14339697,86.10612
58,17117,4.3891425,-1.0,65.217575,-14.858841,0.11525617,80.076416
59,17119,3.770018,-1.0,56.0181,-14.858841,0.11824225,70.87694
60,17121,3.2107105,-1.0,47.70744,-14.858841,0.120511465,62.56628
61,17123,4.807076,-1.0,71.42758,-14.858841,0.14898634,86.28642
62,17125,4.2673955,-1.0,63.40855,-14.858841,0.20501027,78.267395
63,17127,3.254642,-1.0,48.36021,-14.858841,0.11903334,63.21905
64,17129,4.788012,-1.0,71.14431,-14.858841,0.15437712,86.00315
65,17131,4.615377,-1.0,68.579155,-14.858841,0.13063064,83.437996
66,17133,3.1760392,-1.0,47.19226,-14.858841,0.12614684,62.0511
67,17135,4.2307076,-1.0,62.863415,-14.858841,0.116080515,77.72226
68,17137,4.663508,-1.0,69.29433,-14.858841,0.15239048,84.15317
69,17139,4.5027075,-1.0,66.905014,-14.858841,0.12628698,81.763855
70,17141,4.48985,-1.0,66.71397,-14.858841,0.124032274,81.57281
71,17143,4.676017,-1.0,69.480194,-14.858841,0.18362279,84.339035
72,17145,2.5216775,-1.0,37.469204,-14.858841,0.13207115,52.328045
73,17147,4.809878,-1.0,71.46921,-14.858841,0.15682662,86.32805
74,17149,4.2752404,-1.0,63.52512,-14.858841,0.13890736,78.38396
75,17151,3.17458,-1.0,47.17058,-14.858841,0.13469107,62.029423
76,17153,3.0602899,-1.0,45.472363,-14.858841,0.117301226,60.331203
77,17155,4.641838,-1.0,68.972336,-14.858841,0.1358838,83.83118
78,17157,2.7708535,-1.0,41.171673,-14.858841,0.12553725,56.030514
79,17159,3.7028723,-1.0,55.02039,-14.858841,0.110976994,69.87923
80,17161,4.5964413,-1.0,68.29779,-14.858841,0.129112,83.15663
81,17163,3.4472852,-1.0,51.222664,-14.858841,0.115184635,66.081505
82,17165,3.0285134,-1.0,45.0002,-14.858841,0.12443657,59.85904
83,17167,4.732636,-1.0,70.32149,-14.858841,0.14473939,85.18033
84,17169,4.3667126,-1.0,64.884285,-14.858841,0.15395899,79.743126
85,17171,4.424481,-1.0,65.74266,-14.858841,0.15518998,80.6015
86,17173,4.231046,-1.0,62.868443,-14.858841,0.116289675,77.72728
87,17175,4.814082,-1.0,71.531685,-14.858841,0.14956068,86.390526
88,17177,4.53,-1.0,67.310555,-14.858841,0.122744285,82.169395
89,17179,4.7570395,-1.0,70.6841,-14.858841,0.2161303,85.54294
90,17181,3.1403828,-1.0,46.66245,-14.858841,0.13816293,61.52129
91,17183,4.570129,-1.0,67.90682,-14.858841,0.15278845,82.76566
92,17185,3.953177,-1.0,58.739628,-14.858841,0.10843644,73.598465
93,17187,4.844993,-1.0,71.99098,-14.858841,0.13270864,86.84982
94,17189,2.8294806,-1.0,42.042805,-14.858841,0.1222324,56.901646
95,17191,3.3958292,-1.0,50.458088,-14.858841,0.11459312,65.316925
96,17193,3.4821196,-1.0,51.74026,-14.858841,0.11366061,66.599106
97,17195,4.487359,-1.0,66.676956,-14.858841,0.14162286,81.5358
98,17197,4.3599358,-1.0,64.78359,-14.858841,0.15394275,79.64243
99,17199,2.5575218,-1.0,38.001812,-14.858841,0.14520997,52.860653
100,17201,4.211527,-1.0,62.578407,-14.858841,0.13601424,77.43725
101,17203,4.7835727,-1.0,71.07835,-14.858841,0.16913241,85.93719
102,18001,4.0830383,-1.0,60.669216,-14.858841,0.12430007,75.52806
103,18003,3.9083676,-1.0,58.073814,-14.858841,0.13029373,72.932655
104,18005,4.0810747,-1.0,60.64004,-14.858841,0.10919943,75.498886
105,18007,4.875086,-1.0,72.438126,-14.858841,0.1274821,87.29697
106,18009,4.1196036,-1.0,61.212536,-14.858841,0.1247127,76.07138
107,18011,4.3690352,-1.0,64.9188,-14.858841,0.11327745,79.77764
108,18013,3.6041574,-1.0,53.553604,-14.858841,0.2106952,68.412445
109,18015,4.6967344,-1.0,69.78803,-14.858841,0.13646664,84.64687
110,18017,4.4293947,-1.0,65.815674,-14.858841,0.13133053,80.674515
111,18019,3.5149684,-1.0,52.228355,-14.858841,0.14447361,67.0872
112,18021,4.260218,-1.0,63.301907,-14.858841,0.112422526,78.16075
113,18023,4.4922576,-1.0,66.74974,-14.858841,0.11144911,81.60858
114,18025,3.7307405,-1.0,55.434483,-14.858841,0.20422933,70.29332
115,18027,4.110368,-1.0,61.075302,-14.858841,0.11038989,75.93414
116,18029,3.499218,-1.0,51.994324,-14.858841,0.1505763,66.853165
117,18031,4.304669,-1.0,63.96239,-14.858841,0.107770294,78.82123
118,18033,3.7782068,-1.0,56.139774,-14.858841,0.13450882,70.99861
119,18035,4.1671605,-1.0,61.919178,-14.858841,0.11512009,76.778015
120,18037,4.156751,-1.0,61.764503,-14.858841,0.11722372,76.623344
121,18039,4.3480926,-1.0,64.60762,-14.858841,0.12772319,79.46646
122,18041,4.0510755,-1.0,60.194286,-14.858841,0.118494056,75.05313
123,18043,3.4218206,-1.0,50.844288,-14.858841,0.16041134,65.703125
124,18045,4.579211,-1.0,68.04177,-14.858841,0.12486207,82.90061
125,18047,3.95612,-1.0,58.78336,-14.858841,0.1177836,73.6422
126,18049,4.4990025,-1.0,66.84996,-14.858841,0.11265015,81.7088
127,18051,3.970655,-1.0,58.999332,-14.858841,0.11028095,73.85817
128,18053,4.3739333,-1.0,64.99158,-14.858841,0.11495374,79.85042
129,18055,4.0098786,-1.0,59.58215,-14.858841,0.11287792,74.440994
130,18057,4.060774,-1.0,60.338394,-14.858841,0.12869243,75.197235
131,18059,4.1260386,-1.0,61.30815,-14.858841,0.116983995,76.16699
132,18061,3.7735114,-1.0,56.070007,-14.858841,0.13343133,70.92885
133,18063,4.242384,-1.0,63.03691,-14.858841,0.114739805,77.89575
134,18065,4.1751485,-1.0,62.03787,-14.858841,0.11754728,76.89671
135,18067,4.499206,-1.0,66.85299,-14.858841,0.11710978,81.71183
136,18069,4.282435,-1.0,63.63202,-14.858841,0.12301675,78.49086
137,18071,3.8695474,-1.0,57.49699,-14.858841,0.12596086,72.355835
138,18073,4.559737,-1.0,67.75241,-14.858841,0.13333881,82.61125
139,18075,4.2133784,-1.0,62.605923,-14.858841,0.12187608,77.46477
140,18077,3.3624482,-1.0,49.962086,-14.858841,0.15590096,64.82092
141,18079,3.518176,-1.0,52.27602,-14.858841,0.1311633,67.13486
142,18081,4.0574,-1.0,60.288265,-14.858841,0.121157,75.14711
143,18083,4.3653436,-1.0,64.863945,-14.858841,0.10326536,79.722786
144,18085,4.490351,-1.0,66.72141,-14.858841,0.1158594,81.58025
145,18087,4.0638213,-1.0,60.383675,-14.858841,0.12349663,75.242516
146,18089,4.467376,-1.0,66.380035,-14.858841,0.14162548,81.23888
147,18091,4.3977923,-1.0,65.3461,-14.858841,0.11959149,80.20494
148,18093,3.8456202,-1.0,57.14146,-14.858841,0.14558873,72.000305
149,18095,4.4262185,-1.0,65.76848,-14.858841,0.10663956,80.62732
150,18097,3.5432868,-1.0,52.649136,-14.858841,0.16940077,67.50798
151,18099,4.6438117,-1.0,69.00166,-14.858841,0.10740082,83.860504
152,18101,4.1485324,-1.0,61.642384,-14.858841,0.13255222,76.50122
153,18103,4.2659664,-1.0,63.387318,-14.858841,0.12160483,78.246155
154,18105,3.6105194,-1.0,53.648136,-14.858841,0.16728744,68.50697
155,18107,4.6262965,-1.0,68.7414,-14.858841,0.110522635,83.60024
156,18109,4.1978226,-1.0,62.37478,-14.858841,0.11314192,77.23362
157,18111,4.7549343,-1.0,70.65282,-14.858841,0.12711267,85.51166
158,18113,4.189832,-1.0,62.25605,-14.858841,0.11682078,77.11489
159,18115,3.717589,-1.0,55.239063,-14.858841,0.15438762,70.0979
160,18117,4.23023,-1.0,62.85631,-14.858841,0.1255181,77.71515
161,18119,3.745173,-1.0,55.64893,-14.858841,0.13790469,70.50777
162,18121,4.264942,-1.0,63.372097,-14.858841,0.12661816,78.23094
163,18123,3.616704,-1.0,53.74003,-14.858841,0.15086658,68.59887
164,18125,3.885232,-1.0,57.730045,-14.858841,0.11137757,72.58888
165,18127,4.4523997,-1.0,66.1575,-14.858841,0.12592451,81.01634
166,18129,3.8952994,-1.0,57.879635,-14.858841,0.11279967,72.73848
167,18131,4.21215,-1.0,62.58767,-14.858841,0.14727302,77.44651
168,18133,4.282567,-1.0,63.633984,-14.858841,0.1102241,78.49283
169,18135,4.246344,-1.0,63.095753,-14.858841,0.109738365,77.95459
170,18137,3.573287,-1.0,53.094906,-14.858841,0.13493761,67.95375
171,18139,4.4306006,-1.0,65.83359,-14.858841,0.106760815,80.69243
172,18141,4.4540467,-1.0,66.18198,-14.858841,0.11990566,81.04082
173,18143,3.4651227,-1.0,51.48771,-14.858841,0.14862297,66.34655
174,18145,4.2109704,-1.0,62.57014,-14.858841,0.107489735,77.428986
