,FIPS,y_test_pred,y_test,y_test_pred_model_uncertainty,y_test_pred_cv,pred_error
439,29117,34.88456,-1.0,2.6927967,0.07719165,35.88456
440,29131,28.301441,-1.0,2.3565931,0.0832676,29.301441
441,29133,28.441269,-1.0,2.4789195,0.087159246,29.441269
442,29135,29.319115,-1.0,2.2627358,0.07717613,30.319115
443,29137,31.793726,-1.0,2.2291799,0.07011383,32.793724
444,29143,29.82493,-1.0,2.8551295,0.09572963,30.82493
445,29151,29.156155,-1.0,2.459786,0.08436593,30.156155
446,29155,28.536234,-1.0,2.6083379,0.091404416,29.536234
447,29163,31.568827,-1.0,2.1065445,0.06672863,32.568825
448,29165,41.80465,-1.0,4.234173,0.101284735,42.80465
449,29167,27.020887,-1.0,2.4258122,0.08977545,28.020887
450,29171,35.348488,-1.0,2.67979,0.0758106,36.348488
451,29173,31.3731,-1.0,2.1554613,0.06870412,32.3731
452,29175,31.477276,-1.0,2.2863111,0.072633706,32.477276
453,29177,36.282864,-1.0,3.2463417,0.089473136,37.282864
454,29181,27.39386,-1.0,2.6017482,0.0949756,28.39386
455,29183,31.837587,-1.0,2.2709215,0.07132831,32.837585
456,29185,28.530947,-1.0,2.3445606,0.08217605,29.530947
457,29187,25.464886,-1.0,2.4264114,0.095284596,26.464886
458,29195,41.698284,-1.0,3.9221098,0.09405926,42.698284
459,29199,37.9002,-1.0,2.737508,0.072229385,38.9002
460,29201,32.75527,-1.0,3.2068214,0.09790246,33.75527
461,29207,33.086006,-1.0,2.8453753,0.085999355,34.086006
462,29211,33.85278,-1.0,2.507925,0.07408328,34.85278
463,29219,28.80312,-1.0,2.4025521,0.083412915,29.80312
464,29221,26.93953,-1.0,2.8003943,0.10395112,27.93953
465,29227,37.146057,-1.0,2.8603055,0.077001594,38.146057
466,31001,48.044373,-1.0,9.173396,0.19093591,49.044373
467,31003,45.600674,-1.0,8.533452,0.18713434,46.600674
468,31015,38.102245,-1.0,7.009023,0.18395302,39.102245
469,31017,46.066612,-1.0,10.503596,0.22800887,47.066612
470,31019,46.320908,-1.0,8.978232,0.19382678,47.320908
471,31021,42.425453,-1.0,6.682949,0.15752216,43.425453
472,31023,43.19819,-1.0,7.787061,0.18026361,44.19819
473,31025,42.622383,-1.0,7.5851135,0.1779608,43.622383
474,31029,45.50477,-1.0,11.899942,0.26150978,46.50477
475,31035,47.55945,-1.0,8.816124,0.18537061,48.55945
476,31037,41.890396,-1.0,7.170061,0.17116241,42.890396
477,31039,42.290653,-1.0,6.642127,0.15705898,43.290653
478,31041,45.29368,-1.0,9.483112,0.20936945,46.29368
479,31047,48.721302,-1.0,10.6736555,0.21907574,49.721302
480,31055,41.447144,-1.0,7.1030316,0.17137566,42.447144
481,31059,48.288616,-1.0,9.163596,0.18976721,49.288616
482,31061,46.386612,-1.0,9.27912,0.20003876,47.386612
483,31065,44.06694,-1.0,10.912453,0.24763355,45.06694
484,31067,41.604404,-1.0,7.4509892,0.17909136,42.604404
485,31077,44.996574,-1.0,8.729673,0.19400752,45.996574
486,31079,47.21144,-1.0,8.65578,0.18334073,48.21144
487,31081,49.68011,-1.0,9.020833,0.18157835,50.68011
488,31089,44.849464,-1.0,9.145494,0.20391536,45.849464
489,31093,46.624897,-1.0,9.452347,0.20273174,47.624897
490,31095,42.589348,-1.0,8.625255,0.20252141,43.589348
