,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,4.0630345,3.82264,60.371986,56.8,0.22872142,3.5719872
1,17003,3.11454,2.58432,46.278458,38.4,0.23383784,7.878456
2,17007,4.2397103,4.19279,62.99718,62.3,0.1423494,0.6971817
3,17009,3.937405,3.4996,58.505276,52.0,0.25135338,6.5052757
4,17011,4.467489,4.32066,66.38171,64.200005,0.20031582,2.1817017
5,17015,4.4019785,4.6437,65.4083,69.0,0.17989841,-3.5916977
6,17017,4.255766,4.19952,63.23575,62.4,0.2254342,0.83574677
7,17019,4.3992934,4.55621,65.3684,67.700005,0.22371154,-2.331604
8,17021,4.4328623,4.23317,65.867195,62.9,0.19098575,2.9671936
9,17025,3.8605871,3.53325,57.36385,52.500004,0.19594492,4.863846
10,17027,3.790697,3.64093,56.325367,54.1,0.20910653,2.2253685
11,17029,4.276891,4.21298,63.54965,62.6,0.18051618,0.9496498
12,17033,3.8845325,3.79572,57.71965,56.4,0.193257,1.3196487
13,17035,4.191551,3.9707,62.281593,59.0,0.19389564,3.2815933
14,17037,4.3635354,4.54275,64.83708,67.5,0.13786773,-2.662918
15,17039,4.4141855,4.17933,65.58968,62.1,0.1738404,3.489685
16,17041,4.3630447,4.53602,64.82979,67.4,0.1943221,-2.5702133
17,17045,4.3190846,4.3745,64.17659,65.0,0.20372427,-0.82341003
18,17047,3.7572231,3.21021,55.82798,47.7,0.25831085,8.127979
19,17049,4.0889177,3.91686,60.75658,58.2,0.19866507,2.5565796
20,17051,3.9833655,3.74188,59.188194,55.6,0.18822779,3.5881958
21,17053,4.2793307,4.07165,63.585896,60.5,0.20262948,3.0858955
22,17055,3.277421,3.04196,48.698677,45.2,0.20479225,3.4986763
23,17057,4.175822,3.79572,62.047874,56.4,0.22219293,5.647873
24,17059,3.6992698,3.25732,54.96686,48.399998,0.19585398,6.566864
25,17061,4.2129154,4.20625,62.59904,62.500004,0.21532711,0.09903717
26,17063,4.2920446,3.9034,63.77481,58.0,0.17560495,5.774811
27,17065,3.3978915,3.10253,50.48873,46.100002,0.21243078,4.388729
28,17067,4.214135,4.28701,62.617165,63.700005,0.23766412,-1.08284
29,17069,3.2721572,2.67854,48.620464,39.8,0.20304035,8.820465
30,17071,4.225563,3.88994,62.786972,57.8,0.18338704,4.986973
31,17073,4.409481,4.13222,65.519775,61.399998,0.17557746,4.1197777
32,17075,4.253898,3.97743,63.207996,59.100002,0.17983797,4.107994
33,17079,4.0257373,3.91013,59.81779,58.100002,0.1931013,1.7177887
34,17081,3.3853755,3.25732,50.302757,48.399998,0.19925176,1.9027596
35,17083,4.2113767,3.72169,62.576176,55.3,0.20244925,7.2761765
36,17085,4.123428,4.07838,61.26936,60.600002,0.17574105,0.6693573
37,17089,4.1842895,4.34085,62.17369,64.5,0.14158985,-2.3263092
38,17091,4.2348223,3.75534,62.924553,55.800003,0.16942507,7.12455
39,17095,4.362773,4.28028,64.82575,63.600002,0.19404669,1.22575
40,17097,3.3912053,3.53325,50.38938,52.500004,0.19187339,-2.1106224
41,17099,4.368651,4.11876,64.91309,61.2,0.17647462,3.7130928
42,17103,4.389841,4.09184,65.22795,60.8,0.1598615,4.427952
43,17105,4.3075447,4.07838,64.00512,60.600002,0.21171394,3.405117
44,17107,4.4278946,4.48218,65.79338,66.600006,0.18916182,-0.80662537
45,17109,4.3361106,4.20625,64.42958,62.500004,0.22329523,1.9295769
46,17111,4.069535,3.97743,60.46857,59.100002,0.139192,1.3685684
47,17113,4.4100375,4.29374,65.528046,63.8,0.1846242,1.7280464
48,17115,4.420988,4.58986,65.69076,68.2,0.17882523,-2.5092392
49,17117,4.1814995,4.26682,62.132236,63.4,0.18332738,-1.267765
50,17119,4.0064783,3.68131,59.531624,54.7,0.17263624,4.831623
51,17121,3.779489,3.58709,56.15883,53.3,0.184835,2.8588295
52,17123,4.431293,4.26009,65.84388,63.3,0.20105094,2.5438805
53,17125,4.0911837,3.98416,60.79025,59.2,0.24693097,1.5902481
54,17127,3.2578297,3.19675,48.407574,47.5,0.23535185,0.9075737
55,17129,4.2600884,4.28028,63.299976,63.600002,0.21899508,-0.30002594
56,17131,4.2809815,4.03127,63.610424,59.9,0.18189453,3.7104225
57,17133,3.7402039,3.25732,55.575096,48.399998,0.17730902,7.1750984
58,17135,4.209964,4.13895,62.555183,61.5,0.1755818,1.0551834
59,17137,4.3350267,4.06492,64.413475,60.4,0.2058106,4.0134735
60,17139,4.382327,4.61005,65.1163,68.5,0.19136654,-3.3836975
61,17141,4.346748,4.41488,64.58764,65.6,0.15127666,-1.0123596
62,17143,4.307453,4.038,64.00376,60.000004,0.21405062,4.0037575
63,17145,3.3468742,3.2304,49.73067,48.0,0.18972059,1.7306709
64,17147,4.490107,4.79849,66.71779,71.3,0.18902618,-4.5822144
65,17149,4.08155,3.91013,60.647106,58.100002,0.24155405,2.547104
66,17151,3.3312464,2.36223,49.498463,35.100002,0.22768521,14.39846
67,17153,3.287912,2.98812,48.85456,44.4,0.21321774,4.4545593
68,17155,4.3786354,4.26009,65.06145,63.3,0.19663386,1.7614479
69,17157,3.5268102,3.365,52.404312,50.0,0.19279723,2.4043121
70,17159,3.8368683,3.48614,57.011417,51.8,0.22014292,5.211418
71,17161,4.1687384,3.9034,61.94262,58.0,0.17978299,3.9426193
72,17163,3.900343,3.52652,57.954575,52.4,0.18104222,5.554573
73,17165,3.4457197,3.14964,51.1994,46.800003,0.19128354,4.399399
74,17167,4.380197,4.45526,65.084656,66.2,0.19899058,-1.1153412
75,17169,4.0547523,3.82937,60.24892,56.9,0.243883,3.348919
76,17171,4.196093,3.89667,62.34908,57.9,0.22854123,4.4490776
77,17173,4.190337,3.86975,62.263554,57.5,0.21344198,4.7635536
78,17175,4.4290533,4.38796,65.8106,65.2,0.21185045,0.61060333
79,17177,4.362532,4.46199,64.822174,66.299995,0.16229145,-1.4778214
80,17179,4.4047813,4.3745,65.44994,65.0,0.19558424,0.44994354
81,17181,3.2624574,2.94774,48.476337,43.800003,0.24467272,4.6763344
82,17183,4.2577977,4.34758,63.26594,64.6,0.19570975,-1.3340569
83,17185,3.8758974,3.71496,57.591343,55.2,0.23897454,2.3913422
84,17187,4.3724093,4.21298,64.96893,62.6,0.18995337,2.3689346
85,17189,3.6200285,3.28424,53.78943,48.8,0.19419016,4.9894295
86,17191,3.611835,3.25059,53.667683,48.300003,0.23512024,5.3676796
87,17193,3.5915213,3.1631,53.365845,47.0,0.2437934,6.3658447
88,17195,4.300389,4.09184,63.898796,60.8,0.17326869,3.0987968
89,17197,4.0295115,3.71496,59.87387,55.2,0.17949693,4.67387
90,17199,3.1586742,2.86025,46.93424,42.5,0.22026156,4.4342384
91,17201,4.138892,3.95051,61.49914,58.7,0.15906096,2.799141
92,17203,4.38213,4.5091,65.11337,67.0,0.21002881,-1.8866272
93,18001,3.887672,3.95051,57.7663,58.7,0.18421172,-0.93370056
94,18003,3.6559372,3.68804,54.32299,54.8,0.19980034,-0.47700882
95,18005,4.008561,3.68804,59.562572,54.8,0.17436688,4.7625732
96,18007,4.2544427,4.16587,63.216087,61.900005,0.16725221,1.316082
97,18009,3.954224,4.27355,58.755188,63.5,0.19227895,-4.744812
98,18011,4.1150603,4.18606,61.145027,62.2,0.17649248,-1.0549736
99,18013,3.640593,3.47941,54.094994,51.7,0.27447224,2.3949928
100,18015,4.3113885,4.38123,64.06224,65.1,0.17011534,-1.0377579
101,18017,4.0983057,4.038,60.896072,60.000004,0.16706619,0.8960686
102,18019,3.414579,3.0285,50.736687,45.0,0.27220616,5.7366867
103,18023,4.2011185,4.41488,62.42375,65.6,0.16735874,-3.1762466
104,18027,3.8641462,3.72842,57.416737,55.4,0.19820356,2.016735
105,18031,4.054473,4.11203,60.24477,61.100002,0.18927263,-0.85523224
106,18033,3.3313093,3.31116,49.499397,49.2,0.21917644,0.2993965
107,18035,4.1539288,3.99762,61.72257,59.4,0.17449671,2.322567
108,18037,3.780581,3.58036,56.175053,53.2,0.1855794,2.9750519
109,18039,3.715097,3.64766,55.202034,54.2,0.18052046,1.0020332
110,18041,4.0474834,3.88994,60.140915,57.8,0.20758766,2.3409157
111,18045,4.202013,3.99762,62.437042,59.4,0.17585996,3.0370407
112,18047,3.9656954,3.81591,58.925636,56.7,0.21634245,2.2256355
113,18049,4.0435853,3.78899,60.082993,56.3,0.15818073,3.7829933
114,18051,3.6706324,3.72169,54.541344,55.3,0.2272065,-0.75865555
115,18053,4.045712,3.99089,60.114594,59.3,0.17781954,0.81459427
116,18055,3.8328915,3.41884,56.952324,50.8,0.17246476,6.1523247
117,18057,4.039333,4.038,60.019806,60.000004,0.18866366,0.019802094
118,18059,4.0172834,3.79572,59.692177,56.4,0.18613648,3.2921753
119,18061,3.486835,3.23713,51.810326,48.1,0.25818196,3.7103271
120,18063,4.027168,4.15241,59.839046,61.7,0.16838194,-1.8609543
121,18065,4.093595,4.09184,60.826077,60.8,0.18490621,0.02607727
122,18067,4.2643843,4.22644,63.363808,62.8,0.17640913,0.56380844
123,18069,3.9804945,3.87648,59.145535,57.600002,0.17392536,1.5455322
124,18071,3.7350874,3.7015,55.49907,55.0,0.19184119,0.4990692
125,18073,4.106156,3.68131,61.01272,54.7,0.16126837,6.3127174
126,18075,3.99376,3.96397,59.342648,58.9,0.20874774,0.44264603
127,18077,3.3662748,2.94774,50.018944,43.800003,0.24409436,6.2189407
128,18079,3.5663185,3.49287,52.99136,51.9,0.20750514,1.0913582
129,18083,3.8514566,3.80918,57.228184,56.600002,0.19844155,0.62818146
130,18085,3.8794804,3.58709,57.64458,53.3,0.16966692,4.3445816
131,18087,3.6346545,3.69477,54.006756,54.9,0.18209411,-0.8932457
132,18089,4.0063043,3.68804,59.529037,54.8,0.15617536,4.7290382
133,18091,3.8712006,3.7688,57.521553,56.0,0.15079065,1.521553
134,18093,3.5801172,3.19675,53.196392,47.5,0.23464061,5.696392
135,18095,4.1563215,4.1726,61.75812,61.999996,0.17151901,-0.2418747
136,18099,3.9710984,3.66112,59.00592,54.4,0.13961612,4.605919
137,18101,3.8466086,3.72169,57.156147,55.3,0.2311869,1.8561478
138,18103,3.9114318,3.75534,58.119343,55.800003,0.17672186,2.3193398
139,18105,3.8724542,3.51306,57.54018,52.2,0.22255883,5.3401794
140,18107,4.1809616,4.3072,62.124245,64.0,0.17365709,-1.8757553
141,18109,4.0824175,3.66112,60.659992,54.4,0.17622876,6.2599907
