,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17003,3.5851233,3.93705,53.27078,58.500004,0.27605143,-5.229225
1,17005,4.250473,4.3745,63.157104,65.0,0.20596686,-1.8428955
2,17007,3.966043,4.65716,58.9308,69.2,0.18516062,-10.269196
3,17009,4.0622535,3.99762,60.36038,59.4,0.19595681,0.96037674
4,17011,4.3927817,4.46872,65.271645,66.4,0.16406354,-1.1283569
5,17015,4.318606,4.61678,64.16948,68.6,0.15631858,-4.430519
6,17017,4.618569,4.60332,68.62658,68.4,0.17097838,0.22657776
7,17019,4.6383476,5.06769,68.92047,75.299995,0.1740712,-6.379524
8,17021,4.786634,4.79176,71.12383,71.2,0.16235244,-0.076164246
9,17023,4.33156,4.40815,64.36196,65.5,0.19072363,-1.1380386
10,17025,3.9403286,3.98416,58.548717,59.2,0.2280128,-0.65128326
11,17027,4.009449,4.28028,59.575768,63.600002,0.22125408,-4.024235
12,17031,3.4245534,3.08234,50.884895,45.8,0.23952502,5.084896
13,17033,4.183186,4.3745,62.1573,65.0,0.20841822,-2.842701
14,17037,4.1821656,4.30047,62.142136,63.899998,0.17581333,-1.7578621
15,17039,4.7423882,4.75811,70.46639,70.700005,0.16702074,-0.23361206
16,17045,4.532399,4.76484,67.3462,70.8,0.17571072,-3.453804
17,17047,4.0252404,4.24663,59.81041,63.100002,0.2298855,-3.2895927
18,17049,4.2957416,4.35431,63.829742,64.700005,0.20277697,-0.87026215
19,17051,4.05555,4.27355,60.260777,63.5,0.21249801,-3.2392235
20,17053,4.331117,4.48891,64.355385,66.700005,0.19307795,-2.3446198
21,17055,3.5514958,3.58709,52.77111,53.3,0.2749519,-0.5288887
22,17057,4.200762,4.40815,62.418453,65.5,0.18795358,-3.0815468
23,17059,4.0571723,4.20625,60.284878,62.500004,0.24814516,-2.215126
24,17063,4.195822,4.00435,62.34505,59.500004,0.18984528,2.845047
25,17067,4.527038,4.52929,67.26654,67.3,0.17738774,-0.033462524
26,17069,3.5621924,3.40538,52.93005,50.600002,0.28001344,2.3300476
