,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,1.3928434,-1.0,20.69604,-14.858841,0.28022045,35.55488
1,17003,1.3039933,-1.0,19.37583,-14.858841,0.28916276,34.234673
2,17005,1.419664,-1.0,21.094563,-14.858841,0.29736948,35.953403
3,17007,1.4020525,-1.0,20.832876,-14.858841,0.28304788,35.69172
4,17009,1.4829668,-1.0,22.035168,-14.858841,0.30149135,36.89401
5,17011,1.4694535,-1.0,21.834375,-14.858841,0.25785208,36.693214
6,17013,1.3247167,-1.0,19.683754,-14.858841,0.30916956,34.542595
7,17015,1.444512,-1.0,21.463774,-14.858841,0.2631179,36.322617
8,17017,1.4938563,-1.0,22.196974,-14.858841,0.26395547,37.055817
9,17019,1.5513383,-1.0,23.05109,-14.858841,0.24573444,37.90993
10,17021,1.556439,-1.0,23.12688,-14.858841,0.24672587,37.98572
11,17023,1.5001746,-1.0,22.290857,-14.858841,0.28555438,37.149696
12,17025,1.3673252,-1.0,20.316868,-14.858841,0.29958156,35.17571
13,17027,1.3445374,-1.0,19.978268,-14.858841,0.30504858,34.83711
14,17029,1.6036364,-1.0,23.828178,-14.858841,0.25105682,38.68702
15,17031,1.0295926,-1.0,15.298553,-14.858841,0.3130756,30.157394
16,17033,1.4757723,-1.0,21.928267,-14.858841,0.28316182,36.78711
17,17035,1.527598,-1.0,22.698336,-14.858841,0.28094602,37.557175
18,17037,1.3630229,-1.0,20.252941,-14.858841,0.26641947,35.111782
19,17039,1.5178982,-1.0,22.554209,-14.858841,0.24960762,37.413048
20,17041,1.5560123,-1.0,23.120539,-14.858841,0.24635285,37.979378
21,17043,1.086264,-1.0,16.140625,-14.858841,0.3102815,30.999466
22,17045,1.5244943,-1.0,22.652218,-14.858841,0.2532944,37.51106
23,17047,1.4290043,-1.0,21.233349,-14.858841,0.2898165,36.09219
24,17049,1.4624039,-1.0,21.729628,-14.858841,0.28790915,36.58847
25,17051,1.4128863,-1.0,20.993853,-14.858841,0.2975202,35.85269
26,17053,1.4881188,-1.0,22.111721,-14.858841,0.2561698,36.970562
27,17055,1.3370441,-1.0,19.866926,-14.858841,0.3302003,34.72577
28,17057,1.4919266,-1.0,22.168299,-14.858841,0.28534853,37.027138
