,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17007,4.2255363,4.23317,62.786575,62.9,0.186725,-0.11342621
1,17009,3.920913,4.07838,58.260223,60.600002,0.26962754,-2.339779
2,17011,4.8380113,4.90617,71.88724,72.9,0.18671963,-1.012764
3,17015,4.7665534,4.73119,70.82546,70.3,0.18908396,0.5254593
4,17023,3.957517,4.26009,58.804115,63.3,0.27947348,-4.495884
5,17025,3.3990448,3.6342,50.505867,54.000004,0.24436568,-3.4941368
6,17027,3.5981314,3.7688,53.46406,56.0,0.2203125,-2.5359383
7,17029,4.439561,4.79176,65.96673,71.2,0.2372524,-5.2332687
8,17031,3.1173189,2.88717,46.319744,42.9,0.31012028,3.4197426
9,17033,3.7394881,3.91686,55.56446,58.2,0.26677316,-2.63554
10,17041,4.52401,4.711,67.22155,70.0,0.21419202,-2.77845
11,17045,4.495839,4.79176,66.802956,71.2,0.25433895,-4.3970413
12,17049,3.8392746,3.74861,57.047173,55.7,0.23978063,1.3471718
13,17051,3.755975,3.62074,55.809437,53.8,0.23775366,2.0094376
14,17055,3.170845,3.16983,47.11508,47.100002,0.2970096,0.015079498
15,17057,4.207711,4.19952,62.521713,62.4,0.24460685,0.12171173
16,17061,4.1891065,4.74465,62.245266,70.5,0.27699515,-8.254734
17,17067,4.6278896,4.32739,68.765076,64.3,0.23901455,4.4650726
18,17075,4.4776473,4.39469,66.53265,65.3,0.19382095,1.2326508
19,17077,3.3165197,3.4323,49.27964,51.0,0.33362874,-1.7203598
20,17081,3.1784601,3.13618,47.228233,46.6,0.29228187,0.62823486
21,17083,3.9386258,4.28701,58.523415,63.700005,0.3104974,-5.17659
22,17085,4.1341605,3.6342,61.428833,54.000004,0.18930112,7.428829
23,17089,4.393496,4.28701,65.28226,63.700005,0.19918227,1.5822525
24,17095,4.6692843,4.54948,69.38016,67.6,0.20391563,1.780159
25,17097,3.2588713,3.45249,48.42305,51.300003,0.2827474,-2.8769531
26,17099,4.7048707,4.5091,69.90893,67.0,0.17449117,2.908928
27,17101,3.5709605,3.78899,53.060337,56.3,0.27538162,-3.2396622
28,17105,4.6503196,4.66389,69.09836,69.299995,0.20737678,-0.20163727
29,17107,4.8199763,4.9802,71.61926,74.0,0.21241416,-2.3807373
30,17113,4.7335167,4.99366,70.33457,74.2,0.20765667,-3.865425
