,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
1,39131,3.9096124,57.4,0.650274
2,27163,5.9457817,51.1,0.5672327
3,31061,8.444507,71.4,0.572944
4,17095,8.847993,68.4,0.5059871
5,55077,4.391045,48.6,0.5187282
6,19093,7.091886,65.6,0.5522169
7,29219,4.6296062,48.9,0.5409866
8,27027,5.217175,42.4,0.57671225
9,18049,7.152254,56.3,0.5819832
10,39167,3.5922136,55.6,0.6248153
11,29115,5.4304924,30.8,0.47479835
12,17147,9.440874,77.3,0.5638916
13,46057,6.714327,53.4,0.68916476
14,26155,4.9102283,50.9,0.5966618
15,55129,5.3596587,46.9,0.69170415
16,19081,6.7366176,63.5,0.5438624
17,27063,6.1327243,57.8,0.60502696
18,18085,6.564606,56.8,0.57540387
19,29151,4.4124894,46.3,0.54227716
20,17183,8.592476,67.4,0.57476264
21,19117,5.4794426,54.1,0.53078073
22,27051,6.184219,46.7,0.5944712
23,18137,4.89641,52.3,0.5436499
25,20119,10.728557,69.1,0.5544562
26,26055,4.802544,40.9,0.70740795
27,29171,4.8952613,39.9,0.50907415
28,17203,8.226973,68.1,0.53309363
29,19137,7.2427287,63.0,0.5809237
31,20107,4.256571,33.5,0.5278472
33,31141,8.104778,64.9,0.5516236
34,19173,6.1098776,61.3,0.55668414
35,27107,4.826349,24.3,0.6334326
37,39021,6.477966,59.9,0.614116
38,38041,4.345014,19.9,0.7886636
39,18003,6.657394,59.5,0.6208087
40,39041,5.893523,59.1,0.5533833
41,20163,4.841266,30.3,0.60648835
42,29005,6.9852495,61.4,0.5811825
43,38077,5.495029,37.2,0.5928966
44,17037,8.343109,63.9,0.4836255
45,46011,6.0763807,47.1,0.6647759
46,55019,4.9290214,50.9,0.6016044
47,18039,6.3726864,58.0,0.57595265
49,39077,5.6344943,56.4,0.55153906
50,29025,5.5562654,46.3,0.46924764
51,38097,5.2161627,26.9,0.6800953
52,31039,7.2306886,66.7,0.51953346
53,17057,7.3021493,65.5,0.5007168
54,26129,4.8454213,45.7,0.71791416
55,55055,6.529851,58.0,0.5072805
56,19071,7.304174,63.1,0.57129896
57,29197,4.5085406,48.3,0.48917484
58,27005,5.1135497,38.1,0.56919515
59,18027,5.712112,68.2,0.5395554
60,39129,6.084865,56.7,0.57059395
61,29061,5.255131,46.9,0.4892541
62,27161,6.6279244,67.4,0.56271106
63,17093,8.169072,66.3,0.53661627
64,46067,5.626884,36.3,0.5884878
65,55075,4.2402377,48.8,0.65111285
66,19091,7.0863338,62.4,0.5161394
67,27025,4.4937663,42.7,0.5503447
68,18063,6.987225,62.2,0.56684184
69,20061,6.031623,40.6,0.5345309
71,39165,4.884549,53.2,0.4940977
72,29113,4.254577,48.7,0.48248726
73,17145,3.6425927,53.2,0.45319304
74,55111,5.593701,54.6,0.548006
75,19127,7.9421444,67.1,0.4956421
76,27061,4.357528,37.3,0.5886375
77,18083,5.805526,67.2,0.50079197
78,20081,9.576068,62.6,0.584041
79,26017,5.6092844,51.5,0.60084695
81,31083,8.922084,71.7,0.579294
82,17181,3.3129008,44.5,0.51001567
83,18119,4.3511567,55.4,0.5549982
85,20117,5.8362412,47.9,0.5825249
86,31119,7.2928424,61.8,0.5401294
87,17201,7.8719344,56.9,0.47042564
88,19151,7.0160646,65.0,0.5210663
89,27085,5.350134,53.1,0.5528126
90,18171,8.277446,63.4,0.55053985
92,39031,4.235341,53.8,0.6053919
93,26105,4.64228,47.9,0.6080475
94,17011,9.42467,66.4,0.46965158
95,31139,7.0060363,56.2,0.57308096
96,19171,7.737224,66.3,0.48153058
97,27105,6.0570283,63.3,0.64985514
99,39019,2.9737847,40.1,0.60779244
100,29015,5.127055,45.2,0.5625717
101,38023,3.2357814,13.6,0.7200275
102,17047,4.711885,63.1,0.50050473
103,31175,8.687073,68.9,0.5490626
104,55029,4.386271,50.8,0.6564203
106,39055,3.6975496,46.3,0.6537586
107,20161,5.703799,47.8,0.5543259
108,38075,4.575703,22.3,0.7397775
109,31001,8.555205,71.1,0.5511818
110,46009,5.0384636,41.9,0.5986665
111,55017,5.3303714,52.2,0.61870444
112,19033,6.686482,61.0,0.523948
113,29207,4.1398096,61.0,0.46592972
114,18037,5.4374695,63.6,0.5523307
116,39075,4.293077,51.2,0.5370743
117,20197,4.873139,39.8,0.54780984
118,29039,4.676872,35.9,0.43767223
119,31037,7.18604,68.7,0.5173042
120,17071,7.989137,66.6,0.47251588
121,46045,4.776214,23.3,0.5915936
122,55053,5.592427,51.9,0.62385666
123,19069,7.164177,59.7,0.51279205
124,27003,3.7835884,34.4,0.5498446
125,20007,3.6621451,28.6,0.47423503
126,26007,3.3365264,42.5,0.7256379
127,29059,3.472206,46.3,0.53903717
128,27143,5.9806514,60.3,0.57688195
129,17091,7.525085,61.7,0.58186716
130,46065,5.0851088,35.9,0.622563
131,26163,2.6690297,42.7,0.6038836
132,55073,5.047621,49.8,0.59709674
133,19089,6.8628106,60.3,0.58199054
134,27039,6.813052,60.1,0.60663354
135,18061,4.665245,55.0,0.51331174
136,20059,4.952633,36.9,0.5317827
138,39163,2.6060848,63.0,0.6589418
139,29095,4.576122,51.2,0.46252877
140,31093,8.321325,70.3,0.5474803
141,17127,3.8575678,52.5,0.432525
142,55109,5.9822845,52.2,0.6095132
143,19125,6.463508,60.6,0.49425507
144,27059,4.285035,36.5,0.5422434
145,18081,6.536925,58.0,0.58729464
146,20095,4.8916526,35.4,0.4781374
148,17179,8.542589,70.8,0.5123011
149,27095,4.228409,37.8,0.5634569
150,18117,5.7459345,65.1,0.6204636
152,20115,4.9407387,38.3,0.5000595
154,29183,5.095801,57.5,0.4959475
155,27083,5.808885,45.1,0.60597926
156,18169,6.710777,55.7,0.5992858
157,39029,4.111753,49.5,0.651902
158,20151,7.21851,44.9,0.5193654
159,26087,4.4733562,46.9,0.56662285
160,17009,6.532246,59.4,0.49555516
161,31137,9.627583,72.9,0.5967844
162,55007,3.4852939,41.6,0.705254
163,19169,6.925671,63.6,0.47310016
