,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
1,39131,56.782528,57.4,4.4302964
2,27163,52.877415,51.1,3.3705504
3,31061,66.280716,71.4,3.2088926
4,17095,65.99485,68.4,2.332454
5,55077,44.823425,48.6,2.7919292
6,19093,64.34548,65.6,2.409802
7,29219,52.978485,48.9,3.9898682
8,27027,43.610466,42.4,2.8164291
9,18049,60.149593,56.3,2.7479708
10,39167,55.0078,55.6,5.3596745
11,29115,43.206253,30.8,3.5102475
12,17147,73.03868,77.3,2.788796
13,46057,54.86293,53.4,3.0677478
14,26155,49.666725,50.9,2.851876
15,55129,46.40142,46.9,4.0587673
16,19081,62.9693,63.5,2.1551328
17,27063,55.839336,57.8,2.4335082
18,18085,57.932873,56.8,2.701734
19,29151,47.025932,46.3,4.7972555
20,17183,66.50531,67.4,2.7176602
21,19117,47.686203,54.1,3.1250448
22,27051,51.48747,46.7,2.5246356
23,18137,53.711143,52.3,3.4274395
25,20119,68.521645,69.1,5.8090277
26,26055,41.028595,40.9,3.3776684
27,29171,43.26498,39.9,3.6048193
28,17203,68.47921,68.1,2.6170373
29,19137,61.796627,63.0,2.9116304
31,20107,40.012848,33.5,4.0621896
33,31141,65.29435,64.9,2.6516542
34,19173,57.088295,61.3,3.1250718
35,27107,34.793793,24.3,3.6707783
37,39021,61.12571,59.9,2.6615748
38,38041,34.366356,19.9,6.387017
39,18003,58.331413,59.5,2.7766874
40,39041,56.836884,59.1,2.6699004
41,20163,32.72733,30.3,6.2554364
42,29005,65.198204,61.4,3.0599265
43,38077,48.320618,37.2,2.9016342
44,17037,64.27473,63.9,2.2670746
45,46011,49.20405,47.1,3.2758734
46,55019,52.29526,50.9,3.1700318
47,18039,55.193275,58.0,3.068428
49,39077,57.57589,56.4,2.5546043
50,29025,46.148724,46.3,3.6572766
51,38097,38.82894,26.9,3.3897948
52,31039,65.23484,66.7,2.5009038
53,17057,61.690407,65.5,2.705465
54,26129,44.90274,45.7,3.4873345
55,55055,55.428497,58.0,2.8977945
56,19071,63.395477,63.1,2.9949586
57,29197,44.07771,48.3,3.187068
58,27005,42.876415,38.1,2.6397932
59,18027,61.67459,68.2,3.7726576
60,39129,60.960495,56.7,2.6740665
61,29061,47.75284,46.9,3.4290104
62,27161,61.836243,67.4,2.3099694
63,17093,62.46682,66.3,2.795928
64,46067,43.66584,36.3,3.7397346
65,55075,48.8993,48.8,3.5538487
66,19091,60.630703,62.4,2.259244
67,27025,46.788548,42.7,3.6273024
68,18063,61.790142,62.2,3.0033355
69,20061,49.03853,40.6,5.140226
71,39165,54.802685,53.2,3.2860606
72,29113,48.82453,48.7,3.4656923
73,17145,53.936783,53.2,3.0545619
74,55111,53.922653,54.6,2.8784332
75,19127,64.378105,67.1,2.4907622
76,27061,37.785763,37.3,4.5874877
77,18083,61.67867,67.2,3.3117552
78,20081,66.178505,62.6,5.875141
79,26017,49.450005,51.5,2.716283
81,31083,63.03103,71.7,3.692552
82,17181,54.55799,44.5,3.82942
83,18119,56.13627,55.4,3.8881733
85,20117,54.403786,47.9,3.9172628
86,31119,63.247353,61.8,2.5983841
87,17201,57.8243,56.9,2.439548
88,19151,61.835613,65.0,2.192506
89,27085,58.281,53.1,2.8275256
90,18171,62.303665,63.4,3.121527
92,39031,54.769455,53.8,3.9542134
93,26105,46.205254,47.9,3.1138515
94,17011,69.29924,66.4,2.4271681
95,31139,62.18125,56.2,2.8719392
96,19171,64.275444,66.3,2.3754058
97,27105,60.222458,63.3,2.374062
99,39019,46.267876,40.1,4.568293
100,29015,50.080452,45.2,3.9896195
101,38023,22.864714,13.6,5.0984507
102,17047,59.236797,63.1,3.2952294
103,31175,60.801422,68.9,3.5232615
104,55029,48.832024,50.8,3.4553268
106,39055,48.781185,46.3,5.348499
107,20161,51.094154,47.8,4.5541515
108,38075,33.57371,22.3,4.084729
109,31001,69.35795,71.1,2.8853061
110,46009,44.571083,41.9,3.9472952
111,55017,53.769733,52.2,3.1052718
112,19033,61.202835,61.0,2.1981952
113,29207,59.66234,61.0,3.2754142
114,18037,60.728485,63.6,3.7084908
116,39075,52.494217,51.2,3.6281502
117,20197,46.37004,39.8,4.4587464
118,29039,46.12078,35.9,4.373188
119,31037,63.938583,68.7,2.596378
120,17071,64.39242,66.6,2.4326787
121,46045,31.53198,23.3,4.2568874
122,55053,51.781227,51.9,3.0962098
123,19069,60.901283,59.7,2.3762293
124,27003,37.771996,34.4,4.4959335
125,20007,33.401436,28.6,5.5012445
126,26007,40.894676,42.5,3.8706815
127,29059,45.823463,46.3,4.875627
128,27143,62.689026,60.3,2.5739644
129,17091,61.06173,61.7,2.7665102
130,46065,43.21401,35.9,5.1356964
131,26163,43.2576,42.7,4.5539627
132,55073,50.34973,49.8,3.1266022
133,19089,60.750355,60.3,2.0708716
134,27039,61.409122,60.1,2.2555664
135,18061,54.350914,55.0,3.5944233
136,20059,43.462093,36.9,4.035755
138,39163,53.665398,63.0,5.4121046
139,29095,48.45472,51.2,3.9770777
140,31093,61.877594,70.3,3.010155
141,17127,54.350075,52.5,3.1304202
142,55109,54.68904,52.2,2.840262
143,19125,56.740944,60.6,2.9317982
144,27059,43.59037,36.5,3.5201032
145,18081,57.842354,58.0,3.4053357
146,20095,35.289673,35.4,5.328971
148,17179,67.39538,70.8,2.6794796
149,27095,43.3764,37.8,3.8023157
150,18117,63.532104,65.1,4.0092335
152,20115,39.010303,38.3,4.9960346
154,29183,55.234325,57.5,3.8524516
155,27083,50.501427,45.1,3.1238985
156,18169,60.40412,55.7,2.6448743
157,39029,52.658333,49.5,4.02115
158,20151,51.64124,44.9,5.4359636
159,26087,46.263058,46.9,2.919566
160,17009,57.425667,59.4,3.0876596
161,31137,74.00419,72.9,2.8768861
162,55007,42.31266,41.6,5.5214996
163,19169,59.4595,63.6,2.358464
164,27119,34.46816,24.1,4.04398
165,46091,50.274902,48.0,3.5236328
167,39017,52.331787,54.6,3.402881
168,20139,42.25763,39.5,4.415079
169,29013,47.974976,46.0,3.4627461
170,38021,42.12477,32.4,3.6928282
171,17045,67.85881,70.8,3.0935247
172,31173,60.78615,60.7,2.6358614
173,55027,58.218803,62.9,2.6240568
174,46127,56.80258,57.1,2.8358843
176,39053,54.182076,53.8,5.049932
177,20175,64.89525,58.9,5.9272313
178,29001,45.77026,47.9,3.3264642
179,38073,44.44184,34.9,3.4300907
180,17033,64.682594,65.0,3.435354
181,55063,53.69652,54.5,3.2023432
182,19015,59.051456,64.4,2.5026536
183,29205,50.751335,46.3,2.901485
184,18035,61.771294,60.8,2.8859594
186,29037,43.82894,47.4,3.9629204
187,31035,69.06253,70.0,2.7951703
188,17069,52.87474,50.6,3.841773
189,46043,45.55409,44.8,4.217748
190,26141,38.480133,36.9,3.9056058
191,20005,54.512207,53.7,3.6969543
193,39109,60.855152,62.9,2.916288
194,29057,45.174843,35.5,3.9635682
195,27141,43.762352,33.9,3.6377006
196,31071,60.89614,58.5,4.596741
197,17089,61.123547,67.7,2.620018
198,46079,44.20815,39.7,3.345257
199,26161,47.09942,52.8,3.271372
200,55087,54.8239,51.6,3.0508742
201,27037,56.104218,54.8,2.9355783
202,18059,57.765823,57.5,2.9878197
203,39161,62.754562,60.1,2.3510022
204,17125,63.927902,64.7,2.9549189
