,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,1.929833,-1.0,28.675083,-14.858841,0.23390613,43.533924
1,17003,1.7748474,-1.0,26.372175,-14.858841,0.23323694,41.231018
2,17005,1.93041,-1.0,28.683657,-14.858841,0.24571168,43.542496
3,17007,1.9736544,-1.0,29.326218,-14.858841,0.2390975,44.18506
4,17009,2.0074763,-1.0,29.828772,-14.858841,0.24243352,44.687614
5,17011,2.0760279,-1.0,30.847368,-14.858841,0.21283387,45.706207
6,17013,1.8069216,-1.0,26.84876,-14.858841,0.2543107,41.707603
7,17015,2.075994,-1.0,30.846865,-14.858841,0.2228665,45.705704
8,17017,2.0250401,-1.0,30.08975,-14.858841,0.2193446,44.948593
9,17019,2.1373315,-1.0,31.758268,-14.858841,0.19958147,46.61711
10,17021,2.0683331,-1.0,30.733034,-14.858841,0.20888406,45.591873
11,17023,1.9743916,-1.0,29.337172,-14.858841,0.23429361,44.196014
12,17025,1.8344539,-1.0,27.25786,-14.858841,0.25333428,42.1167
13,17027,1.8187147,-1.0,27.023993,-14.858841,0.2564346,41.882835
14,17029,2.1396127,-1.0,31.792166,-14.858841,0.20482653,46.65101
15,17031,1.4666175,-1.0,21.792236,-14.858841,0.27115962,36.651077
16,17033,1.9639491,-1.0,29.182007,-14.858841,0.23052794,44.040848
17,17035,1.9967719,-1.0,29.669718,-14.858841,0.23160605,44.528557
18,17037,1.9666852,-1.0,29.222662,-14.858841,0.21994205,44.081505
19,17039,2.0976362,-1.0,31.168444,-14.858841,0.2033892,46.027283
20,17041,2.1343446,-1.0,31.713886,-14.858841,0.20098063,46.572727
21,17043,1.5754429,-1.0,23.409256,-14.858841,0.27403998,38.268097
22,17045,2.0476909,-1.0,30.426313,-14.858841,0.20846832,45.285156
23,17047,1.9044136,-1.0,28.297379,-14.858841,0.24031627,43.15622
24,17049,1.9333471,-1.0,28.727297,-14.858841,0.2372014,43.586136
25,17051,1.864874,-1.0,27.709867,-14.858841,0.24910776,42.56871
26,17053,2.0622325,-1.0,30.642385,-14.858841,0.20863959,45.50123
27,17055,1.7976996,-1.0,26.711733,-14.858841,0.27262405,41.57057
28,17057,2.032227,-1.0,30.196539,-14.858841,0.24373268,45.05538
29,17059,1.8753628,-1.0,27.865717,-14.858841,0.21796449,42.724556
30,17061,1.989443,-1.0,29.560816,-14.858841,0.21779877,44.419655
31,17063,1.9744874,-1.0,29.338594,-14.858841,0.21482205,44.197433
32,17065,1.8666426,-1.0,27.736145,-14.858841,0.25395787,42.594986
33,17067,2.0853415,-1.0,30.985758,-14.858841,0.22202243,45.844597
34,17069,1.7304097,-1.0,25.711884,-14.858841,0.279998,40.570724
35,17071,2.0680351,-1.0,30.728605,-14.858841,0.21325627,45.58745
36,17073,2.0763087,-1.0,30.851542,-14.858841,0.20599525,45.71038
37,17075,2.0585852,-1.0,30.58819,-14.858841,0.20712693,45.44703
38,17077,1.6817156,-1.0,24.988344,-14.858841,0.2462755,39.847183
39,17079,1.8848583,-1.0,28.00681,-14.858841,0.22934829,42.86565
40,17081,1.795705,-1.0,26.682095,-14.858841,0.28271255,41.540936
41,17083,1.9287659,-1.0,28.659225,-14.858841,0.21652195,43.518066
42,17085,2.0090342,-1.0,29.85192,-14.858841,0.25975302,44.710762
43,17087,1.6915151,-1.0,25.133953,-14.858841,0.29108223,39.992794
44,17089,1.9417835,-1.0,28.852654,-14.858841,0.22669594,43.711494
45,17091,2.0106702,-1.0,29.876228,-14.858841,0.22025278,44.73507
46,17093,1.9705063,-1.0,29.27944,-14.858841,0.22190729,44.138283
47,17095,2.1218843,-1.0,31.528742,-14.858841,0.21712412,46.38758
48,17097,1.7860352,-1.0,26.538414,-14.858841,0.26876327,41.397255
49,17099,1.9998056,-1.0,29.714794,-14.858841,0.2104083,44.573635
50,17101,1.9223152,-1.0,28.563377,-14.858841,0.22861268,43.42222
51,17103,2.0080433,-1.0,29.837196,-14.858841,0.21582435,44.696037
52,17105,2.0055757,-1.0,29.80053,-14.858841,0.2141991,44.65937
53,17107,2.1409197,-1.0,31.811586,-14.858841,0.20405114,46.670425
54,17109,2.1216135,-1.0,31.524717,-14.858841,0.21414143,46.38356
55,17111,1.8734974,-1.0,27.838,-14.858841,0.24873163,42.69684
56,17113,2.1112723,-1.0,31.37106,-14.858841,0.20531218,46.2299
57,17115,2.144652,-1.0,31.867043,-14.858841,0.2018583,46.725883
58,17117,2.0065484,-1.0,29.814983,-14.858841,0.2200933,44.673824
59,17119,1.8941954,-1.0,28.14555,-14.858841,0.2329962,43.00439
60,17121,1.8472234,-1.0,27.4476,-14.858841,0.2634077,42.306442
61,17123,2.0443587,-1.0,30.376802,-14.858841,0.21488626,45.23564
62,17125,2.0022326,-1.0,29.750856,-14.858841,0.22818197,44.609695
63,17127,1.829873,-1.0,27.189793,-14.858841,0.24265781,42.048634
64,17129,2.0875468,-1.0,31.018526,-14.858841,0.22206233,45.877365
65,17131,2.003304,-1.0,29.766775,-14.858841,0.22040091,44.625618
66,17133,1.7851802,-1.0,26.52571,-14.858841,0.25538167,41.384552
67,17135,1.9850155,-1.0,29.49503,-14.858841,0.21937186,44.35387
68,17137,2.0866246,-1.0,31.004824,-14.858841,0.2157218,45.863663
69,17139,2.125667,-1.0,31.58495,-14.858841,0.20217793,46.44379
70,17141,1.9672819,-1.0,29.23153,-14.858841,0.22714213,44.09037
71,17143,2.1253376,-1.0,31.580053,-14.858841,0.22452006,46.438896
72,17145,1.7391847,-1.0,25.84227,-14.858841,0.277895,40.70111
73,17147,2.1882734,-1.0,32.51521,-14.858841,0.19826552,47.37405
74,17149,1.9792303,-1.0,29.40907,-14.858841,0.22416127,44.26791
75,17151,1.6956455,-1.0,25.195326,-14.858841,0.26770005,40.05417
76,17153,1.8704454,-1.0,27.79265,-14.858841,0.23415606,42.65149
77,17155,2.0428257,-1.0,30.354023,-14.858841,0.22302018,45.212864
78,17157,1.7581118,-1.0,26.123505,-14.858841,0.26336247,40.982346
79,17159,1.8543774,-1.0,27.5539,-14.858841,0.24243791,42.412743
80,17161,2.0470653,-1.0,30.417017,-14.858841,0.22586639,45.275856
81,17163,1.8299395,-1.0,27.19078,-14.858841,0.2418151,42.04962
82,17165,1.8353359,-1.0,27.270964,-14.858841,0.23589414,42.129807
