,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,4.2921333,4.08511,63.776127,60.700005,0.2318407,3.0761223
1,17005,4.6224356,3.85629,68.68404,57.300003,0.19058484,11.384033
2,17007,4.097868,4.01108,60.88957,59.6,0.16981634,1.2895699
3,17009,4.2645197,4.19952,63.36582,62.4,0.21896219,0.9658203
4,17011,4.437783,4.50237,65.94031,66.9,0.18511322,-0.9596939
5,17013,4.325598,4.01781,64.27337,59.699997,0.20347786,4.573372
6,17015,4.4156003,4.73792,65.6107,70.4,0.16573012,-4.789299
7,17017,4.640663,4.08511,68.95488,60.700005,0.19611205,8.254875
8,17019,4.5430026,4.85906,67.50375,72.2,0.17697415,-4.6962433
9,17021,4.9411664,4.51583,73.420006,67.1,0.19362645,6.3200073
10,17023,4.649707,4.26009,69.08926,63.3,0.18441923,5.789257
11,17025,4.341721,3.66112,64.51295,54.4,0.1958144,10.112946
12,17027,4.454206,3.32462,66.18434,49.4,0.18926965,16.78434
13,17029,4.7752666,4.79849,70.954926,71.3,0.18976456,-0.3450775
14,17033,4.482842,4.09184,66.60984,60.8,0.18033136,5.809841
15,17035,4.6143517,4.33412,68.56392,64.399994,0.19292875,4.163925
16,17037,4.2058086,4.36104,62.493443,64.8,0.17330882,-2.3065605
17,17041,4.758067,4.58313,70.69936,68.1,0.16774845,2.5993652
18,17045,4.614044,4.45526,68.55935,66.2,0.17615458,2.359352
19,17047,4.342754,3.74861,64.52829,55.7,0.17877686,8.828289
20,17049,4.61701,3.99089,68.60342,59.3,0.18984212,9.303417
21,17051,4.347062,3.7688,64.59231,56.0,0.19163467,8.592308
22,17053,4.278699,4.75811,63.576508,70.700005,0.18904229,-7.123497
23,17055,3.7983038,3.37173,56.438393,50.100002,0.20328553,6.3383904
24,17057,4.2819037,4.2399,63.624126,63.000004,0.19440362,0.6241226
25,17061,4.757754,4.46872,70.69471,66.4,0.2141389,4.2947083
26,17063,4.219324,4.07838,62.694267,60.600002,0.19633795,2.094265
27,17067,4.606296,4.3745,68.44422,65.0,0.19498034,3.4442215
28,17071,4.482679,4.4418,66.607414,66.0,0.17527589,0.60741425
29,17073,4.409125,4.38796,65.51449,65.2,0.18355678,0.31449127
30,17075,4.136997,4.41488,61.470985,65.6,0.18989111,-4.129013
31,17079,4.522132,4.15241,67.19364,61.7,0.1852639,5.493641
32,17081,3.7670617,3.26405,55.97417,48.5,0.20895873,7.4741707
33,17083,4.6213217,4.3072,68.66749,64.0,0.20968534,4.667488
34,17085,4.010883,3.71496,59.597073,55.2,0.19240995,4.397072
35,17089,3.9708402,4.09184,59.002083,60.8,0.1817293,-1.7979164
36,17091,3.9420552,4.09184,58.57437,60.8,0.19189902,-2.225628
37,17093,4.283218,4.12549,63.643654,61.300003,0.18303058,2.3436508
38,17095,4.450963,4.31393,66.136154,64.1,0.18859874,2.0361557
39,17097,3.3867698,3.59382,50.323475,53.4,0.2645643,-3.0765266
40,17099,4.3818326,4.36104,65.108955,64.8,0.18191518,0.30895233
41,17101,4.519767,4.09184,67.1585,60.8,0.17736202,6.3585014
42,17103,4.356255,4.35431,64.728905,64.700005,0.17543858,0.028900146
43,17105,4.346031,4.55621,64.57699,67.700005,0.20472544,-3.1230164
44,17107,4.789515,4.60332,71.16664,68.4,0.17942792,2.7666397
45,17109,4.5945525,4.56294,68.26973,67.8,0.18764353,0.46972656
46,17113,4.564631,4.83214,67.82513,71.8,0.1851115,-3.9748764
47,17117,4.7583537,4.28701,70.70362,63.700005,0.19194478,7.0036163
48,17119,4.6897078,3.76207,69.683624,55.9,0.18002354,13.783623
49,17121,4.3406696,3.86975,64.49732,57.5,0.18344952,6.997322
50,17123,4.4073215,4.63024,65.487686,68.8,0.19186153,-3.312317
51,17125,4.232091,4.58313,62.88397,68.1,0.21259458,-5.21603
52,17127,4.0757074,3.38519,60.56029,50.3,0.19615863,10.260292
53,17129,4.62709,4.52256,68.7532,67.200005,0.18826215,1.5531921
54,17131,4.3945975,4.38123,65.29863,65.1,0.18639392,0.19863129
55,17133,4.184046,3.12945,62.17007,46.5,0.20236033,15.670071
56,17135,4.8505564,4.36777,72.07365,64.9,0.18595378,7.173645
57,17137,4.7183695,4.5764,70.109505,68.0,0.20478058,2.1095047
58,17139,4.7980566,4.87925,71.293564,72.5,0.18932533,-1.2064362
59,17141,4.258998,4.15914,63.283775,61.800003,0.1687275,1.4837723
60,17143,4.410405,4.75811,65.53351,70.700005,0.19315144,-5.1664963
61,17145,3.8246505,3.25059,56.829876,48.300003,0.20645206,8.529873
62,17147,4.8862166,4.99366,72.603516,74.2,0.17919922,-1.5964813
63,17149,4.552869,4.03127,67.65035,59.9,0.21947911,7.750351
64,17153,4.240258,3.39192,63.00532,50.4,0.18595572,12.60532
65,17155,4.456149,4.34758,66.21321,64.6,0.19551173,1.6132126
66,17157,4.0268784,3.41884,59.834747,50.8,0.21335302,9.034748
67,17159,4.515009,3.95051,67.0878,58.7,0.18095203,8.387798
68,17161,4.4322543,4.27355,65.85816,63.5,0.19818765,2.358162
69,17163,4.377034,3.4323,65.03766,51.0,0.19870931,14.037659
70,17165,4.4545,3.72169,66.18871,55.3,0.19443515,10.888714
71,17167,4.774165,4.85233,70.93856,72.100006,0.18860535,-1.1614456
72,17169,4.3286653,4.06492,64.31895,60.4,0.20626529,3.9189453
73,17171,4.6334696,4.15914,68.84799,61.800003,0.20938434,7.047989
74,17173,4.6340675,4.25336,68.85687,63.199997,0.19615024,5.6568756
75,17175,4.5396533,4.82541,67.45399,71.7,0.19238289,-4.24601
76,17177,4.2094026,4.20625,62.546844,62.500004,0.17296179,0.046840668
77,17179,4.608652,5.02731,68.47923,74.7,0.18290293,-6.220764
78,17181,3.8585296,3.04869,57.33328,45.300003,0.23127182,12.033276
79,17183,4.4775467,4.60332,66.53116,68.4,0.165084,-1.8688431
80,17185,4.6892147,4.05146,69.6763,60.199997,0.17613448,9.476303
81,17189,4.1475534,3.25732,61.62784,48.399998,0.19129425,13.22784
82,17191,4.1345396,3.82937,61.434467,56.9,0.19458601,4.534466
83,17193,4.353431,4.04473,64.68694,60.100002,0.18494032,4.586941
84,17195,4.395957,4.13222,65.318825,61.399998,0.17940593,3.918827
85,17197,3.8686895,3.88321,57.48424,57.7,0.20071413,-0.21575928
86,17199,3.784824,3.35827,56.2381,49.899998,0.21980894,6.3381004
87,17201,3.9895918,3.52652,59.280712,52.4,0.18250307,6.8807106
88,17203,4.4651575,4.53602,66.34707,67.4,0.17644171,-1.0529327
89,18001,3.988894,3.93032,59.270344,58.4,0.16535176,0.87034225
90,18003,3.8547482,3.78899,57.277092,56.3,0.1730748,0.97709274
91,18005,4.288267,4.15241,63.71868,61.7,0.16451149,2.0186806
