,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,19013,8.004323,58.4,1.7987977
1,19111,7.6644297,64.7,1.8215817
2,17109,8.570089,69.3,1.7888038
3,39063,8.225685,59.2,1.7854888
4,19049,7.5056868,52.8,1.8466933
5,39001,8.152602,45.5,1.7975368
6,17145,5.8113775,52.5,1.762775
7,39099,6.8291464,47.8,1.7149147
8,46077,6.776307,50.3,1.8516748
9,55117,7.6380053,46.7,1.9246371
10,27079,7.0877934,50.4,1.9727609
11,55025,8.264302,55.1,1.8613856
12,39037,8.748544,60.4,1.8220941
13,17053,9.275528,60.7,1.7671843
14,31109,7.9750013,48.8,1.89394
15,20137,7.1598845,47.8,2.025784
17,18135,8.467795,58.2,1.8193469
18,55121,6.6500893,39.6,2.036112
19,31047,10.380057,72.2,1.9252481
20,17057,8.048337,62.4,1.8034613
21,29186,6.7031603,56.8,1.7973316
22,29143,7.042469,49.8,1.7866027
24,26037,8.250251,41.4,1.8068523
25,18171,9.267631,66.5,1.7541004
26,27023,6.2351723,52.6,2.2052937
27,17153,7.281436,48.2,1.7800633
28,31083,10.025172,66.2,1.9938126
29,46085,7.1879396,37.2,1.7389655
30,18079,7.542,55.0,1.7635678
31,55065,8.736679,62.7,1.8446144
32,27027,5.233239,45.6,2.1107504
33,19161,6.9813385,60.7,1.8061624
34,17189,5.9420147,57.4,1.7392477
35,39113,8.739015,54.9,1.7625467
36,18083,7.6393995,52.5,1.7618991
37,38035,5.237688,34.9,2.1288054
38,55101,7.858615,51.5,1.8462561
39,27063,6.689101,49.3,2.1152961
40,19197,6.193676,52.6,2.0487669
41,39149,8.588499,62.0,1.7997445
42,18179,8.611505,61.0,1.7740314
43,18021,8.270006,52.8,1.7864037
45,38071,4.442705,30.4,2.1676052
46,27001,2.80536,28.6,2.131861
47,19073,7.401396,55.5,1.8312023
48,17103,9.2575445,63.7,1.8122295
49,29187,7.143651,53.7,1.8180714
50,38009,5.1285715,24.0,2.147458
51,19011,7.761134,61.0,1.8237201
52,19109,6.621668,54.2,2.0335116
53,17107,9.211823,70.1,1.7653728
54,39061,8.666607,51.2,1.8025358
55,26087,7.447133,44.3,1.7625142
57,46039,6.0843153,51.7,2.2889137
58,19047,7.4286346,61.7,1.8427869
59,55019,6.6613092,38.9,2.186942
60,17143,8.470892,66.6,1.8080585
61,39097,9.039554,57.8,1.7920848
62,20099,5.7198057,33.7,1.8577347
63,17051,7.571371,59.5,1.7660999
64,31107,7.6092052,58.8,1.8621279
65,20037,5.246476,38.7,1.8616258
66,18133,8.759386,57.4,1.7719251
67,31143,9.325287,64.3,1.8847446
68,20073,6.61893,34.8,1.8987234
69,29141,7.0962915,34.1,1.8204006
70,18169,8.468337,59.2,1.7637498
71,17183,9.4423895,71.7,1.762069
72,31081,9.654287,63.5,1.9124141
73,46083,7.207101,48.4,1.8118722
75,18077,7.414714,48.3,1.8001404
76,38029,4.6850796,29.9,2.0760634
77,55063,6.298209,43.5,1.9545639
78,27025,4.7655745,37.3,2.2551086
79,19159,6.8583145,47.2,1.7973821
80,17187,8.771453,67.5,1.8156303
81,29085,7.1983194,34.0,1.8446299
82,18015,9.514239,63.9,1.7697248
84,55099,5.812337,39.0,2.4490328
85,19195,6.4344587,53.7,2.1021378
86,39147,8.09535,54.8,1.7703272
87,18177,8.81476,59.2,1.8069639
88,18019,7.743907,49.8,1.8029077
90,27157,7.036008,57.3,2.0391827
91,38069,4.6847305,28.6,2.1946883
92,19103,7.299013,59.9,1.8675334
93,17101,7.1191664,54.1,1.7631668
94,39055,7.9516068,40.0,2.007282
95,26049,7.740405,43.8,1.7718587
96,19009,7.7520914,52.3,1.8565953
97,19107,7.1910763,57.7,1.8325377
98,17105,9.4689665,61.0,1.7723337
99,46037,5.4209156,40.0,2.035113
100,19045,8.307925,58.3,1.8204253
101,55017,6.0802355,40.8,2.3055375
102,17141,9.459208,64.3,1.8240093
103,39095,7.914424,56.4,1.8069916
104,20097,11.692777,63.3,1.9613147
105,18127,8.822911,59.7,1.7733011
107,46073,6.88221,48.0,1.771939
108,55113,5.9985533,30.4,2.486423
109,39033,8.291601,59.7,1.7795129
110,17049,8.028004,72.1,1.7466148
111,29135,6.2219715,37.2,1.7881521
112,20133,5.576007,38.9,1.8808851
113,18131,8.088093,54.5,1.7416718
114,27111,5.3372345,44.3,2.141304
115,26125,7.8125467,43.0,1.7424141
116,31141,8.545786,54.7,1.8537368
117,29139,6.383237,43.4,1.7909508
119,18167,8.144566,51.5,1.7599525
120,27019,6.0143137,54.5,1.9933507
121,17023,8.6496315,64.1,1.762803
122,31079,10.041979,66.5,1.9388847
123,29175,5.662363,46.9,1.7960328
124,18075,8.332323,59.5,1.8057618
125,38027,4.729946,25.1,2.206692
126,55061,6.659318,50.8,1.9826679
127,19157,7.1150436,58.2,1.8558263
128,39109,8.890285,59.7,1.8036062
129,20015,7.2964077,47.6,1.8863163
130,29083,6.6849384,43.4,1.8051401
132,18111,9.309041,59.0,1.758055
133,27151,5.870001,53.8,2.0919914
134,55097,5.9352303,40.6,1.9589788
135,38063,4.3618317,32.4,2.1717174
136,27059,4.761857,36.7,2.2470741
137,19193,7.6346264,59.5,1.8028498
138,39145,8.390047,45.9,1.8758045
139,31023,8.271199,56.0,1.9017768
140,20019,6.214184,33.8,1.904469
141,18017,8.770093,61.8,1.7525375
143,27155,5.56271,51.9,2.106378
144,38067,5.963027,31.9,2.0250494
145,19101,6.7713223,62.0,1.8174136
146,17099,9.503577,67.1,1.753722
147,39053,8.1573,44.3,1.8301909
148,31027,8.262212,60.0,1.8465548
149,20183,7.350107,45.8,2.0175595
150,38005,4.6554184,29.4,2.1944542
151,19039,6.471287,47.9,1.8022797
152,19105,7.983513,60.1,1.7965814
153,17135,8.357209,73.0,1.7466047
154,39057,9.003159,58.0,1.767046
155,29219,7.1508865,46.2,1.783705
157,19043,8.314731,58.8,1.854081
158,55015,7.407528,49.8,1.9034303
159,17139,9.8542185,75.9,1.7514975
160,39093,7.1618624,50.9,1.7339818
161,20127,6.51661,32.8,1.897101
163,55111,7.228548,48.7,1.9064114
164,27073,6.3797674,55.8,2.2405467
165,39031,8.429019,48.9,1.8161708
166,17047,7.1370745,44.1,1.7465824
167,29133,7.4190016,53.0,1.7553033
168,20131,7.5124683,41.5,1.8429267
169,26027,7.501732,49.0,1.7823356
170,18129,8.135395,54.4,1.737932
171,38081,5.5315504,48.3,2.1035645
172,27109,7.4056816,54.9,1.9906404
173,31041,8.266042,63.4,1.9038723
174,26123,6.980874,39.0,1.8982298
175,31139,8.295456,57.3,1.8263437
176,29137,6.3964777,48.6,1.791453
178,18165,8.749969,60.3,1.772424
179,46015,7.4971514,53.4,1.7196435
180,55055,8.15829,51.1,1.8564235
181,19151,6.308881,49.7,1.8852018
182,17179,9.053502,72.1,1.7964201
183,17021,8.964398,73.6,1.7379119
184,31077,8.8931875,59.7,1.9087309
185,46111,7.7593565,48.2,1.7568709
186,18073,8.859317,56.9,1.7566197
187,27053,5.52199,49.2,2.016455
188,39107,8.414796,65.2,1.7707391
189,26163,6.9574203,39.1,1.7991109
190,20013,8.301308,48.6,1.8585427
191,46115,5.849684,40.4,1.809165
192,18011,9.067342,61.2,1.7844825
194,18109,8.567071,56.9,1.7940192
195,27149,5.6101246,51.2,2.0592527
196,38061,4.3224926,26.8,2.1634965
197,55095,5.6541996,37.4,2.3442202
198,19191,7.21546,51.7,1.9087188
199,39143,8.267766,53.1,1.8010262
200,31021,7.5031796,55.4,1.855048
201,29117,5.9053993,43.5,1.8159204
202,18047,8.576415,59.0,1.8100358
204,38065,4.8314657,27.1,2.125455
205,19099,7.476385,60.7,1.8344432
206,17097,7.6234818,41.3,1.7884603
207,39051,8.695165,52.6,1.8099504
208,31025,7.726471,55.7,1.877848
209,26077,8.336409,49.0,1.79687
210,46029,5.6664906,46.4,2.2570615
211,38003,4.9015446,36.6,2.1909258
212,19037,6.556652,53.2,1.9518976
213,19135,7.1064157,50.4,1.7908115
214,17133,6.1513767,54.1,1.7670182
215,39087,6.8424015,37.0,1.8478438
218,19041,6.6735516,52.6,1.8718009
219,55013,5.272377,33.7,2.2923846
220,17137,8.943028,79.8,1.7860998
221,39091,8.2571535,59.1,1.7875324
