,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,4.3948817,4.11876,65.30285,61.2,0.16522129,4.102848
1,17003,3.4420736,3.45249,51.145226,51.300003,0.22655456,-0.15477753
2,17005,4.3946347,3.94378,65.29918,58.6,0.1652808,6.6991806
3,17007,4.267654,4.18606,63.41239,62.2,0.13634522,1.2123909
4,17009,4.410619,4.33412,65.53668,64.399994,0.16748197,1.1366882
5,17011,4.7309155,4.54275,70.29592,67.5,0.15535174,2.7959213
6,17013,4.357398,3.88994,64.74589,57.8,0.19194666,6.9458885
7,17015,4.5095773,4.63697,67.007095,68.9,0.14207602,-1.8929062
8,17017,4.822097,4.34758,71.65077,64.6,0.17326725,7.0507736
9,17019,4.8548727,4.67062,72.13778,69.4,0.1649418,2.7377777
10,17021,5.1153145,4.67735,76.007645,69.5,0.15376887,6.5076447
11,17023,4.3820443,4.12549,65.1121,61.300003,0.17056485,3.8120956
12,17025,3.8440197,3.85629,57.117676,57.300003,0.19753073,-0.18232727
13,17027,4.2493477,3.67458,63.14038,54.600002,0.17074375,8.540379
14,17033,4.2932343,4.15914,63.79249,61.800003,0.19547236,1.992485
15,17035,4.3932786,4.52256,65.27903,67.200005,0.15953076,-1.9209747
16,17037,4.385424,4.36777,65.16232,64.9,0.1351923,0.26232147
17,17039,4.947807,4.5764,73.51868,68.0,0.16884328,5.5186768
18,17041,4.7480884,4.6437,70.551094,69.0,0.16699286,1.551094
19,17045,4.744531,4.56967,70.49824,67.9,0.1670691,2.598236
20,17047,4.0301833,3.60055,59.883854,53.5,0.2014864,6.383854
21,17049,4.457335,4.03127,66.230835,59.9,0.17096063,6.3308334
22,17053,4.632238,4.48891,68.82969,66.700005,0.16808364,2.1296844
23,17055,3.630428,3.1631,53.943954,47.0,0.1880367,6.9439545
24,17057,4.566244,4.20625,67.8491,62.500004,0.17850186,5.3490944
25,17059,3.829147,3.72169,56.89669,55.3,0.20223646,1.5966911
26,17061,4.6709757,4.48218,69.40529,66.600006,0.16658215,2.8052826
27,17063,4.598825,4.24663,68.333206,63.100002,0.16149257,5.233204
28,17065,3.952016,3.37846,58.72238,50.2,0.21287426,8.522381
29,17067,4.605409,4.54948,68.431046,67.6,0.17879546,0.83104706
30,17071,4.729281,4.52256,70.27164,67.200005,0.18367049,3.0716324
31,17073,4.682366,4.49564,69.57453,66.799995,0.15766789,2.7745361
32,17075,4.5945396,4.29374,68.26953,63.8,0.15734088,4.469532
33,17077,3.6479914,3.43903,54.204926,51.1,0.18216258,3.104927
34,17079,4.2518506,3.75534,63.177574,55.800003,0.17285982,7.377571
35,17081,3.6466749,3.23713,54.185364,48.1,0.19275793,6.0853653
36,17083,4.539225,4.25336,67.447624,63.199997,0.16720016,4.2476273
37,17085,4.1855702,4.21298,62.192722,62.6,0.1500439,-0.40727615
38,17087,3.4050734,3.03523,50.595444,45.1,0.25993025,5.4954453
39,17089,4.1986394,4.33412,62.386917,64.399994,0.14949611,-2.0130768
40,17091,4.3892317,4.01781,65.218895,59.699997,0.17362422,5.518898
41,17095,4.785385,4.5091,71.10528,67.0,0.16436414,4.105278
42,17097,3.4677515,3.85629,51.526768,57.300003,0.18866324,-5.7732353
43,17099,4.677842,4.42161,69.50732,65.7,0.15240724,3.8073196
