,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,4.286097,-1.0,63.686436,-14.858841,0.17619644,78.54527
1,17003,3.0383086,-1.0,45.145744,-14.858841,0.16883676,60.004585
2,17005,3.424417,-1.0,50.88287,-14.858841,0.15730986,65.741714
3,17007,4.3590474,-1.0,64.77039,-14.858841,0.16437666,79.629234
4,17009,4.1548023,-1.0,61.735546,-14.858841,0.1978523,76.59439
5,17011,4.7408757,-1.0,70.44392,-14.858841,0.15503846,85.30276
6,17013,3.8338318,-1.0,56.966297,-14.858841,0.18712515,71.825134
7,17015,4.665609,-1.0,69.32554,-14.858841,0.1481579,84.18438
8,17017,4.5304694,-1.0,67.31753,-14.858841,0.21291906,82.17637
9,17019,4.7244554,-1.0,70.19993,-14.858841,0.20700446,85.05877
10,17021,4.8129363,-1.0,71.514656,-14.858841,0.16655545,86.3735
11,17023,4.201657,-1.0,62.43175,-14.858841,0.17500643,77.29059
12,17025,3.4490619,-1.0,51.24906,-14.858841,0.1452662,66.1079
13,17027,3.1752248,-1.0,47.18016,-14.858841,0.14572592,62.039
14,17029,4.5648828,-1.0,67.828865,-14.858841,0.16442242,82.687706
15,17031,3.593637,-1.0,53.39728,-14.858841,0.19516475,68.25612
16,17033,3.990829,-1.0,59.299095,-14.858841,0.16160879,74.157936
17,17035,4.1229224,-1.0,61.26185,-14.858841,0.16323383,76.12069
18,17037,4.525083,-1.0,67.23749,-14.858841,0.1430016,82.09633
19,17039,4.9951234,-1.0,74.22175,-14.858841,0.17247893,89.08059
20,17041,4.6736245,-1.0,69.44464,-14.858841,0.17879651,84.30348
21,17043,4.020505,-1.0,59.740044,-14.858841,0.24870089,74.598885
22,17045,4.781446,-1.0,71.046745,-14.858841,0.17144816,85.90559
23,17047,3.4263573,-1.0,50.911697,-14.858841,0.14838581,65.77054
24,17049,3.9328341,-1.0,58.43736,-14.858841,0.14919347,73.2962
25,17051,3.4632754,-1.0,51.46026,-14.858841,0.15510508,66.3191
26,17053,4.6659417,-1.0,69.33049,-14.858841,0.14789881,84.18933
27,17055,2.4454856,-1.0,36.337082,-14.858841,0.17532332,51.195923
28,17057,4.415594,-1.0,65.61061,-14.858841,0.20862985,80.46945
29,17059,3.3813605,-1.0,50.2431,-14.858841,0.15485041,65.101944
30,17061,4.3847547,-1.0,65.152374,-14.858841,0.15849863,80.011215
31,17063,4.732708,-1.0,70.322556,-14.858841,0.16934058,85.1814
32,17065,3.0428843,-1.0,45.213734,-14.858841,0.147333,60.072575
