,FIPS,y_test_pred,y_test,y_test_pred_model_uncertainty,y_test_pred_cv,pred_error
355,27013,22.938026,-1.0,1.9651774,0.08567335,23.938026
356,27015,22.833195,-1.0,2.3565366,0.10320661,23.833195
357,27019,20.904408,-1.0,1.7210783,0.08233088,21.904408
358,27021,14.426392,-1.0,2.28097,0.15811092,15.426392
359,27025,17.58736,-1.0,2.0060155,0.11406007,18.58736
360,27027,18.428146,-1.0,2.1373248,0.11598154,19.428146
361,27029,17.286167,-1.0,2.0110478,0.116338566,18.286167
362,27033,22.316113,-1.0,2.478028,0.111042105,23.316113
363,27037,19.40715,-1.0,2.037884,0.105006866,20.40715
364,27039,20.235188,-1.0,1.8079321,0.089345954,21.235188
365,27045,21.053865,-1.0,1.8607254,0.08837928,22.053865
366,27047,21.011013,-1.0,1.7229029,0.081999995,22.011013
367,27049,19.615147,-1.0,1.7872615,0.0911164,20.615147
368,27051,17.307636,-1.0,2.1175163,0.12234578,18.307636
369,27053,18.91353,-1.0,1.9846712,0.10493394,19.91353
370,27057,13.730327,-1.0,2.3700027,0.1726108,14.730327
371,27059,16.543407,-1.0,1.9318266,0.116773196,17.543407
372,27061,15.464185,-1.0,2.2386584,0.14476408,16.464184
373,27063,23.45184,-1.0,2.3612015,0.100682996,24.45184
374,27067,18.432516,-1.0,1.9200299,0.10416537,19.432516
375,27069,24.37611,-1.0,2.2935324,0.09408935,25.37611
376,27071,14.698455,-1.0,2.7596958,0.18775414,15.698455
377,27073,19.950312,-1.0,3.2403574,0.16242139,20.950312
378,27079,21.530901,-1.0,1.8284497,0.08492212,22.530901
379,27085,19.269054,-1.0,1.8613292,0.09659681,20.269054
380,27087,18.375484,-1.0,2.0076718,0.109258175,19.375484
381,27089,23.803017,-1.0,2.5993853,0.109204024,24.803017
382,27095,16.211586,-1.0,2.0770586,0.12812185,17.211586
383,27097,17.818855,-1.0,2.2139745,0.124248974,18.818855
384,27099,19.628494,-1.0,1.8096614,0.09219563,20.628494
385,27103,22.487743,-1.0,1.912967,0.08506709,23.487743
386,27105,24.118904,-1.0,2.6531343,0.11000228,25.118904
387,27107,19.65424,-1.0,2.2548013,0.11472341,20.65424
388,27113,22.628325,-1.0,2.3656232,0.10454257,23.628325
389,27115,16.615509,-1.0,2.0388212,0.122705914,17.615509
390,27119,22.499033,-1.0,2.3460326,0.1042726,23.499033
391,27121,16.088448,-1.0,2.0025525,0.124471456,17.088448
392,27125,22.144112,-1.0,2.3480802,0.10603632,23.144112
393,27129,19.40818,-1.0,2.02891,0.1045389,20.40818
394,27131,19.478025,-1.0,1.7465088,0.0896656,20.478025
395,27135,21.92724,-1.0,2.4291005,0.11078004,22.92724
396,27139,20.586975,-1.0,1.6655293,0.080902085,21.586975
397,27141,16.709116,-1.0,2.1478655,0.12854454,17.709116
398,27143,20.006435,-1.0,1.8665515,0.093297556,21.006435
399,27145,18.122398,-1.0,1.9313121,0.106570445,19.122398
400,27147,19.72496,-1.0,1.736655,0.088043526,20.72496
401,27149,15.698748,-1.0,2.13801,0.13618985,16.698748
402,27151,17.949785,-1.0,2.2968113,0.1279576,18.949785
403,27153,15.72947,-1.0,2.0290976,0.12899974,16.72947
404,27161,21.524298,-1.0,1.7134447,0.07960514,22.524298
405,27163,17.896793,-1.0,1.9988472,0.11168745,18.896793
406,27165,24.241524,-1.0,2.344434,0.096711494,25.241524
407,27167,18.830667,-1.0,2.2834973,0.12126481,19.830667
408,27169,19.46769,-1.0,1.9048086,0.097844616,20.46769
409,29005,29.59052,-1.0,3.668817,0.12398623,30.59052
410,29007,14.156955,-1.0,1.5423104,0.10894365,15.156955
411,29011,12.790344,-1.0,1.6471093,0.12877755,13.790344
412,29019,13.57846,-1.0,1.6477075,0.12134715,14.57846
413,29021,24.031542,-1.0,2.0625415,0.085826434,25.031542
414,29025,17.311382,-1.0,1.7994276,0.10394477,18.311382
415,29027,12.996984,-1.0,1.6036193,0.12338396,13.996984
416,29031,14.3240595,-1.0,1.7203307,0.12010078,15.3240595
417,29033,20.857594,-1.0,2.0280318,0.097232305,21.857594
418,29037,15.237984,-1.0,1.6858141,0.11063236,16.237984
419,29039,12.651166,-1.0,1.6641556,0.13154168,13.651166
420,29045,22.165325,-1.0,2.0120792,0.09077599,23.165325
421,29047,20.025303,-1.0,1.8346456,0.09161638,21.025303
422,29049,22.372295,-1.0,1.9820846,0.088595495,23.372295
423,29051,13.7730465,-1.0,1.7170106,0.124664545,14.7730465
424,29053,16.739285,-1.0,1.7448509,0.104236886,17.739285
425,29057,12.078761,-1.0,1.619694,0.13409439,13.078761
426,29061,18.885456,-1.0,1.8617924,0.0985834,19.885456
427,29069,13.851329,-1.0,1.8158655,0.13109684,14.851329
428,29071,13.906097,-1.0,1.8424851,0.13249476,14.906097
429,29077,15.205104,-1.0,1.9641222,0.12917519,16.205105
430,29079,18.803337,-1.0,1.8218874,0.0968917,19.803337
431,29095,18.332037,-1.0,1.791503,0.09772525,19.332037
432,29097,12.230844,-1.0,1.656528,0.13543858,13.230844
433,29101,16.509739,-1.0,1.7587024,0.106525145,17.509739
434,29105,15.319373,-1.0,1.9346843,0.12629004,16.319374
435,29107,22.964014,-1.0,2.0578346,0.08961128,23.964014
436,29109,12.526145,-1.0,1.7031995,0.13597156,13.526145
437,29111,18.857983,-1.0,1.8805767,0.099723116,19.857983
438,29113,13.641737,-1.0,1.6086903,0.117924154,14.641737
439,29117,18.356085,-1.0,1.8773998,0.1022767,19.356085
440,29131,13.628671,-1.0,1.7789259,0.1305282,14.628671
441,29133,14.751195,-1.0,1.6983418,0.115132496,15.751195
442,29135,14.263129,-1.0,1.7167904,0.12036562,15.263129
443,29137,15.836041,-1.0,1.6581533,0.10470756,16.83604
444,29143,16.559978,-1.0,1.8533014,0.11191448,17.559978
445,29151,14.269029,-1.0,1.8001393,0.1261571,15.269029
446,29155,15.36652,-1.0,1.7783263,0.11572733,16.36652
447,29163,15.049949,-1.0,1.5730499,0.104521945,16.04995
448,29165,23.549744,-1.0,2.1639636,0.091889046,24.549744
449,29167,11.72846,-1.0,1.757319,0.14983374,12.72846
450,29171,19.184956,-1.0,1.9824079,0.10333138,20.184956
451,29173,15.545415,-1.0,1.614937,0.1038851,16.545414
452,29175,15.487369,-1.0,1.6684972,0.10773277,16.48737
453,29177,19.589708,-1.0,1.9329267,0.09867052,20.589708
454,29181,13.676009,-1.0,1.8309855,0.13388303,14.676009
455,29183,15.0209465,-1.0,1.5503653,0.103213556,16.020947
456,29185,12.883477,-1.0,1.705691,0.13239369,13.883477
457,29187,11.763944,-1.0,1.8382868,0.1562645,12.763944
458,29195,25.12525,-1.0,2.2183497,0.088291645,26.12525
459,29199,21.444141,-1.0,2.0242252,0.09439526,22.444141
460,29201,18.908323,-1.0,1.9940903,0.10546098,19.908323
461,29207,18.971985,-1.0,1.9184055,0.10111781,19.971985
462,29211,17.677925,-1.0,1.9054848,0.10778894,18.677925
