,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,4.066067,3.82264,60.417046,56.8,0.2276222,3.6170464,"Adams County, IL"
1,17003,2.968216,2.58432,44.104248,38.4,0.25353578,5.7042465,"Alexander County, IL"
2,17007,4.4270906,4.19279,65.78143,62.3,0.16078332,3.4814339,"Boone County, IL"
3,17009,4.0269313,3.4996,59.835533,52.0,0.23511398,7.835533,"Brown County, IL"
4,17011,4.6822305,4.32066,69.57252,64.200005,0.17844652,5.372513,"Bureau County, IL"
5,17015,4.6437654,4.6437,69.00098,69.0,0.20193759,0.0009765625,"Carroll County, IL"
6,17017,4.54434,4.19952,67.52363,62.4,0.20842053,5.1236267,"Cass County, IL"
7,17019,4.668113,4.55621,69.362755,67.700005,0.1526227,1.6627502,"Champaign County, IL"
8,17021,4.673062,4.23317,69.43629,62.9,0.16383754,6.5362854,"Christian County, IL"
9,17025,3.2543283,3.53325,48.355545,52.500004,0.20758832,-4.144459,"Clay County, IL"
10,17027,3.4206367,3.64093,50.8267,54.1,0.1899081,-3.2733002,"Clinton County, IL"
11,17029,4.392654,4.21298,65.269745,62.6,0.1376875,2.6697464,"Coles County, IL"
12,17033,3.5922008,3.79572,53.375942,56.4,0.19697598,-3.0240593,"Crawford County, IL"
13,17035,3.9471006,3.9707,58.64934,59.0,0.17314948,-0.35065842,"Cumberland County, IL"
14,17037,4.6325583,4.54275,68.83445,67.5,0.14705433,1.3344498,"DeKalb County, IL"
15,17039,4.767014,4.17933,70.832306,62.1,0.14215444,8.732307,"De Witt County, IL"
16,17041,4.538237,4.53602,67.432945,67.4,0.13654988,0.032943726,"Douglas County, IL"
17,17045,4.3313885,4.3745,64.35941,65.0,0.15077588,-0.64058685,"Edgar County, IL"
18,17047,3.220251,3.21021,47.8492,47.7,0.21740562,0.14920044,"Edwards County, IL"
19,17049,3.7415195,3.91686,55.594643,58.2,0.18579818,-2.6053581,"Effingham County, IL"
20,17051,3.6531062,3.74188,54.280926,55.6,0.18244275,-1.3190727,"Fayette County, IL"
21,17053,4.4706903,4.07165,66.429276,60.5,0.16413797,5.9292755,"Ford County, IL"
22,17055,3.1293888,3.04196,46.499092,45.2,0.212628,1.2990913,"Franklin County, IL"
23,17057,4.4428244,3.79572,66.01522,56.4,0.2023789,9.615219,"Fulton County, IL"
24,17059,3.5123978,3.25732,52.19016,48.399998,0.21643586,3.7901611,"Gallatin County, IL"
25,17061,4.3815603,4.20625,65.10491,62.500004,0.18843949,2.604908,"Greene County, IL"
26,17063,4.49101,3.9034,66.73121,58.0,0.1653512,8.731209,"Grundy County, IL"
27,17065,3.057467,3.10253,45.430416,46.100002,0.21692486,-0.6695862,"Hamilton County, IL"
28,17067,4.2702684,4.28701,63.45124,63.700005,0.22209826,-0.24876404,"Hancock County, IL"
29,17069,3.490622,2.67854,51.8666,39.8,0.23506224,12.066601,"Hardin County, IL"
30,17071,4.4887934,3.88994,66.698265,57.8,0.20752306,8.898266,"Henderson County, IL"
31,17073,4.6684384,4.13222,69.367584,61.399998,0.1735447,7.9675865,"Henry County, IL"
32,17075,4.4285774,3.97743,65.80353,59.100002,0.15495956,6.7035255,"Iroquois County, IL"
33,17079,3.6842399,3.91013,54.743534,58.100002,0.18576661,-3.3564682,"Jasper County, IL"
34,17081,3.191975,3.25732,47.42905,48.399998,0.20348984,-0.97094727,"Jefferson County, IL"
35,17083,4.1955085,3.72169,62.340393,55.3,0.18114388,7.040394,"Jersey County, IL"
36,17085,4.257151,4.07838,63.256332,60.600002,0.19597079,2.65633,"Jo Daviess County, IL"
37,17089,4.432837,4.34085,65.86682,64.5,0.15750934,1.3668213,"Kane County, IL"
38,17091,4.334481,3.75534,64.405365,55.800003,0.16967557,8.605362,"Kankakee County, IL"
39,17095,4.7493505,4.28028,70.56985,63.600002,0.18237448,6.969845,"Knox County, IL"
40,17097,3.837573,3.53325,57.02189,52.500004,0.18507922,4.521885,"Lake County, IL"
41,17099,4.635556,4.11876,68.87899,61.2,0.17051367,7.6789894,"LaSalle County, IL"
42,17103,4.6267586,4.09184,68.74827,60.8,0.16933282,7.948269,"Lee County, IL"
43,17105,4.5748887,4.07838,67.97755,60.600002,0.1793936,7.3775444,"Livingston County, IL"
44,17107,4.741476,4.48218,70.45284,66.600006,0.1633099,3.8528366,"Logan County, IL"
45,17109,4.720643,4.20625,70.14329,62.500004,0.19709702,7.643284,"McDonough County, IL"
46,17111,4.2021422,3.97743,62.438965,59.100002,0.16187604,3.3389626,"McHenry County, IL"
47,17113,4.6767097,4.29374,69.490486,63.8,0.15986204,5.690487,"McLean County, IL"
