,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,3.6688504,3.35154,54.514866,49.800003,0.16191785,4.714863,"Adams County, IL"
1,17005,3.7287345,3.47941,55.404675,51.7,0.14703077,3.7046738,"Bond County, IL"
2,17007,3.4431396,3.365,51.161064,50.0,0.1487082,1.1610641,"Boone County, IL"
3,17009,3.5725408,3.78226,53.083817,56.2,0.1632429,-3.1161842,"Brown County, IL"
4,17011,3.812337,3.86302,56.646908,57.4,0.14850974,-0.7530937,"Bureau County, IL"
5,17013,3.6973977,3.15637,54.939045,46.899998,0.15982734,8.039047,"Calhoun County, IL"
6,17015,3.6539192,4.35431,54.293007,64.700005,0.13894708,-10.406998,"Carroll County, IL"
7,17019,4.0004573,3.55344,59.442158,52.800003,0.13247757,6.6421547,"Champaign County, IL"
8,17025,3.6573815,2.72565,54.34445,40.5,0.16030803,13.844452,"Clay County, IL"
9,17027,3.6913881,3.49287,54.84975,51.9,0.1444715,2.949749,"Clinton County, IL"
10,17029,4.0644627,4.28701,60.393204,63.700005,0.13685465,-3.3068008,"Coles County, IL"
11,17033,3.6763115,3.33135,54.62573,49.5,0.15780532,5.1257286,"Crawford County, IL"
12,17035,3.7870417,3.40538,56.27105,50.600002,0.15406053,5.671047,"Cumberland County, IL"
13,17037,3.5993958,3.74188,53.48285,55.6,0.13818032,-2.1171494,"DeKalb County, IL"
14,17041,4.0842805,4.19952,60.687675,62.4,0.13325791,-1.712326,"Douglas County, IL"
15,17045,4.0410395,4.00435,60.045162,59.500004,0.13515288,0.5451584,"Edgar County, IL"
16,17049,3.842588,3.46595,57.096405,51.5,0.15115061,5.596405,"Effingham County, IL"
17,17051,3.682775,3.29097,54.721767,48.9,0.16017668,5.821766,"Fayette County, IL"
18,17053,3.8125238,3.53998,56.649685,52.6,0.13704948,4.0496864,"Ford County, IL"
19,17055,3.4943643,2.61797,51.922203,38.9,0.17816256,13.022202,"Franklin County, IL"
20,17057,3.6253648,3.62747,53.86872,53.9,0.16028124,-0.031280518,"Fulton County, IL"
21,17059,3.7408338,3.19675,55.584454,47.5,0.16228418,8.084454,"Gallatin County, IL"
22,17061,4.011661,4.08511,59.608635,60.700005,0.13707668,-1.0913696,"Greene County, IL"
23,17063,3.56432,3.2977,52.961666,49.0,0.14289907,3.961666,"Grundy County, IL"
24,17069,3.366559,3.01504,50.023167,44.8,0.1973365,5.2231674,"Hardin County, IL"
25,17073,3.8929987,3.53998,57.845448,52.6,0.13972096,5.245449,"Henry County, IL"
26,17075,3.6776338,3.04869,54.645374,45.300003,0.14047967,9.345371,"Iroquois County, IL"
27,17077,3.604765,2.66508,53.56263,39.600002,0.18317713,13.962627,"Jackson County, IL"
28,17079,3.8224263,3.62747,56.796825,53.9,0.14939736,2.896824,"Jasper County, IL"
29,17081,3.4587345,2.51702,51.392788,37.4,0.18096246,13.992786,"Jefferson County, IL"
30,17083,3.7782097,4.04473,56.139816,60.100002,0.14859262,-3.960186,"Jersey County, IL"
31,17085,3.438562,3.74188,51.093044,55.6,0.15684581,-4.506954,"Jo Daviess County, IL"
32,17089,3.5112767,3.38519,52.173504,50.3,0.16068475,1.8735046,"Kane County, IL"
33,17091,3.504726,3.51979,52.076164,52.3,0.14788738,-0.22383499,"Kankakee County, IL"
34,17093,3.5962577,3.86302,53.436222,57.4,0.14383769,-3.9637794,"Kendall County, IL"
35,17095,3.851345,3.76207,57.226524,55.9,0.14844115,1.3265228,"Knox County, IL"
36,17097,2.902947,3.24386,43.134426,48.2,0.19223051,-5.0655746,"Lake County, IL"
37,17099,3.6968908,3.72842,54.931515,55.4,0.13868746,-0.4684868,"LaSalle County, IL"
38,17101,3.6933694,3.21694,54.87919,47.8,0.16473731,7.0791893,"Lawrence County, IL"
39,17103,3.6519313,4.01781,54.263466,59.699997,0.14341325,-5.436531,"Lee County, IL"
40,17105,3.7536993,3.82937,55.775623,56.9,0.1439629,-1.1243782,"Livingston County, IL"
41,17109,3.8552532,4.05146,57.284595,60.199997,0.13805354,-2.9154015,"McDonough County, IL"
42,17113,3.965345,4.1053,58.92043,61.0,0.13645351,-2.0795708,"McLean County, IL"
43,17115,4.154892,4.29374,61.73688,63.8,0.12953973,-2.063118,"Macon County, IL"
44,17117,3.984877,3.92359,59.210655,58.3,0.13723256,0.910656,"Macoupin County, IL"
45,17119,3.873427,3.80918,57.554634,56.600002,0.13693933,0.9546318,"Madison County, IL"
46,17121,3.6504483,3.12945,54.241432,46.5,0.15628862,7.741432,"Marion County, IL"
47,17123,3.7837496,3.62074,56.222134,53.8,0.14372548,2.4221344,"Marshall County, IL"
48,17125,3.8476925,3.72842,57.172253,55.4,0.15269563,1.7722511,"Mason County, IL"
