,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,4.2751684,4.08511,63.524048,60.700005,0.18566747,2.8240433
1,17005,4.515257,3.85629,67.091484,57.300003,0.1637909,9.791481
2,17007,4.075516,4.01108,60.55745,59.6,0.13859622,0.95745087
3,17009,4.3585367,4.19952,64.7628,62.4,0.17764424,2.3628006
4,17011,4.5044403,4.50237,66.93076,66.9,0.14897187,0.030761719
5,17013,4.2441196,4.01781,63.0627,59.699997,0.18451746,3.3627014
6,17015,4.4973383,4.73792,66.82523,70.4,0.14391157,-3.574768
7,17017,4.695714,4.08511,69.772865,60.700005,0.17438737,9.072861
8,17019,4.5540924,4.85906,67.66853,72.2,0.1436114,-4.5314636
9,17021,4.8864822,4.51583,72.60746,67.1,0.17435166,5.5074615
10,17023,4.6628914,4.26009,69.285164,63.3,0.16936736,5.9851646
11,17025,4.300205,3.66112,63.896065,54.4,0.17132294,9.496063
12,17027,4.3776946,3.32462,65.04747,49.4,0.16668728,15.647469
13,17029,4.740382,4.79849,70.436584,71.3,0.16457567,-0.8634186
14,17033,4.4893885,4.09184,66.70711,60.8,0.16168115,5.9071083
15,17035,4.6283035,4.33412,68.771225,64.399994,0.16644636,4.371231
16,17037,4.232605,4.36104,62.891605,64.8,0.13955075,-1.9083977
17,17041,4.7617464,4.58313,70.754036,68.1,0.14020781,2.6540375
18,17045,4.659442,4.45526,69.23391,66.2,0.16331778,3.0339127
19,17047,4.320903,3.74861,64.203606,55.7,0.16856708,8.503605
20,17049,4.6036196,3.99089,68.40445,59.3,0.16153489,9.10445
21,17051,4.3257504,3.7688,64.275635,56.0,0.16547446,8.275635
22,17053,4.2747684,4.75811,63.518105,70.700005,0.14808695,-7.1819
23,17055,3.8010075,3.37173,56.478565,50.100002,0.1874913,6.378563
24,17057,4.3497477,4.2399,64.63221,63.000004,0.16028668,1.632206
25,17061,4.7147055,4.46872,70.05506,66.4,0.17838764,3.6550598
26,17063,4.258292,4.07838,63.27329,60.600002,0.15158503,2.6732864
27,17067,4.6133113,4.3745,68.54846,65.0,0.1624441,3.548462
28,17071,4.467312,4.4418,66.379074,66.0,0.1521724,0.3790741
29,17073,4.418964,4.38796,65.66068,65.2,0.14830911,0.46068573
30,17075,4.159927,4.41488,61.81169,65.6,0.15541449,-3.7883072
31,17079,4.465225,4.15241,66.348076,61.7,0.16610155,4.648075
32,17081,3.8269286,3.26405,56.863724,48.5,0.19318937,8.363724
33,17083,4.571064,4.3072,67.920715,64.0,0.18054608,3.9207153
34,17085,3.9596798,3.71496,58.836254,55.2,0.17815994,3.6362534
