,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17007,7.393521,14.32144,109.85915,212.8,1.271829,-102.94085
1,17009,7.5221367,11.94575,111.77023,177.5,1.2042605,-65.72977
2,17011,7.698802,16.20584,114.39528,240.79999,1.3373928,-126.40471
3,17015,8.354648,16.09816,124.14038,239.2,1.2487462,-115.059616
4,17023,7.352114,13.9984,109.2439,208.0,1.1871214,-98.7561
5,17025,6.46056,11.6429,95.99643,173.00002,1.2056792,-77.003586
6,17027,6.3382683,13.29848,94.17932,197.6,1.1966888,-103.420685
7,17029,7.3353934,15.31748,108.995445,227.6,1.2190073,-118.60456
8,17033,7.1325,13.33886,105.98069,198.2,1.1917014,-92.21931
9,17035,6.9887795,15.22999,103.84516,226.3,1.1949106,-122.45484
10,17041,6.828391,15.16269,101.461975,225.3,1.1998492,-123.83803
11,17045,7.223525,14.98098,107.33321,222.6,1.2159588,-115.26679
12,17047,6.7332764,12.47742,100.04868,185.4,1.2274083,-85.35131
13,17049,6.9558845,14.63775,103.356384,217.5,1.179828,-114.143616
14,17055,6.2836494,11.48138,93.36775,170.6,1.1405815,-77.232254
15,17057,7.3349843,14.02532,108.989365,208.40001,1.2965891,-99.410645
16,17061,7.396968,15.41843,109.91037,229.1,1.2388513,-119.18964
17,17067,7.481474,15.35786,111.16603,228.2,1.2663919,-117.033966
18,17075,6.2508326,14.38874,92.88013,213.8,1.3021804,-120.919876
19,17077,6.284672,13.06966,93.38294,194.20001,1.2034259,-100.81707
20,17081,6.088815,10.54591,90.47274,156.7,1.176787,-66.22726
21,17083,7.1337757,13.03601,105.99964,193.7,1.2009966,-87.700356
22,17085,7.676819,14.28106,114.068634,212.20001,1.1790633,-98.13138
23,17089,7.5874863,15.72801,112.74126,233.70001,1.3213437,-120.958755
24,17095,7.6646156,16.03086,113.88731,238.20001,1.3216866,-124.312706
25,17097,6.9542656,11.08431,103.33233,164.7,1.3305957,-61.36767
26,17099,6.9616423,15.1425,103.44194,225.0,1.3063331,-121.55806
27,17101,6.935088,13.08985,103.04737,194.50002,1.2205313,-91.452644
28,17105,6.682064,15.57322,99.28773,231.40001,1.3050065,-132.11227
29,17107,7.529923,15.78185,111.88593,234.5,1.235672,-122.61407
30,17113,6.9989996,16.60291,103.997025,246.69998,1.239271,-142.70296
31,17115,7.541638,16.40774,112.06,243.8,1.2289926,-131.74
32,17117,7.2304583,13.89072,107.43623,206.40001,1.2094953,-98.963776
33,17119,6.6484113,13.45327,98.78769,199.9,1.2477309,-101.112305
34,17121,6.3633018,12.32263,94.55129,183.1,1.1887319,-88.54871
35,17129,7.888863,16.26641,117.21936,241.70001,1.2651953,-124.48065
