,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,12.996803,12.99563,193.11743,193.1,0.6394261,0.017425537
1,17003,11.259174,8.84995,167.29828,131.5,1.0388339,35.79828
2,17007,13.846411,13.29175,205.74162,197.5,0.46637398,8.241623
3,17009,12.887091,12.26879,191.48723,182.3,0.6802765,9.187225
4,17011,14.461327,13.72247,214.87856,203.90001,0.46004134,10.978546
5,17015,14.407835,15.60687,214.08372,231.9,0.45226857,-17.816269
6,17017,13.377041,13.61479,198.76732,202.3,0.63647723,-3.5326843
7,17019,14.22657,14.14646,211.39035,210.2,0.49045694,1.1903534
8,17021,14.232616,13.67536,211.4802,203.2,0.53683966,8.280197
9,17025,11.956886,10.37766,177.66548,154.2,0.66381896,23.465485
10,17027,11.7714405,10.42477,174.90996,154.90001,0.7893328,20.009949
11,17031,11.141657,11.441,165.55211,170.0,1.305379,-4.447891
12,17035,12.80237,12.00632,190.22838,178.40001,0.55053186,11.828369
13,17037,14.007294,14.50988,208.13216,215.6,0.4319039,-7.4678497
14,17039,14.113174,14.43585,209.70541,214.5,0.5032088,-4.794586
15,17041,13.977732,14.03878,207.6929,208.6,0.4943437,-0.9071045
16,17045,13.657305,13.01582,202.93172,193.4,0.4877176,9.531723
17,17047,11.468815,9.52968,170.4133,141.6,0.6670712,28.813293
18,17049,12.5427265,10.91606,186.37038,162.20001,0.5871499,24.170364
19,17051,12.0853195,10.9699,179.57384,163.0,0.68088764,16.573837
20,17053,13.670809,13.7292,203.13237,204.0,0.5048519,-0.86763
21,17055,10.529537,7.77988,156.45673,115.6,0.85781604,40.856728
22,17057,13.420441,13.13023,199.4122,195.1,0.6305753,4.312195
23,17059,11.777126,10.72762,174.99445,159.40001,0.78482056,15.594437
24,17061,13.3707695,12.57837,198.67413,186.90001,0.6401358,11.774124
25,17063,13.803545,14.29452,205.10468,212.40001,0.49901518,-7.295334
26,17065,10.774796,8.31155,160.10098,123.5,0.7607156,36.600983
27,17067,13.925659,13.97148,206.91916,207.6,0.5866993,-0.68084717
28,17071,13.917353,13.9311,206.79573,207.0,0.5516662,-0.20426941
29,17073,14.315567,13.99167,212.71274,207.9,0.4682714,4.812744
30,17075,13.435339,13.02928,199.63358,193.59999,0.5332692,6.0335846
