,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17007,7.1519604,14.32144,106.269844,212.8,1.2365528,-106.53016
1,17009,7.169185,11.94575,106.52579,177.5,1.2008743,-70.97421
2,17011,7.4313526,16.20584,110.42129,240.79999,1.2737262,-130.3787
3,17015,7.469845,16.09816,110.99324,239.2,1.1876003,-128.20676
4,17023,7.272222,13.9984,108.05679,208.0,1.201576,-99.94321
5,17025,7.2948246,11.6429,108.39264,173.00002,1.2071346,-64.607376
6,17027,7.0714545,13.29848,105.073616,197.6,1.1898224,-92.52639
7,17029,7.3598495,15.31748,109.35883,227.6,1.2250819,-118.24117
8,17033,7.231593,13.33886,107.453094,198.2,1.2038387,-90.7469
9,17035,7.14204,15.22999,106.12244,226.3,1.1975023,-120.17757
10,17041,7.185728,15.16269,106.77159,225.3,1.2185776,-118.52841
11,17045,7.273081,14.98098,108.06955,222.6,1.223872,-114.53046
12,17047,7.3041844,12.47742,108.531715,185.4,1.2296236,-76.86828
13,17049,7.209256,14.63775,107.12119,217.5,1.1911886,-110.37881
14,17055,7.072849,11.48138,105.09434,170.6,1.1850278,-65.50567
15,17057,7.352459,14.02532,109.24902,208.40001,1.2624582,-99.150986
16,17061,7.3476467,15.41843,109.17751,229.1,1.247827,-119.92249
17,17067,7.2395906,15.35786,107.57193,228.2,1.2411447,-120.62807
18,17075,7.0872393,14.38874,105.30816,213.8,1.2938929,-108.491844
19,17077,6.8383274,13.06966,101.60962,194.20001,1.2146814,-92.59039
20,17081,6.924505,10.54591,102.89012,156.7,1.2029111,-53.809875
21,17083,7.277812,13.03601,108.139854,193.7,1.214547,-85.56014
22,17085,7.108098,14.28106,105.6181,212.20001,1.2010635,-106.58191
23,17089,7.2529235,15.72801,107.770035,233.70001,1.2634752,-125.92998
24,17095,7.532305,16.03086,111.92132,238.20001,1.2823268,-126.278694
25,17097,6.6911774,11.08431,99.42314,164.7,1.2672812,-65.276855
26,17099,7.2762117,15.1425,108.11607,225.0,1.2873418,-116.88393
27,17101,7.1787953,13.08985,106.66858,194.50002,1.2213838,-87.831436
28,17105,7.377361,15.57322,109.61903,231.40001,1.3043169,-121.780975
29,17107,7.437679,15.78185,110.51529,234.5,1.2334442,-123.98471
30,17113,7.3757033,16.60291,109.594406,246.69998,1.2463346,-137.10558
31,17115,7.453824,16.40774,110.75519,243.8,1.2383487,-133.04482
32,17117,7.332141,13.89072,108.94712,206.40001,1.2167115,-97.45289
33,17119,7.194995,13.45327,106.90929,199.9,1.2327218,-92.99071
34,17121,7.191989,12.32263,106.864624,183.1,1.197759,-76.23538
35,17129,7.602904,16.26641,112.97034,241.70001,1.2358053,-128.72968
36,17133,7.169141,12.28225,106.52512,182.50002,1.2478278,-75.97489
37,17135,7.3623867,13.7965,109.39654,205.0,1.181037,-95.60346
38,17137,7.5525894,15.37805,112.222725,228.5,1.2787176,-116.277275
39,17141,7.3299513,15.82223,108.91458,235.1,1.2484618,-126.185425
40,17143,7.5623507,14.69832,112.36777,218.40001,1.2869698,-106.03224
41,17147,7.3388815,16.22603,109.04727,241.1,1.2411749,-132.05273
42,17149,7.1906147,13.47346,106.8442,200.20001,1.2218039,-93.35581
43,17151,6.836217,10.57283,101.57826,157.1,1.2301788,-55.521744
44,17153,7.270547,12.1813,108.0319,181.0,1.2014983,-72.9681
45,17157,7.0870442,11.62944,105.30527,172.8,1.1767082,-67.494736
46,17159,7.2029886,12.07362,107.02806,179.4,1.2007852,-72.37193
47,17163,7.116341,12.6524,105.740585,188.0,1.2393463,-82.259415
48,17167,7.655136,16.70386,113.74645,248.2,1.2580428,-134.45355
49,17171,7.3282843,13.50711,108.88981,200.7,1.272022,-91.81019
50,17175,7.595915,15.16269,112.86649,225.3,1.2905213,-112.43351
51,17177,7.230636,14.83292,107.43887,220.40001,1.2333306,-112.961136
52,17179,7.4750395,15.83569,111.07043,235.3,1.2584394,-124.229576
53,17183,7.175547,14.6714,106.620316,218.0,1.2567244,-111.379684
54,17185,7.346132,12.32936,109.15501,183.2,1.2242435,-74.04499
55,17189,7.1837916,12.86776,106.74282,191.2,1.2211984,-84.45718
56,17191,7.230589,12.24187,107.43817,181.9,1.2191128,-74.46182
57,17193,7.320389,11.82461,108.77249,175.7,1.2615347,-66.927505
58,17195,7.3198504,15.49246,108.764496,230.20001,1.2649397,-121.43552
59,17197,7.139485,13.06966,106.08447,194.20001,1.3417779,-88.11554
60,17199,6.916228,9.75177,102.76713,144.90001,1.2035605,-42.13288
61,17201,7.113106,14.19357,105.69251,210.90001,1.2729946,-105.2075
62,18001,6.781424,13.24464,100.7641,196.8,1.2684176,-96.035904
63,18003,6.7170744,13.0562,99.807945,194.0,1.2900592,-94.192055
64,18005,7.077093,13.37251,105.1574,198.7,1.3225894,-93.542595
65,18007,7.0131955,15.45881,104.207954,229.7,1.2755466,-125.49204
66,18011,6.981163,14.12627,103.731995,209.90001,1.2824162,-106.168015
67,18015,7.038365,14.57718,104.58195,216.6,1.2542735,-112.01806
68,18017,7.024762,13.55422,104.37982,201.40001,1.2584155,-97.02019
69,18019,6.6300592,11.63617,98.515,172.90001,1.2410476,-74.38501
70,18021,7.351116,12.53799,109.229065,186.3,1.2017584,-77.07094
71,18023,7.0833864,14.34836,105.250916,213.2,1.2660247,-107.94908
72,18027,7.5049725,13.15715,111.51519,195.5,1.2566142,-83.98481
73,18029,6.503542,12.32936,96.63509,183.2,1.2497475,-86.5649
74,18031,7.2393246,14.77235,107.56797,219.5,1.2949457,-111.93203
75,18033,6.646574,11.53522,98.76039,171.40001,1.2409892,-72.63962
76,18035,6.9626265,13.11004,103.45656,194.8,1.2523509,-91.343445
77,18037,6.972042,12.80046,103.596466,190.2,1.2540874,-86.60353
78,18039,6.9458275,12.06689,103.20695,179.3,1.2491186,-76.093056
79,18041,7.1267557,13.81669,105.89533,205.3,1.261749,-99.40467
80,18047,6.913847,13.21099,102.73175,196.3,1.2571452,-93.56825
81,18049,6.9786415,12.71297,103.69453,188.9,1.2326336,-85.20547
82,18051,7.569975,13.3927,112.48106,199.0,1.2500294,-86.51894
83,18057,6.9122186,13.8638,102.70756,206.0,1.3194271,-103.29244
84,18059,6.9879313,13.26483,103.83256,197.09999,1.2983035,-93.26743
85,18061,6.690941,11.25929,99.419624,167.3,1.238235,-67.88038
86,18063,7.1108584,13.95129,105.65912,207.3,1.254615,-101.640884
87,18067,7.0135045,14.43585,104.21255,214.5,1.2599446,-110.28745
88,18069,6.995431,12.67932,103.944,188.40001,1.2721006,-84.45601
89,18071,6.857028,13.24464,101.88749,196.8,1.290823,-94.91251
90,18075,6.8529887,11.69674,101.82747,173.8,1.2788017,-71.972534
91,18077,6.3948536,11.42081,95.02011,169.7,1.2373726,-74.679886
92,18079,7.0312448,12.24187,104.47615,181.9,1.2369163,-77.42384
93,18081,6.8831854,13.27156,102.27616,197.2,1.350131,-94.923836
94,18083,7.5315638,13.93783,111.91031,207.1,1.2280854,-95.1897
95,18085,7.035283,12.38993,104.536156,184.1,1.2274532,-79.56385
96,18087,6.6793103,12.19476,99.24681,181.20001,1.2034751,-81.9532
97,18089,6.8767924,13.18407,102.18117,195.9,1.34692,-93.71883
98,18091,6.748259,12.43704,100.27131,184.8,1.289985,-84.528694
99,18095,7.0431805,14.85311,104.6535,220.70001,1.2798147,-116.04651
100,18097,6.806261,12.86103,101.133156,191.09999,1.3845052,-89.966835
101,18099,7.019726,11.66982,104.30499,173.4,1.2090032,-69.095
102,18103,6.887865,12.27552,102.345695,182.40001,1.2656724,-80.05431
103,18105,6.489954,12.90141,96.4332,191.7,1.2453948,-95.2668
104,18107,7.1962414,14.83292,106.92781,220.40001,1.2182081,-113.4722
105,18109,7.0862894,13.41289,105.29405,199.3,1.2587591,-94.00595
106,18111,7.0327578,13.53403,104.49863,201.1,1.331124,-96.60138
107,18113,6.9650326,12.14092,103.49231,180.4,1.1962936,-76.907684
108,18115,6.0576315,9.39508,90.009384,139.59999,1.264262,-49.590607
109,18119,6.7816257,11.03047,100.7671,163.9,1.2360737,-63.132896
110,18129,7.417593,13.66863,110.216835,203.09999,1.2378368,-92.883156
111,18131,6.888052,11.7102,102.34847,174.0,1.3069153,-71.65153
112,18133,7.1422157,12.82738,106.125046,190.6,1.1994969,-84.47496
113,18135,6.9044523,13.78304,102.59216,204.8,1.2800882,-102.20784
114,18137,6.7249823,11.79769,99.925446,175.3,1.260095,-75.37456
115,18139,7.116264,14.35509,105.73943,213.3,1.3065935,-107.56057
116,18141,6.819685,12.20822,101.33262,181.4,1.236219,-80.067375
117,18143,6.9654164,12.45723,103.49802,185.09999,1.2281512,-81.601974
118,18145,7.196995,13.94456,106.939,207.2,1.328995,-100.260994
119,18147,7.076356,11.56214,105.14645,171.8,1.2315825,-66.65356
120,18149,6.876469,10.92279,102.17636,162.29999,1.2913476,-60.123627
121,18151,6.7824683,12.8543,100.77962,191.0,1.1860231,-90.22038
122,18153,7.287919,13.55422,108.29003,201.40001,1.1924195,-93.10998
123,18157,7.18622,14.806,106.77891,220.0,1.2405612,-113.22109
124,18159,6.964477,14.71178,103.48406,218.59999,1.2660518,-115.11593
125,18161,7.174963,13.48019,106.61163,200.3,1.2507814,-93.68837
126,18163,7.2987156,12.90141,108.450455,191.7,1.2441132,-83.24954
127,18167,7.2152205,13.01582,107.209816,193.4,1.1961284,-86.19018
128,18169,6.8870935,11.82461,102.33423,175.7,1.2692747,-73.36577
129,18175,6.6835475,12.08035,99.30977,179.5,1.256796,-80.19023
130,18177,6.9465294,13.8638,103.21738,206.0,1.3032011,-102.78262
131,18179,6.9549437,13.53403,103.3424,201.1,1.2765527,-97.75761
132,18183,6.801481,11.78423,101.062126,175.1,1.2542933,-74.03788
133,19001,6.6747465,14.21376,99.179,211.20001,1.1975665,-112.02101
134,19005,6.722967,14.55699,99.8955,216.3,1.2041761,-116.4045
