,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,11.504475,12.93506,170.94316,192.2,0.6897125,-21.256836
1,17003,9.874696,10.72762,146.72653,159.40001,1.0611529,-12.673477
2,17005,10.864779,11.48811,161.43803,170.7,0.81636006,-9.261963
3,17007,11.835065,12.78027,175.85535,189.9,0.5168846,-14.044647
4,17009,11.319926,12.69951,168.20099,188.7,0.735565,-20.499008
5,17011,13.37777,14.49642,198.77817,215.4,0.44114068,-16.621826
6,17013,11.398057,10.4988,169.36192,156.0,0.76382226,13.361923
7,17015,13.637582,16.0174,202.63866,238.00002,0.45484966,-35.36136
8,17017,11.750983,13.10331,174.60599,194.7,0.6967634,-20.09401
9,17019,12.731275,13.91764,189.17198,206.8,0.58672297,-17.628021
10,17021,13.130418,14.806,195.1028,220.0,0.6028999,-24.897202
11,17023,11.640945,12.51107,172.97096,185.90001,0.7268077,-12.929047
12,17025,10.087077,8.04908,149.88228,119.6,0.93895674,30.28228
13,17027,10.504875,10.59975,156.09027,157.5,0.9038803,-1.409729
14,17029,12.761786,14.01859,189.62535,208.3,0.64483017,-18.674652
15,17033,11.087553,11.60925,164.74818,172.5,0.76901966,-7.751816
16,17035,11.789375,12.19476,175.17645,181.20001,0.74651057,-6.0235596
17,17037,12.75772,13.73593,189.56494,204.1,0.4537948,-14.535065
18,17039,12.887847,13.53403,191.49847,201.1,0.5787252,-9.601532
19,17041,12.917647,14.26087,191.94127,211.90001,0.595769,-19.95874
20,17045,13.097665,13.89072,194.61612,206.40001,0.59659326,-11.78389
21,17047,10.52729,11.53522,156.42334,171.40001,0.8485391,-14.976669
22,17049,11.772731,12.70624,174.92914,188.8,0.7437922,-13.870865
23,17051,11.435227,11.46119,169.91423,170.3,0.7692754,-0.3857727
24,17053,12.273593,14.29452,182.37137,212.40001,0.56442046,-30.02864
25,17055,9.590425,10.5661,142.5026,157.0,0.9730581,-14.497406
26,17057,12.129622,13.36578,180.23213,198.6,0.6378238,-18.367874
27,17059,11.29539,12.80719,167.83641,190.3,0.8526565,-22.463593
28,17061,11.638541,13.48692,172.93524,200.40001,0.6802458,-27.464767
29,17063,12.453729,14.04551,185.04797,208.70001,0.5060716,-23.652039
30,17065,10.56326,11.72366,156.95781,174.20001,0.8446837,-17.242203
31,17067,13.090915,15.00117,194.51582,222.90001,0.60552233,-28.384186
32,17071,13.263934,15.06847,197.08669,223.90001,0.59290034,-26.813324
