,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,12.437876,12.49761,184.81242,185.7,0.8400524,-0.88757324
1,17005,13.643967,13.08985,202.73354,194.50002,0.6835123,8.2335205
2,17007,13.6468725,14.31471,202.77672,212.7,0.7090598,-9.923279
3,17009,12.355885,12.94852,183.59413,192.4,0.8973868,-8.805862
4,17011,14.040352,15.04155,208.62335,223.5,0.7090337,-14.876648
5,17013,12.529894,13.28502,186.1797,197.4,0.80615866,-11.220291
6,17015,14.125721,15.44535,209.89185,229.5,0.6562208,-19.608154
7,17017,13.908112,14.52334,206.65842,215.8,0.773923,-9.141586
8,17019,14.579926,14.68486,216.6408,218.20001,0.7362831,-1.5592194
9,17021,14.727558,14.59064,218.83444,216.8,0.64547765,2.034439
10,17023,14.596188,13.76958,216.88243,204.6,0.67659163,12.282425
11,17025,13.280058,11.99959,197.32628,178.3,0.6959815,19.026276
12,17027,13.8183565,10.53918,205.32477,156.6,0.6844336,48.724762
13,17029,14.30565,14.89349,212.56538,221.3,0.7773997,-8.734619
14,17033,13.753738,13.07639,204.36461,194.3,0.69757926,10.064606
15,17035,13.855521,13.90418,205.87698,206.59999,0.7431061,-0.7230072
16,17037,13.890178,14.99444,206.39194,222.8,0.68831193,-16.408066
17,17041,14.905949,14.24068,221.48512,211.59999,0.7058654,9.885132
18,17045,14.635024,14.03205,217.4595,208.5,0.7487946,8.959503
19,17047,12.951918,12.43704,192.45049,184.8,0.74874884,7.650482
20,17049,14.29793,12.5178,212.45067,186.0,0.6914894,26.450668
21,17051,13.169258,11.58906,195.67992,172.2,0.7015072,23.47992
22,17053,14.055643,15.02809,208.85057,223.29999,0.8241572,-14.449417
23,17055,11.871872,11.69001,176.40225,173.7,0.9088447,2.7022552
24,17057,13.245546,13.54076,196.81348,201.2,0.81375325,-4.3865204
25,17061,13.11661,13.70228,194.89761,203.6,0.8387909,-8.702393
26,17067,13.831276,13.74266,205.51674,204.2,0.76383424,1.316742
27,17071,14.007416,15.45881,208.13397,229.7,0.71080416,-21.566025
28,17073,14.263669,15.04155,211.94159,223.5,0.72344756,-11.558411
29,17075,13.776822,14.57045,204.70761,216.5,0.76926416,-11.792389
30,17077,12.323466,11.11796,183.11243,165.2,0.7701826,17.91243
31,17079,13.81402,12.90814,205.26033,191.8,0.66077566,13.460327
32,17081,11.7975,10.47861,175.29718,155.7,0.8895675,19.597183
33,17083,13.258732,13.58787,197.00938,201.9,0.8402046,-4.8906097
34,17085,12.824631,14.21376,190.55916,211.20001,0.7437915,-20.640854
35,17087,11.777836,10.74108,175.00499,159.6,0.8597385,15.4049835
36,17089,13.372973,14.07243,198.7069,209.09999,0.7847398,-10.393097
37,17091,13.546713,13.96475,201.28845,207.5,0.8151838,-6.211548
38,17093,14.27341,13.87726,212.08633,206.20001,0.7206987,5.886322
39,17095,14.082962,14.7387,209.2565,219.0,0.8050183,-9.7435
40,17097,11.085129,12.98217,164.71217,192.90001,1.0593495,-28.187836
41,17099,14.353723,13.43981,213.27968,199.7,0.6557374,13.579681
42,17101,13.097009,12.53799,194.60637,186.3,0.73027617,8.306366
43,17103,14.050244,13.97821,208.77036,207.70001,0.70402724,1.070343
44,17105,14.19984,14.81273,210.99316,220.1,0.7914375,-9.106842
45,17107,15.041676,14.20703,223.50186,211.1,0.7028704,12.401855
46,17109,14.124408,15.08866,209.87233,224.20001,0.7188468,-14.3276825
47,17113,15.0452385,15.02809,223.55481,223.29999,0.74414307,0.25482178
48,17115,15.06421,15.16269,223.8367,225.3,0.7561913,-1.4633026
49,17117,13.489506,13.41289,200.43843,199.3,0.7398223,1.1384277
50,17119,14.009339,12.73989,208.16255,189.3,0.66556513,18.862549
51,17121,13.444605,10.61994,199.77126,157.8,0.6691417,41.971252
52,17125,13.120972,14.00513,194.96243,208.1,1.0146811,-13.137573
53,17127,12.189877,11.77077,181.12744,174.90001,0.8356695,6.2274323
54,17129,14.470445,14.42912,215.01404,214.40001,0.7371569,0.61402893
55,17131,14.029735,15.25018,208.46559,226.6,0.7633299,-18.134415
56,17133,12.263949,10.3642,182.22807,154.0,0.7159137,28.228073
57,17135,14.022245,13.63498,208.35432,202.6,0.6306919,5.754318
58,17137,13.982765,13.47346,207.76768,200.20001,0.79785585,7.5676727
59,17139,14.523379,14.83965,215.80058,220.5,0.75992906,-4.699417
60,17141,13.745632,14.59064,204.24417,216.8,0.72906417,-12.555832
61,17143,14.203178,14.806,211.04277,220.0,0.7550371,-8.95723
62,17145,11.836097,11.11796,175.87068,165.2,0.8715278,10.670685
63,17147,15.076998,15.02136,224.02672,223.20001,0.6850586,0.82670593
64,17149,12.164605,12.77354,180.75194,189.79999,0.86113155,-9.04805
65,17151,12.896779,10.85549,191.6312,161.3,0.7122032,30.331192
66,17153,12.8611355,10.88241,191.10156,161.7,0.71694845,29.401566
67,17155,14.051174,14.38201,208.78416,213.70001,0.7645649,-4.915848
68,17157,12.590324,10.88241,187.07764,161.7,0.7599454,25.37764
69,17159,12.790873,12.95525,190.05754,192.5,0.748775,-2.442459
70,17161,13.96269,14.73197,207.46939,218.9,0.73633504,-11.430603
71,17163,13.356586,11.7102,198.4634,174.0,0.76072145,24.463394
72,17165,13.031637,11.46119,193.63503,170.3,0.72215307,23.335022
73,17167,14.731789,14.88003,218.89731,221.09999,0.691702,-2.2026825
74,17169,12.528877,12.70624,186.1646,188.8,0.8853076,-2.6354065
75,17171,12.761173,13.21099,189.61624,196.3,0.8838589,-6.6837616
76,17173,14.032266,13.23118,208.5032,196.6,0.7588582,11.903198
77,17175,14.831119,15.75493,220.37323,234.09999,0.7030689,-13.726761
78,17177,13.62977,14.6041,202.5226,217.0,0.6927203,-14.477402
79,17179,14.650362,14.9406,217.68741,222.00002,0.71502614,-4.312607
80,17181,11.403963,9.57679,169.44968,142.3,0.8998608,27.149673
81,17183,14.388124,13.74266,213.79086,204.2,0.73991185,9.590866
82,17185,12.998558,12.38993,193.14351,184.1,0.6945362,9.043503
83,17189,13.333092,12.01978,198.11429,178.6,0.7258211,19.514282
84,17191,12.918306,12.45723,191.95107,185.09999,0.78247887,6.851074
85,17193,12.995996,11.5083,193.10545,171.0,0.70707345,22.105453
86,17195,13.741596,13.54749,204.18419,201.3,0.7626444,2.8841858
87,17197,13.459512,13.13696,199.99275,195.2,0.8280316,4.792755
88,17199,11.652761,11.46119,173.14653,170.3,0.8809912,2.846527
89,17201,13.171417,12.81392,195.71199,190.40001,0.7797765,5.311981
90,17203,14.654957,15.02136,217.75568,223.20001,0.7384541,-5.444336
91,18001,13.534611,13.64844,201.10863,202.8,0.67891395,-1.6913757
92,18003,13.323866,12.81392,197.9772,190.40001,0.70934844,7.577194
93,18005,13.396494,13.1235,199.05638,195.0,0.62493694,4.056381
94,18007,14.275655,14.95406,212.11969,222.2,0.6922819,-10.080307
95,18009,13.724118,13.48019,203.9245,200.3,0.7096484,3.6244965
96,18011,14.279366,13.94456,212.17482,207.2,0.6394113,4.974823
97,18013,11.900453,12.34955,176.82693,183.5,0.67346454,-6.673065
98,18019,11.938812,12.71297,177.39691,188.9,0.7758588,-11.503082
99,18021,13.744955,13.07639,204.2341,194.3,0.6403455,9.934097
100,18023,14.873388,15.77512,221.00131,234.4,0.61735123,-13.398682
101,18027,13.69869,14.39547,203.54666,213.9,0.60252875,-10.3533325
102,18029,11.235111,12.72643,166.94073,189.1,0.75487363,-22.159271
103,18031,13.69492,14.93387,203.49063,221.90001,0.58054745,-18.409378
104,18035,13.65863,12.88122,202.95142,191.4,0.5679461,11.551422
105,18039,12.355623,12.22841,183.59024,181.7,0.8966699,1.8902435
106,18041,13.352333,13.9984,198.40019,208.0,0.64842963,-9.599808
107,18047,12.501653,13.35232,185.76007,198.4,0.67329425,-12.639923
108,18051,13.754717,13.62825,204.37915,202.5,0.6239643,1.8791504
109,18053,14.216736,14.75216,211.24422,219.2,0.63332933,-7.95578
110,18055,12.786072,12.76008,189.9862,189.6,0.7088275,0.38619995
111,18057,13.320543,13.85034,197.92784,205.8,0.73176974,-7.872162
112,18059,13.225649,13.92437,196.51782,206.9,0.6905838,-10.382172
113,18061,11.97068,12.67259,177.87044,188.3,0.79931283,-10.429565
114,18063,13.732941,14.9406,204.05559,222.00002,0.70679194,-17.944427
115,18065,13.857998,13.28502,205.91379,197.4,0.6250599,8.513794
116,18067,14.829266,14.50988,220.3457,215.6,0.59608424,4.745697
117,18069,13.708583,14.24741,203.69365,211.7,0.6302601,-8.006348
118,18073,12.570951,13.46673,186.78976,200.1,1.034765,-13.310242
119,18075,13.149212,13.37251,195.38205,198.7,0.7514609,-3.3179474
120,18077,11.737659,12.30917,174.40802,182.9,0.7726813,-8.491974
121,18079,12.401842,12.91487,184.27701,191.90001,0.6893762,-7.623001
122,18081,12.639375,15.10212,187.80646,224.40001,0.72377366,-36.59355
