,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,end_of_season_NASS_yield(bu/acre),y_test_pred_uncertainty,prediction_error(bu/acre)
0,17007,6.985717,14.32144,103.79966,212.8,1.2958144,-109.00034
1,17009,7.17486,11.94575,106.61011,177.5,1.248926,-70.88989
2,17011,7.187418,16.20584,106.7967,240.79999,1.3461584,-134.0033
3,17015,7.4770336,16.09816,111.10005,239.2,1.2323765,-128.09995
4,17023,7.331732,13.9984,108.94104,208.0,1.2473578,-99.05896
5,17025,7.09433,11.6429,105.41352,173.00002,1.2912995,-67.586494
6,17027,6.677745,13.29848,99.22355,197.6,1.2794304,-98.37646
7,17029,7.1390295,15.31748,106.077705,227.6,1.2868122,-121.5223
8,17033,7.2143087,13.33886,107.196266,198.2,1.2607093,-91.00373
9,17035,7.0298223,15.22999,104.45502,226.3,1.2460252,-121.844986
10,17041,6.7998486,15.16269,101.03787,225.3,1.2861363,-124.26213
11,17045,7.0400496,14.98098,104.60698,222.6,1.2883617,-117.99303
12,17047,7.2213497,12.47742,107.30089,185.4,1.3048528,-78.099106
13,17049,7.058396,14.63775,104.879585,217.5,1.2514038,-112.620415
14,17055,6.9439588,11.48138,103.179184,170.6,1.2531983,-67.42082
15,17057,7.1448793,14.02532,106.16463,208.40001,1.3301765,-102.23538
16,17061,7.217993,15.41843,107.25101,229.1,1.2969934,-121.849
17,17067,7.1127563,15.35786,105.68732,228.2,1.2928805,-122.51268
18,17075,6.5063734,14.38874,96.67717,213.8,1.371845,-117.12283
19,17077,6.5098653,13.06966,96.72906,194.20001,1.2753136,-97.470955
20,17081,6.7956963,10.54591,100.97617,156.7,1.2765763,-55.723824
21,17083,7.118694,13.03601,105.77554,193.7,1.2807705,-87.92445
22,17085,7.1520004,14.28106,106.27044,212.20001,1.2129745,-105.92957
23,17089,7.1485667,15.72801,106.21941,233.70001,1.3434147,-127.4806
24,17095,7.300151,16.03086,108.47178,238.20001,1.3386998,-129.72824
25,17097,6.8984904,11.08431,102.50357,164.7,1.3544071,-62.196426
26,17099,6.8019953,15.1425,101.06977,225.0,1.351429,-123.93023
27,17101,7.113284,13.08985,105.69516,194.50002,1.2841073,-88.804855
28,17105,6.816402,15.57322,101.28384,231.40001,1.3778491,-130.11618
29,17107,7.06988,15.78185,105.050224,234.5,1.3103386,-129.44977
30,17113,6.926284,16.60291,102.91655,246.69998,1.3179866,-143.78343
31,17115,7.224618,16.40774,107.34945,243.8,1.3112674,-136.45056
32,17117,7.1864004,13.89072,106.781586,206.40001,1.2812314,-99.61842
33,17119,6.970769,13.45327,103.577545,199.9,1.3261554,-96.32245
34,17121,6.931263,12.32263,102.99053,183.1,1.2897036,-80.109474
35,17129,7.4058857,16.26641,110.04288,241.70001,1.2992916,-131.65714
36,17133,6.7691355,12.28225,100.58151,182.50002,1.3565042,-81.9185
37,17135,7.1212244,13.7965,105.81314,205.0,1.2461963,-99.18686
38,17137,7.5426207,15.37805,112.0746,228.5,1.3380361,-116.4254
39,17141,7.1309752,15.82223,105.95803,235.1,1.3239973,-129.14197
40,17143,7.385522,14.69832,109.740295,218.40001,1.3567734,-108.65971
41,17147,6.9372663,16.22603,103.07974,241.1,1.3103747,-138.02026
42,17149,7.201214,13.47346,107.00169,200.20001,1.2695428,-93.19832
43,17151,6.7960815,10.57283,100.981895,157.1,1.2574984,-56.11811
44,17153,7.14067,12.1813,106.10208,181.0,1.2353936,-74.89792
45,17157,6.7081695,11.62944,99.67562,172.8,1.24179,-73.12438
46,17159,7.054885,12.07362,104.827415,179.4,1.271384,-74.57258
47,17163,6.7821107,12.6524,100.77431,188.0,1.3415016,-87.22569
48,17167,7.479144,16.70386,111.13142,248.2,1.3249934,-137.06857
49,17171,7.2925777,13.50711,108.35925,200.7,1.3294579,-92.340744
50,17175,7.2778387,15.16269,108.14025,225.3,1.3583336,-117.15975
51,17177,7.241479,14.83292,107.59998,220.40001,1.2623761,-112.800026
52,17179,7.1726675,15.83569,106.57753,235.3,1.3253379,-128.72247
53,17183,6.7805343,14.6714,100.750885,218.0,1.3119912,-117.249115
54,17185,7.417263,12.32936,110.21194,183.2,1.27203,-72.98806
55,17189,6.8555183,12.86776,101.86506,191.2,1.316081,-89.33494
56,17191,7.221555,12.24187,107.30394,181.9,1.2893077,-74.596054
57,17193,7.310166,11.82461,108.62059,175.7,1.3354133,-67.07941
58,17195,7.136891,15.49246,106.04593,230.20001,1.3218136,-124.15408
59,17197,7.10596,13.06966,105.58633,194.20001,1.4418968,-88.613686
60,17199,6.757355,9.75177,100.40647,144.90001,1.24992,-44.493538
61,17201,7.044147,14.19357,104.66786,210.90001,1.3384709,-106.23215
62,18001,6.7384377,13.24464,100.125374,196.8,1.3259836,-96.67463
63,18003,6.74573,13.0562,100.23373,194.0,1.3502604,-93.76627
64,18005,7.067562,13.37251,105.015785,198.7,1.3838199,-93.68421
65,18007,6.681832,15.45881,99.28428,229.7,1.3348544,-130.41571
66,18011,6.9883194,14.12627,103.838326,209.90001,1.3218515,-106.06168
67,18015,7.0256424,14.57718,104.39291,216.6,1.3072962,-112.2071
68,18017,7.077407,13.55422,105.16206,201.40001,1.3107697,-96.237946
69,18019,6.589662,11.63617,97.91474,172.90001,1.2932454,-74.98527
70,18021,7.366556,12.53799,109.45849,186.3,1.2382072,-76.841515
71,18023,6.948125,14.34836,103.24108,213.2,1.3175234,-109.958916
72,18027,7.5176573,13.15715,111.703674,195.5,1.3155593,-83.796326
73,18029,6.338377,12.32936,94.18094,183.2,1.2956527,-89.01906
74,18031,7.298223,14.77235,108.44314,219.5,1.3431655,-111.05686
75,18033,6.580508,11.53522,97.778725,171.40001,1.3017106,-73.621284
76,18035,7.0916624,13.11004,105.373886,194.8,1.2794527,-89.42612
77,18037,6.8913336,12.80046,102.39723,190.2,1.274894,-87.802765
78,18039,7.0265007,12.06689,104.405655,179.3,1.3229694,-74.89435
79,18041,7.3144245,13.81669,108.68387,205.3,1.2969797,-96.616135
80,18047,6.8543406,13.21099,101.84756,196.3,1.3037405,-94.452446
81,18049,7.0526204,12.71297,104.79377,188.9,1.295916,-84.106224
82,18051,7.651411,13.3927,113.6911,199.0,1.309427,-85.3089
83,18057,7.008694,13.8638,104.141075,206.0,1.3660092,-101.858925
84,18059,7.0972404,13.26483,105.45677,197.09999,1.3454925,-91.64322
85,18061,6.5825577,11.25929,97.80918,167.3,1.2855566,-69.49082
86,18063,7.207447,13.95129,107.094315,207.3,1.2938371,-100.20569
87,18067,6.9921026,14.43585,103.89454,214.5,1.3107277,-110.60546
88,18069,6.975838,12.67932,103.65287,188.40001,1.3337593,-84.74714
89,18071,6.600153,13.24464,98.070625,196.8,1.3318145,-98.72938
90,18075,6.8313065,11.69674,101.505295,173.8,1.3323811,-72.29471
91,18077,6.121836,11.42081,90.963394,169.7,1.2592088,-78.7366
92,18079,6.939907,12.24187,103.11898,181.9,1.2872125,-78.78101
93,18081,6.9188128,13.27156,102.80554,197.2,1.3980304,-94.394455
94,18083,7.5091896,13.93783,111.57786,207.1,1.2856433,-95.52215
95,18085,7.0802,12.38993,105.20357,184.1,1.2913972,-78.89644
96,18087,6.6118965,12.19476,98.24512,181.20001,1.2664425,-82.954895
97,18089,6.9664736,13.18407,103.513725,195.9,1.4561512,-92.38627
98,18091,6.719571,12.43704,99.84504,184.8,1.3862245,-84.95496
99,18095,7.1251783,14.85311,105.871895,220.70001,1.3087661,-114.82812
100,18097,7.225313,12.86103,107.35978,191.09999,1.4277275,-83.74021
101,18099,7.0741606,11.66982,105.11383,173.4,1.2668865,-68.28616
102,18103,6.8626556,12.27552,101.97111,182.40001,1.3304514,-80.4289
103,18105,6.40583,12.90141,95.18321,191.7,1.3049129,-96.516785
104,18107,7.227173,14.83292,107.38741,220.40001,1.25608,-113.012596
105,18109,7.0504065,13.41289,104.76087,199.3,1.3012017,-94.53913
106,18111,6.856063,13.53403,101.873146,201.1,1.4338183,-99.22686
107,18113,6.9633737,12.14092,103.46767,180.4,1.2594242,-76.93233
108,18115,5.687517,9.39508,84.50991,139.59999,1.3112468,-55.09008
109,18119,6.6924944,11.03047,99.44271,163.9,1.2940186,-64.45728
110,18129,7.493694,13.66863,111.3476,203.09999,1.3013562,-91.75239
111,18131,7.1647806,11.7102,106.460335,174.0,1.370873,-67.539665
112,18133,7.203038,12.82738,107.0288,190.6,1.2242343,-83.571205
113,18135,6.9746175,13.78304,103.634735,204.8,1.3175292,-101.16527
114,18137,6.513454,11.79769,96.78238,175.3,1.3064239,-78.517624
115,18139,7.217963,14.35509,107.25057,213.3,1.344429,-106.04943
116,18141,6.8183455,12.20822,101.31271,181.4,1.2980307,-80.08728
117,18143,6.7385902,12.45723,100.12764,185.09999,1.2543572,-84.97235
118,18145,7.1954455,13.94456,106.915985,207.2,1.3854403,-100.28401
