,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,14.648423,13.31194,217.6586,197.8,0.73520416,19.858597
1,17003,12.628645,12.67932,187.64703,188.40001,1.174681,-0.75297546
2,17007,13.808906,13.06293,205.18434,194.1,0.6058884,11.084335
3,17009,14.607432,12.64567,217.04951,187.9,0.7425939,29.14952
4,17011,14.973771,14.40893,222.49289,214.1,0.62391627,8.392883
5,17015,14.81505,14.61083,220.13448,217.1,0.5580171,3.0344696
6,17017,15.815318,15.04155,234.9973,223.5,0.6735994,11.497299
7,17019,15.843736,14.89349,235.41956,221.3,0.6773629,14.119553
8,17021,15.8946295,15.67417,236.17578,232.9,0.65988934,3.2757874
9,17023,15.298099,13.69555,227.31201,203.5,0.69204503,23.812012
10,17025,13.560253,12.73989,201.48965,189.3,0.929431,12.1896515
11,17027,14.408502,12.43704,214.09364,184.8,0.89895505,29.29364
12,17029,15.46555,15.76839,229.80016,234.3,0.6861953,-4.4998474
13,17033,14.503611,13.07639,215.50685,194.3,0.8001338,21.206848
14,17037,14.526263,12.80719,215.84344,190.3,0.5995219,25.543442
15,17039,16.238583,15.1425,241.28651,225.0,0.6273433,16.286514
16,17041,16.025705,16.5558,238.12341,246.0,0.65494436,-7.876587
17,17045,15.680041,14.34163,232.98724,213.1,0.63845134,19.887238
18,17047,13.591256,11.34678,201.95032,168.6,1.0340712,33.35031
19,17049,14.912329,15.82896,221.57993,235.20001,0.78026253,-13.620087
20,17053,15.29169,13.57441,227.2168,201.70001,0.69049037,25.516785
21,17055,13.398679,10.46515,199.08884,155.5,0.9839788,43.588837
22,17057,15.039796,14.6714,223.47394,218.0,0.70006794,5.473938
23,17059,14.172836,11.42754,210.59192,169.8,0.9151447,40.791916
24,17061,15.416696,13.94456,229.07423,207.2,0.6919257,21.874237
25,17063,15.364619,13.5273,228.30043,201.0,0.5970639,27.30043
26,17065,13.537781,11.01028,201.15573,163.59999,0.98590577,37.55574
