,FIPS,y_test_pred,y_test,y_test_pred_uncertainty,y_test_pred_cv,pred_error
501,31039,107.78701,-1.0,14.120959,0.13100798,108.78701
502,31041,108.641914,-1.0,13.985211,0.12872759,109.641914
503,31047,116.962,-1.0,14.330013,0.12251854,117.962
504,31049,71.93342,-1.0,16.080276,0.2235439,72.93342
505,31055,109.81059,-1.0,14.33177,0.13051355,110.81059
506,31057,93.33153,-1.0,16.81534,0.18016784,94.33153
507,31059,124.89316,-1.0,13.877445,0.11111453,125.89316
508,31061,110.02472,-1.0,14.092099,0.12808122,111.02472
509,31063,83.640114,-1.0,14.99843,0.17932102,84.640114
510,31065,82.98966,-1.0,15.354997,0.18502301,83.98966
511,31071,107.985374,-1.0,15.519266,0.14371637,108.985374
512,31079,126.39606,-1.0,14.704061,0.116333224,127.39606
513,31081,134.77176,-1.0,13.05099,0.09683772,135.77176
514,31083,101.82316,-1.0,14.858607,0.14592561,102.82316
515,31085,85.5471,-1.0,15.709907,0.18364044,86.5471
516,31087,75.53095,-1.0,15.633729,0.2069844,76.53095
517,31093,113.6475,-1.0,13.983129,0.12303948,114.6475
518,31095,99.56727,-1.0,14.825492,0.14889926,100.56727
519,31097,107.06132,-1.0,14.327998,0.13382983,108.06132
520,31099,117.839874,-1.0,14.058494,0.11930167,118.839874
521,31101,86.72266,-1.0,15.892065,0.18325159,87.72266
522,31103,94.342415,-1.0,17.53968,0.18591511,95.342415
523,31107,104.25468,-1.0,14.867648,0.14260893,105.25468
524,31109,104.32476,-1.0,14.826859,0.14212215,105.32476
525,31111,102.86735,-1.0,16.161606,0.15711114,103.86735
526,31113,108.725296,-1.0,15.746552,0.14482878,109.725296
527,31123,93.52285,-1.0,17.94663,0.19189568,94.52285
528,31129,111.072395,-1.0,13.987304,0.12592961,112.072395
529,31133,99.57407,-1.0,14.469545,0.14531438,100.57407
530,31137,123.85376,-1.0,13.820108,0.11158408,124.85376
531,31139,109.40807,-1.0,14.744086,0.13476232,110.40807
532,31141,112.1092,-1.0,14.483462,0.12919067,113.1092
533,31143,121.01154,-1.0,13.992032,0.1156256,122.01154
534,31145,79.5339,-1.0,15.848934,0.19927269,80.5339
535,31151,115.5674,-1.0,13.844363,0.11979471,116.5674
536,31153,118.395226,-1.0,14.5892725,0.123225175,119.395226
537,31157,90.343895,-1.0,18.19727,0.20142224,91.343895
538,31161,88.6366,-1.0,17.202335,0.19407712,89.6366
539,31163,110.3769,-1.0,14.074693,0.12751484,111.3769
540,31167,100.70027,-1.0,14.466425,0.14365825,101.70027
541,31169,116.10311,-1.0,14.279712,0.12299164,117.10311
542,31175,110.75425,-1.0,13.74242,0.1240803,111.75425
543,31177,105.972725,-1.0,13.69106,0.12919419,106.972725
544,31179,100.33962,-1.0,14.199502,0.1415144,101.33962
545,31181,104.912476,-1.0,14.761835,0.1407062,105.912476
546,31183,113.53362,-1.0,16.125313,0.14203116,114.53362
547,31185,134.43991,-1.0,13.104337,0.09747356,135.43991
548,38001,80.196495,-1.0,16.679583,0.20798394,81.196495
549,38003,76.39211,-1.0,15.061844,0.19716491,77.39211
550,38005,85.42441,-1.0,15.507838,0.18153873,86.42441
551,38007,77.23531,-1.0,17.388279,0.22513379,78.23531
552,38009,80.288,-1.0,15.481256,0.19282153,81.288
553,38013,85.94039,-1.0,14.517104,0.16892062,86.94039
554,38015,77.78496,-1.0,15.707181,0.20193082,78.78496
555,38017,77.97141,-1.0,15.21385,0.19512087,78.97141
556,38019,96.76321,-1.0,12.858386,0.13288507,97.76321
557,38021,83.14646,-1.0,15.20683,0.18289208,84.14646
558,38025,75.30479,-1.0,16.983677,0.2255325,76.30479
559,38027,85.179016,-1.0,15.476952,0.18169911,86.179016
560,38029,72.50919,-1.0,15.877509,0.21897236,73.50919
561,38031,75.999886,-1.0,15.087361,0.19851822,76.999886
562,38035,90.53518,-1.0,14.687219,0.16222665,91.53518
563,38039,83.19271,-1.0,15.088456,0.18136753,84.19271
564,38043,83.74212,-1.0,15.6073,0.18637335,84.74212
565,38047,79.680824,-1.0,15.419298,0.19351329,80.680824
566,38049,83.48006,-1.0,16.714954,0.20022692,84.48006
567,38051,76.10033,-1.0,15.268276,0.20063351,77.10033
568,38055,81.03455,-1.0,16.178278,0.19964667,82.03455
569,38059,82.47326,-1.0,16.884857,0.2047313,83.47326
570,38061,74.49937,-1.0,15.603013,0.20943819,75.49937
571,38063,85.22286,-1.0,14.957306,0.17550814,86.22286
572,38065,84.53376,-1.0,16.279736,0.19258265,85.53376
573,38067,103.26036,-1.0,14.451153,0.1399487,104.26036
574,38069,84.33137,-1.0,16.322857,0.19355617,85.33137
575,38073,93.242165,-1.0,14.992593,0.160792,94.242165
576,38075,84.793625,-1.0,15.069469,0.17771937,85.793625
577,38077,91.49183,-1.0,14.543684,0.15896156,92.49183
578,38079,80.72907,-1.0,15.834724,0.19614649,81.72907
579,38081,88.968254,-1.0,14.942193,0.16794972,89.968254
580,38083,84.76803,-1.0,15.991324,0.18864806,85.76803
581,38087,88.43923,-1.0,16.63266,0.18806879,89.43923
582,38089,86.47401,-1.0,16.95978,0.19612576,87.47401
583,38091,80.528305,-1.0,14.938821,0.18551019,81.528305
584,38093,77.5958,-1.0,15.098901,0.19458398,78.5958
585,38097,85.19438,-1.0,14.735954,0.17296861,86.19438
586,38099,93.19761,-1.0,14.215559,0.15253137,94.19761
587,38101,80.14065,-1.0,15.874852,0.1980874,81.14065
588,38103,79.224556,-1.0,15.999625,0.20195286,80.224556
589,38105,72.736015,-1.0,15.497357,0.21306305,73.736015
590,39001,62.043385,-1.0,16.37675,0.26395643,63.043385
591,39003,85.57554,-1.0,14.899058,0.17410417,86.57554
592,39007,71.35738,-1.0,15.358132,0.21522835,72.35738
593,39009,67.84226,-1.0,16.519173,0.24349384,68.84226
594,39011,86.21993,-1.0,14.790799,0.17154732,87.21993
595,39015,68.54269,-1.0,15.353066,0.22399278,69.54269
596,39017,86.87527,-1.0,15.723214,0.18098608,87.87527
597,39019,75.55824,-1.0,15.520285,0.20540823,76.55824
598,39021,88.622086,-1.0,14.430627,0.1628333,89.622086
599,39023,87.874245,-1.0,14.411647,0.16400307,88.874245
600,39027,86.323784,-1.0,14.054113,0.16280697,87.323784
601,39029,74.958786,-1.0,15.541795,0.20733787,75.958786
602,39031,78.79043,-1.0,15.425466,0.19577841,79.79043
603,39033,91.213356,-1.0,13.77247,0.15099181,92.213356
604,39039,68.04261,-1.0,15.972127,0.23473713,69.04261
605,39041,85.88125,-1.0,14.930877,0.17385492,86.88125
606,39043,83.7871,-1.0,15.0827265,0.18001251,84.7871
607,39045,80.954445,-1.0,15.096662,0.18648341,81.954445
608,39047,81.852715,-1.0,14.253625,0.17413747,82.852715
609,39051,84.62876,-1.0,14.989101,0.17711593,85.62876
610,39053,63.144894,-1.0,16.911125,0.2678146,64.1449
611,39055,75.22468,-1.0,16.38814,0.2178559,76.22468
612,39057,89.11782,-1.0,14.440303,0.16203609,90.11782
613,39059,83.83213,-1.0,15.612171,0.18623136,84.83213
614,39063,78.339005,-1.0,14.987926,0.19132137,79.339005
615,39065,80.87475,-1.0,14.601916,0.18054976,81.87475
616,39069,79.163185,-1.0,15.441762,0.19506241,80.163185
617,39071,66.44499,-1.0,15.286408,0.23006111,67.44499
618,39075,83.467354,-1.0,15.556176,0.18637438,84.467354
619,39077,80.98047,-1.0,14.650608,0.18091533,81.98047
620,39081,82.47587,-1.0,16.322319,0.19790418,83.47587
621,39083,86.68192,-1.0,15.052836,0.173656,87.68192
622,39091,78.20581,-1.0,15.116239,0.19328792,79.20581
623,39095,92.71228,-1.0,15.74361,0.16981149,93.71228
624,39097,86.262146,-1.0,14.033898,0.16268896,87.262146
625,39099,76.538315,-1.0,16.005835,0.20912185,77.538315
626,39101,87.59788,-1.0,14.163714,0.16169016,88.59788
627,39105,60.276184,-1.0,16.61942,0.27572116,61.276184
628,39111,65.62393,-1.0,16.052576,0.24461466,66.62393
629,39113,82.531746,-1.0,15.700017,0.19023004,83.531746
630,39115,66.02484,-1.0,16.365753,0.24787267,67.02484
631,39117,84.18525,-1.0,14.757124,0.17529346,85.18525
632,39119,75.81136,-1.0,15.49828,0.20443214,76.81136
633,39123,69.35694,-1.0,15.849578,0.22852187,70.35694
634,39125,74.26556,-1.0,15.680245,0.21113752,75.26556
635,39129,80.258354,-1.0,15.348354,0.19123684,81.258354
636,39131,64.465706,-1.0,15.650461,0.2427719,65.465706
637,39133,75.906555,-1.0,15.628616,0.20589285,76.906555
638,39135,89.342125,-1.0,14.189406,0.158821,90.342125
639,39137,83.827065,-1.0,15.146948,0.1806928,84.827065
640,39139,89.32371,-1.0,14.41268,0.16135335,90.32371
641,39141,67.70229,-1.0,15.31735,0.22624567,68.70229
642,39143,80.151215,-1.0,15.709307,0.19599587,81.151215
643,39145,58.32211,-1.0,15.831309,0.2714461,59.32211
644,39147,80.36056,-1.0,15.024888,0.18696845,81.36056
645,39149,80.65276,-1.0,14.762287,0.1830351,81.65276
646,39151,84.26884,-1.0,15.5922985,0.18503042,85.26884
647,39155,73.849365,-1.0,15.327745,0.20755419,74.849365
648,39157,76.04113,-1.0,15.3709955,0.20214054,77.04113
649,39159,82.07056,-1.0,14.97318,0.18244277,83.07056
650,39165,83.72266,-1.0,15.56076,0.1858608,84.72266
651,39167,61.666832,-1.0,16.520575,0.2679005,62.666832
652,39169,83.05209,-1.0,15.396587,0.1853847,84.05209
653,39171,77.183655,-1.0,15.092341,0.19553804,78.183655
654,39173,75.58821,-1.0,15.700543,0.20771153,76.58821
655,39175,84.11884,-1.0,14.382964,0.17098385,85.11884
656,46003,82.15355,-1.0,15.823089,0.19260384,83.15355
657,46009,91.541824,-1.0,14.838102,0.16209096,92.541824
658,46011,99.06095,-1.0,14.193702,0.1432825,100.06095
659,46013,85.443855,-1.0,14.925324,0.1746799,86.443855
660,46015,73.96756,-1.0,16.745306,0.22638716,74.96756
661,46017,74.60386,-1.0,16.796867,0.22514743,75.60386
662,46021,72.129555,-1.0,16.195778,0.22453733,73.129555
663,46023,80.87323,-1.0,15.694019,0.19405703,81.87323
664,46025,93.04923,-1.0,14.011511,0.15058169,94.04923
665,46027,99.85739,-1.0,14.626763,0.14647652,100.85739
666,46035,86.357956,-1.0,15.910137,0.18423475,87.357956
667,46037,87.39799,-1.0,14.888582,0.17035383,88.39799
668,46039,99.13886,-1.0,14.70202,0.14829724,100.13886
669,46041,68.053734,-1.0,17.517208,0.2574026,69.053734
670,46043,80.94978,-1.0,16.231586,0.20051427,81.94978
671,46045,75.72994,-1.0,15.066378,0.19894876,76.72994
672,46047,82.73139,-1.0,17.846739,0.21571907,83.73139
673,46051,95.21833,-1.0,14.681268,0.15418531,96.21833
674,46055,57.44097,-1.0,18.379221,0.3199671,58.44097
675,46059,81.074425,-1.0,15.060617,0.18576287,82.074425
676,46061,89.20338,-1.0,15.473426,0.17346233,90.20338
677,46065,70.799,-1.0,16.514988,0.23326582,71.799
678,46069,79.41779,-1.0,15.775017,0.19863328,80.41779
679,46073,82.12795,-1.0,15.94469,0.19414449,83.12795
680,46079,95.72633,-1.0,14.177304,0.14810245,96.72633
681,46083,96.499855,-1.0,14.442523,0.14966367,97.499855
682,46085,63.770676,-1.0,17.46154,0.27381772,64.770676
683,46087,94.63003,-1.0,14.661309,0.15493295,95.63003
684,46089,79.669106,-1.0,15.208131,0.19089119,80.669106
685,46091,89.03191,-1.0,14.859134,0.16689672,90.03191
686,46093,59.077206,-1.0,16.847294,0.2851742,60.077206
687,46095,55.596653,-1.0,17.942812,0.32273188,56.596653
688,46097,89.9206,-1.0,14.833779,0.1649653,90.9206
689,46101,102.3657,-1.0,13.842933,0.13523018,103.3657
690,46109,90.35561,-1.0,14.278851,0.15802948,91.35561
691,46111,84.366394,-1.0,15.918623,0.1886844,85.366394
692,46119,69.83906,-1.0,16.384712,0.23460671,70.83906
693,46123,65.159035,-1.0,18.208809,0.2794518,66.159035
694,46125,101.25183,-1.0,14.266675,0.14090288,102.25183
695,46127,100.36768,-1.0,14.401279,0.14348522,101.36768
696,46135,100.1265,-1.0,14.602877,0.14584427,101.1265
697,55001,98.73533,-1.0,15.156276,0.15350407,99.73533
698,55005,96.44486,-1.0,13.527013,0.14025643,97.44486
699,55011,102.41791,-1.0,13.118657,0.12808949,103.41791
700,55013,91.606865,-1.0,15.286361,0.16686916,92.606865
701,55015,102.76383,-1.0,13.410363,0.13049692,103.76383
702,55017,94.24917,-1.0,13.831049,0.14674982,95.24917
703,55019,87.36958,-1.0,14.2904005,0.16356266,88.36958
704,55021,106.8661,-1.0,12.389463,0.11593446,107.8661
705,55023,108.048546,-1.0,13.20266,0.12219192,109.048546
706,55025,111.63345,-1.0,12.639404,0.11322237,112.63345
707,55027,105.93114,-1.0,12.352646,0.116610155,106.93114
708,55029,89.45907,-1.0,13.444122,0.15028238,90.45907
709,55033,96.166306,-1.0,13.868021,0.14420873,97.166306
710,55039,104.207756,-1.0,12.646412,0.12135769,105.207756
711,55043,117.8666,-1.0,12.842088,0.10895443,118.8666
712,55045,117.45789,-1.0,12.963106,0.110363856,118.45789
713,55047,104.09196,-1.0,12.355532,0.11869824,105.09196
714,55049,111.97163,-1.0,12.75189,0.113885015,112.97163
715,55053,98.433655,-1.0,14.598973,0.14831282,99.433655
716,55055,108.10189,-1.0,12.601355,0.116569236,109.10189
717,55057,97.8301,-1.0,14.327443,0.1464523,98.8301
718,55059,99.68191,-1.0,13.744829,0.1378869,100.68191
719,55061,98.553406,-1.0,12.6853695,0.1287157,99.553406
720,55063,101.51754,-1.0,13.415528,0.13214986,102.51754
721,55065,124.68861,-1.0,12.710737,0.10193984,125.68861
722,55067,95.88828,-1.0,13.545784,0.14126632,96.88828
723,55069,89.18623,-1.0,14.521033,0.16281699,90.18623
724,55071,101.442116,-1.0,12.574161,0.12395404,102.442116
725,55073,89.3214,-1.0,14.039538,0.15718,90.3214
726,55075,90.02236,-1.0,13.756285,0.15280963,91.02236
727,55077,98.21695,-1.0,14.326708,0.14586797,99.21695
728,55081,99.62202,-1.0,13.905113,0.13957871,100.62202
729,55083,93.27128,-1.0,13.613985,0.14596117,94.27128
730,55087,95.98933,-1.0,13.765423,0.14340577,96.98933
731,55089,92.7368,-1.0,13.476149,0.14531608,93.7368
732,55091,97.24938,-1.0,13.637468,0.14023192,98.24938
733,55093,101.46229,-1.0,12.828692,0.12643804,102.46229
734,55095,101.09226,-1.0,13.868792,0.13718945,102.09226
735,55097,96.04371,-1.0,14.61261,0.15214542,97.04371
736,55099,83.67407,-1.0,14.7079935,0.1757772,84.67407
737,55101,98.041046,-1.0,13.251531,0.13516308,99.041046
738,55103,107.22803,-1.0,13.207304,0.12317026,108.22803
739,55105,113.02418,-1.0,12.603217,0.11150904,114.02418
740,55107,87.876595,-1.0,13.933748,0.15856041,88.876595
741,55109,100.80542,-1.0,13.619681,0.13510862,101.80542
742,55111,103.48464,-1.0,13.446695,0.12993905,104.48464
743,55113,81.81562,-1.0,14.190779,0.17344828,82.81562
744,55117,94.56452,-1.0,13.807758,0.14601415,95.56452
745,55119,84.24493,-1.0,13.940351,0.16547407,85.24493
746,55121,96.87333,-1.0,13.7190075,0.141618,97.87333
747,55123,100.9116,-1.0,13.20395,0.13084671,101.9116
748,55127,110.191505,-1.0,12.250912,0.11117837,111.191505
749,55129,89.315956,-1.0,14.559756,0.16301405,90.315956
750,55131,97.80645,-1.0,13.729485,0.14037402,98.80645
751,55133,100.426674,-1.0,13.693632,0.13635454,101.426674
752,55135,95.9366,-1.0,13.817999,0.14403261,96.9366
753,55137,105.09075,-1.0,14.607279,0.13899681,106.09075
754,55139,98.10119,-1.0,13.588806,0.13851826,99.10119
755,55141,91.57145,-1.0,14.442829,0.15772197,92.57145
