,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,11.666837,12.93506,173.35567,192.2,0.7936251,-18.84433
1,17003,9.638962,10.72762,143.2238,159.40001,1.1061585,-16.176208
2,17005,10.611036,11.48811,157.66771,170.7,0.891779,-13.032288
3,17007,11.642202,12.78027,172.98964,189.9,0.64459217,-16.910355
4,17009,11.303922,12.69951,167.96318,188.7,0.84344643,-20.736816
5,17011,13.243456,14.49642,196.78241,215.4,0.53780264,-18.617584
6,17013,11.254168,10.4988,167.22389,156.0,0.8092182,11.223892
7,17015,13.890375,16.0174,206.39488,238.00002,0.5388389,-31.605133
8,17017,11.84156,13.10331,175.95186,194.7,0.83984625,-18.748138
9,17019,12.899631,13.91764,191.67357,206.8,0.71841913,-15.126434
10,17021,13.037979,14.806,193.72926,220.0,0.74677414,-26.270737
11,17023,11.504512,12.51107,170.94371,185.90001,0.84034866,-14.956299
12,17025,10.363453,8.04908,153.9889,119.6,0.96638113,34.38891
13,17027,10.458114,10.59975,155.39545,157.5,0.9382849,-2.1045532
14,17029,12.770835,14.01859,189.75981,208.3,0.7775668,-18.540192
15,17033,11.226637,11.60925,166.81482,172.5,0.8700958,-5.6851807
16,17035,11.700165,12.19476,173.85089,181.20001,0.8562464,-7.349121
17,17037,12.639336,13.73593,187.80588,204.1,0.5329248,-16.294128
18,17039,12.926865,13.53403,192.07823,201.1,0.7307371,-9.021774
19,17041,13.046453,14.26087,193.85518,211.90001,0.7226891,-18.04483
20,17045,13.233753,13.89072,196.63823,206.40001,0.6848357,-9.76178
21,17047,10.615255,11.53522,157.7304,171.40001,0.89935964,-13.669617
22,17049,11.838038,12.70624,175.89954,188.8,0.8373184,-12.900467
23,17051,11.323064,11.46119,168.2476,170.3,0.8579014,-2.0523987
24,17053,12.051071,14.29452,179.06496,212.40001,0.7100727,-33.335052
25,17055,10.011444,10.5661,148.75845,157.0,0.92030954,-8.241547
26,17057,11.993256,13.36578,178.20589,198.6,0.7787906,-20.39412
27,17059,12.237323,12.80719,181.83244,190.3,0.82744,-8.46756
28,17061,11.536028,13.48692,171.412,200.40001,0.7586842,-28.988007
29,17063,12.210906,14.04551,181.43991,208.70001,0.6090245,-27.260101
30,17065,10.706163,11.72366,159.08118,174.20001,0.8611561,-15.118835
31,17067,13.126698,15.00117,195.04752,222.90001,0.71413827,-27.852493
32,17071,13.344599,15.06847,198.28528,223.90001,0.70239735,-25.61473
33,17073,13.165873,14.64448,195.62961,217.6,0.5709841,-21.970398
34,17075,11.1589985,13.3927,165.80978,199.0,0.7478651,-33.190216
35,17077,10.138115,11.21891,150.64064,166.70001,0.97977304,-16.059372
36,17079,11.518698,12.07362,171.1545,179.4,0.819687,-8.245499
37,17081,10.045269,8.60767,149.26106,127.9,0.97181267,21.361061
38,17083,11.418098,11.5756,169.65971,172.0,0.8003667,-2.3402863
39,17085,12.550647,12.87449,186.48807,191.3,0.63936263,-4.8119354
40,17087,10.294876,10.22287,152.96992,151.9,1.0043635,1.069931
41,17089,12.273764,11.87172,182.3739,176.40001,0.6667086,5.973892
42,17091,12.045277,13.18407,178.97885,195.9,0.6809259,-16.921143
43,17093,11.675959,14.09935,173.49121,209.5,0.6548845,-36.00879
44,17095,13.334686,15.44535,198.13799,229.5,0.6521217,-31.362015
45,17097,10.824186,9.73158,160.83487,144.59999,0.961392,16.234879
46,17099,12.319956,14.13973,183.06027,210.1,0.57316875,-27.039734
47,17101,11.787667,11.11123,175.15108,165.1,0.85880125,10.051071
48,17103,12.662768,14.0657,188.15407,209.0,0.53219247,-20.845932
49,17105,12.11289,14.12627,179.9835,209.90001,0.69408816,-29.916504
50,17107,13.024834,14.3349,193.53394,213.0,0.7388001,-19.466064
51,17109,12.944778,14.92714,192.3444,221.8,0.68577546,-29.455597
52,17111,11.376854,11.96594,169.04686,177.8,0.69506454,-8.753143
53,17113,13.048986,15.06847,193.89282,223.90001,0.702602,-30.007187
54,17115,12.721205,14.57045,189.02235,216.5,0.80578196,-27.477646
55,17117,11.938232,12.82738,177.3883,190.6,0.758299,-13.2117
56,17119,11.246115,11.97267,167.10423,177.9,0.87687284,-10.795761
57,17121,10.133556,9.69793,150.5729,144.1,0.93420064,6.4729004
58,17123,12.771643,15.52611,189.7718,230.7,0.62185603,-40.928192
59,17125,12.088919,13.58114,179.62732,201.8,0.85686296,-22.172684
60,17127,11.781551,12.03324,175.0602,178.8,0.7888803,-3.7398071
61,17129,12.159327,14.85311,180.67351,220.70001,0.80786484,-40.026505
62,17131,13.45343,16.06451,199.90239,238.70001,0.66401356,-38.797623
63,17133,8.931417,8.99801,132.71051,133.7,1.0221105,-0.9894867
64,17135,12.2338505,13.2581,181.78084,197.0,0.76283187,-15.219162
65,17137,12.109541,13.25137,179.93375,196.90001,0.77981013,-16.966263
66,17139,12.975084,14.50988,192.79472,215.6,0.78165936,-22.805283
67,17141,12.839904,13.9311,190.78609,207.0,0.54261416,-16.213913
68,17143,12.856197,15.32421,191.0282,227.70001,0.689372,-36.671814
69,17145,8.82219,8.27117,131.08752,122.899994,0.9940471,8.1875305
70,17147,13.0922985,14.58391,194.53638,216.7,0.75778794,-22.16362
71,17149,11.7340355,12.8543,174.35417,191.0,0.79567915,-16.645828
