,FIPS,y_test_pred,y_test,y_test_pred_model_uncertainty,y_test_pred_cv,pred_error
356,26113,33.46868,-1.0,11.318586,0.33818442,34.46868
357,26115,39.49284,-1.0,10.151462,0.25704563,40.49284
358,26117,39.4603,-1.0,10.674104,0.27050233,40.4603
359,26119,19.68545,-1.0,10.868226,0.5520944,20.68545
360,26121,33.56655,-1.0,10.900053,0.32472962,34.56655
361,26123,35.88642,-1.0,11.312815,0.31523943,36.88642
362,26125,44.45018,-1.0,11.751711,0.26437938,45.45018
363,26127,36.663097,-1.0,11.021307,0.30061036,37.663097
364,26129,30.8925,-1.0,11.273195,0.3649169,31.8925
365,26133,31.332771,-1.0,11.290094,0.3603286,32.33277
366,26141,12.237514,-1.0,10.470861,0.85563636,13.237514
367,26145,39.190174,-1.0,10.524653,0.26855338,40.190174
368,26147,23.251324,-1.0,9.620145,0.41374612,24.251324
369,26151,34.235138,-1.0,9.756264,0.28497806,35.235138
370,26155,32.10823,-1.0,10.243443,0.31902856,33.10823
371,26157,39.843033,-1.0,10.247213,0.2571896,40.843033
372,26161,35.6043,-1.0,10.345506,0.29056898,36.6043
373,26163,48.686802,-1.0,12.375305,0.25418192,49.686802
374,27001,13.169087,-1.0,9.229513,0.70084685,14.169087
375,27003,42.009247,-1.0,10.712192,0.25499603,43.009247
376,27005,34.199265,-1.0,9.869049,0.2885749,35.199265
377,27009,42.86308,-1.0,10.78991,0.2517297,43.86308
378,27011,32.80876,-1.0,9.4331665,0.28751972,33.80876
379,27013,37.05306,-1.0,8.9774,0.24228498,38.05306
380,27015,43.556786,-1.0,9.17154,0.21056513,44.556786
381,27019,41.469025,-1.0,8.916267,0.2150103,42.469025
382,27025,39.531372,-1.0,9.96423,0.25205877,40.531372
383,27027,37.149914,-1.0,10.137918,0.27289212,38.149914
384,27029,36.226944,-1.0,11.075946,0.3057378,37.226944
385,27033,43.24053,-1.0,9.306772,0.21523263,44.24053
386,27035,32.707855,-1.0,11.712192,0.35808498,33.707855
387,27037,42.542915,-1.0,10.02458,0.23563454,43.542915
388,27039,33.537148,-1.0,8.802822,0.26247975,34.537148
389,27045,40.648796,-1.0,9.230024,0.22706759,41.648796
390,27047,33.30126,-1.0,8.589333,0.25792813,34.30126
391,27049,37.91086,-1.0,8.964773,0.2364698,38.91086
392,27051,36.75619,-1.0,9.84761,0.26791707,37.75619
393,27053,45.285347,-1.0,9.833081,0.21713604,46.285347
394,27055,43.513012,-1.0,9.653364,0.22185005,44.513012
395,27059,37.116707,-1.0,10.228122,0.27556652,38.116707
396,27063,40.8662,-1.0,9.196132,0.22503026,41.8662
397,27067,37.616814,-1.0,9.272593,0.24650128,38.616814
398,27073,38.164577,-1.0,9.934938,0.2603183,39.164577
399,27079,38.86479,-1.0,8.797886,0.22637162,39.86479
400,27081,43.479492,-1.0,10.315444,0.2372485,44.479492
401,27085,37.752182,-1.0,8.880884,0.2352416,38.752182
402,27087,36.76399,-1.0,9.556872,0.259952,37.76399
403,27089,43.313335,-1.0,10.72949,0.24771795,44.313335
404,27095,31.968746,-1.0,10.34732,0.32366985,32.968746
405,27097,42.921562,-1.0,11.180288,0.26048186,43.921562
406,27099,33.34768,-1.0,9.072807,0.27206713,34.34768
407,27103,41.38234,-1.0,8.647057,0.20895524,42.38234
408,27105,44.601353,-1.0,9.87155,0.22132848,45.601353
409,27107,36.878223,-1.0,9.975146,0.2704888,37.878223
410,27109,39.750202,-1.0,9.1531,0.2302655,40.750202
411,27111,41.610027,-1.0,10.604088,0.25484452,42.610027
412,27115,34.572594,-1.0,10.4697075,0.30283257,35.572594
413,27117,43.575172,-1.0,10.148003,0.23288497,44.575172
414,27119,37.500755,-1.0,10.058085,0.2682102,38.500755
415,27121,35.361137,-1.0,10.041708,0.2839758,36.361137
416,27125,38.171925,-1.0,9.987433,0.26164344,39.171925
417,27127,43.926674,-1.0,9.477241,0.21575138,44.926674
418,27129,37.06901,-1.0,8.789365,0.23710816,38.06901
419,27131,36.878822,-1.0,8.866029,0.24040976,37.878822
420,27139,41.66285,-1.0,8.854472,0.2125268,42.66285
