,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),y_test_pred,y_test,y_test_pred_uncertainty,prediction_error(bu/acre)
0,17001,12.059333,11.94575,179.18771,177.5,0.6892191,1.6877136
1,17003,10.875325,12.22841,161.59473,181.7,0.9983402,-20.10527
2,17005,11.18132,12.49088,166.14146,185.6,0.82076275,-19.458542
3,17007,13.255439,12.93506,196.96046,192.2,0.58925974,4.7604675
4,17009,11.956909,12.20149,177.66582,181.3,0.7342574,-3.6341858
5,17011,13.813526,13.41962,205.25299,199.4,0.5401435,5.852997
6,17013,11.363609,11.88518,168.85007,176.6,0.80733323,-7.749939
7,17015,14.804245,13.43981,219.97392,199.7,0.503903,20.273926
8,17017,13.271454,13.78304,197.19843,204.8,0.60180396,-7.6015778
9,17019,12.887279,12.96871,191.49002,192.7,0.65176857,-1.2099762
10,17021,13.30672,13.33213,197.72244,198.1,0.60548556,-0.37756348
11,17023,11.991981,13.41962,178.18694,199.4,0.8050898,-21.213058
12,17025,10.376106,11.42081,154.17691,169.7,0.94637394,-15.523087
13,17027,10.691632,11.8448,158.86526,176.0,0.928297,-17.134735
14,17029,12.700955,13.64171,188.72148,202.70001,0.721125,-13.978531
15,17033,10.937102,12.06016,162.51266,179.2,0.9205995,-16.687332
16,17035,11.199091,12.50434,166.40552,185.8,0.85675746,-19.394485
17,17037,13.145136,12.80046,195.32149,190.2,0.5693986,5.1214905
18,17039,13.232454,13.49365,196.61894,200.50002,0.6356252,-3.881073
19,17041,12.480156,13.84361,185.44066,205.7,0.741634,-20.259338
20,17045,12.577229,12.71297,186.88304,188.9,0.71567214,-2.0169525
21,17047,10.866646,11.66309,161.46576,173.3,0.9243973,-11.834244
22,17049,11.748301,12.84084,174.56613,190.8,0.7997078,-16.233871
23,17051,11.187067,12.24187,166.22685,181.9,0.81986266,-15.6731415
24,17053,12.51009,12.87449,185.88544,191.3,0.66920495,-5.414566
25,17055,9.807572,11.01701,145.72916,163.7,1.0432855,-17.97084
26,17057,12.705653,12.37647,188.79129,183.9,0.64774007,4.8912964
27,17059,12.706773,11.89191,188.80792,176.7,0.8449701,12.107925
28,17061,12.336332,12.83411,183.3036,190.70001,0.70065993,-7.396408
29,17063,12.787462,12.3832,190.00687,184.0,0.6456624,6.0068665
30,17065,10.699249,11.40735,158.97844,169.5,0.944007,-10.521561
31,17067,13.555534,13.69555,201.41953,203.5,0.60953504,-2.0804749
32,17071,14.251571,13.41962,211.76183,199.4,0.57965213,12.361832
33,17073,14.075629,13.99167,209.14754,207.9,0.53103167,1.2475433
34,17075,12.304295,12.80046,182.82756,190.2,0.6976749,-7.3724365
35,17077,10.614027,11.87172,157.71214,176.40001,1.0266021,-18.687866
36,17079,11.44714,11.89864,170.09123,176.8,0.85323113,-6.7087708
37,17081,9.353239,10.23633,138.97829,152.1,1.0699649,-13.121719
38,17083,11.655842,12.93506,173.1923,192.2,0.75493765,-19.00769
39,17085,13.203346,13.00909,196.18643,193.3,0.6316472,2.8864288
40,17087,9.59809,11.11123,142.6165,165.1,1.2479569,-22.483505
41,17089,12.405424,11.83807,184.33023,175.9,0.69810337,8.430237
42,17091,11.728268,11.58906,174.26846,172.2,0.7985717,2.0684662
43,17093,13.084816,12.25533,194.4252,182.1,0.61183655,12.325195
44,17095,14.005591,13.72247,208.10686,203.90001,0.5410283,4.206848
45,17097,11.080336,11.08431,164.64095,164.7,0.9420702,-0.059051514
46,17099,13.305184,12.47069,197.69962,185.3,0.58379906,12.399612
47,17101,11.003754,11.46792,163.50302,170.40001,0.9026061,-6.896988
48,17103,13.606989,13.0562,202.18408,194.0,0.5611172,8.184082
49,17105,12.73762,12.20822,189.26628,181.4,0.64276934,7.866287
50,17107,13.016317,14.10608,193.4074,209.6,0.65406024,-16.192612
51,17109,13.578272,13.33213,201.75739,198.1,0.57071286,3.6573792
52,17111,12.662416,12.07362,188.14883,179.4,0.6426826,8.74884
53,17113,13.021027,13.50711,193.47737,200.7,0.65850097,-7.2226257
54,17115,13.528255,14.07916,201.0142,209.2,0.63132894,-8.185791
55,17117,12.451771,12.91487,185.01889,191.90001,0.6707407,-6.881119
56,17119,12.143557,12.51107,180.43918,185.90001,0.79714686,-5.4608307
57,17121,10.509653,12.38993,156.16127,184.1,0.930411,-27.938736
58,17123,13.591741,13.8638,201.95752,206.0,0.5868902,-4.0424805
