,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre)
0,17001,12.282622,13.31194,182.50554,197.8,0.7152747,-15.294464
1,17003,11.845424,12.67932,176.00926,188.40001,0.80256647,-12.390747
2,17007,13.242547,13.06293,196.7689,194.1,0.44390434,2.6688995
3,17009,12.309184,12.64567,182.9002,187.9,0.72631186,-4.9997864
4,17011,14.182757,14.40893,210.73933,214.1,0.4626181,-3.360672
5,17015,14.432946,14.61083,214.45685,217.1,0.45403138,-2.643158
6,17017,13.446652,15.04155,199.80167,223.5,0.7292666,-23.698334
7,17019,14.169821,14.89349,210.54712,221.3,0.604063,-10.752884
8,17021,14.291793,15.67417,212.35948,232.9,0.62355447,-20.540512
9,17023,12.980479,13.69555,192.87488,203.5,0.7058131,-10.625122
10,17025,12.182851,12.73989,181.02304,189.3,0.76217103,-8.276962
11,17027,12.305087,12.43704,182.83934,184.8,0.7875928,-1.9606628
12,17029,14.010333,15.76839,208.1773,234.3,0.61682904,-26.122696
13,17033,12.381489,13.07639,183.97458,194.3,0.7406811,-10.325424
14,17037,13.380633,12.80719,198.82071,190.3,0.43474928,8.520706
15,17039,14.529546,15.1425,215.89221,225.0,0.56924385,-9.107788
16,17041,13.922862,16.5558,206.8776,246.0,0.62130094,-39.122406
17,17045,13.950164,14.34163,207.28326,213.1,0.63064563,-5.816742
18,17047,11.357573,11.34678,168.76036,168.6,0.82939345,0.16035461
19,17049,13.16408,15.82896,195.60297,235.20001,0.6448262,-39.597046
20,17053,12.736371,13.57441,189.24771,201.70001,0.59693366,-12.452301
21,17055,11.486353,10.46515,170.67389,155.5,0.8000012,15.173889
22,17057,13.443358,14.6714,199.75273,218.0,0.6277852,-18.247269
23,17059,11.878497,11.42754,176.5007,169.8,0.8063499,6.700699
24,17061,12.663831,13.94456,188.16985,207.2,0.7510808,-19.030151
25,17063,13.513553,13.5273,200.79573,201.0,0.5082225,-0.20426941
26,17065,11.8225765,11.01028,175.66978,163.59999,0.786446,12.069794
