,FIPS,predicted_yield(t/ha),end_of_season_NASS_yield(t/ha),predicted_yield(bu/acre),end_of_season_NASS_yield(bu/acre),model_uncertainty,prediction_error(bu/acre),county_state
0,17001,15.257852,0.0,226.71399,0.0,0.43369684,226.71399,"Adams County, IL"
1,17003,12.265688,0.0,182.2539,0.0,0.63579667,182.2539,"Alexander County, IL"
2,17005,13.645661,0.0,202.75871,0.0,0.48609495,202.75871,"Bond County, IL"
3,17007,14.727326,0.0,218.83101,0.0,0.4507445,218.83101,"Boone County, IL"
4,17009,14.968036,0.0,222.40767,0.0,0.46180972,222.40767,"Brown County, IL"
5,17011,15.670056,0.0,232.83888,0.0,0.42289507,232.83888,"Bureau County, IL"
6,17013,13.921363,0.0,206.85532,0.0,0.5071894,206.85532,"Calhoun County, IL"
7,17015,15.706208,0.0,233.37605,0.0,0.4358244,233.37605,"Carroll County, IL"
8,17017,15.382081,0.0,228.5599,0.0,0.43497697,228.5599,"Cass County, IL"
9,17019,15.169555,0.0,225.40201,0.0,0.4209869,225.40201,"Champaign County, IL"
10,17021,15.746484,0.0,233.9745,0.0,0.38340616,233.9745,"Christian County, IL"
11,17023,14.300996,0.0,212.49623,0.0,0.4644489,212.49623,"Clark County, IL"
12,17025,13.014694,0.0,193.38327,0.0,0.49993423,193.38327,"Clay County, IL"
13,17027,12.788373,0.0,190.0204,0.0,0.5343004,190.0204,"Clinton County, IL"
14,17029,15.102765,0.0,224.40959,0.0,0.4181076,224.40959,"Coles County, IL"
15,17031,11.537078,0.0,171.42761,0.0,1.181935,171.42761,"Cook County, IL"
16,17033,13.546713,0.0,201.28845,0.0,0.5116686,201.28845,"Crawford County, IL"
17,17035,14.287785,0.0,212.29993,0.0,0.46990785,212.29993,"Cumberland County, IL"
18,17037,14.799043,0.0,219.89662,0.0,0.4578017,219.89662,"DeKalb County, IL"
19,17039,15.775846,0.0,234.41078,0.0,0.39901283,234.41078,"De Witt County, IL"
20,17041,15.187631,0.0,225.6706,0.0,0.41849646,225.6706,"Douglas County, IL"
21,17043,12.992804,0.0,193.058,0.0,0.89489156,193.058,"DuPage County, IL"
22,17045,15.55758,0.0,231.1676,0.0,0.40362498,231.1676,"Edgar County, IL"
23,17047,12.585483,0.0,187.00569,0.0,0.56420434,187.00569,"Edwards County, IL"
