,FIPS,y_test_pred,y_test,y_test_pred_uncertainty
0,17001,62.639397,168.1,8.513399
1,17003,76.4353,144.2,10.342271
2,17005,56.44294,183.8,8.9752445
3,17007,68.97437,179.0,7.078294
4,17011,65.42111,179.9,6.864626
5,17013,85.67569,170.9,8.484548
6,17015,90.12113,206.1,6.1255074
7,17017,86.59061,205.6,6.7453957
8,17019,79.22745,180.8,6.0575204
9,17021,70.26013,198.7,6.5097113
10,17025,50.170166,140.5,9.233555
11,17027,59.106598,181.9,8.963436
12,17029,77.61316,184.0,6.882337
13,17031,62.913315,174.0,9.134493
14,17033,63.9476,146.3,8.966301
15,17035,55.204693,161.6,8.630853
16,17037,53.69675,188.8,6.904382
17,17041,82.90048,193.6,6.2224636
18,17049,56.296127,173.9,8.810082
19,17051,57.743412,166.2,8.73436
20,17053,65.71184,168.6,6.4018846
21,17055,57.81573,135.6,9.746885
22,17057,68.32107,175.8,7.9934125
23,17059,91.85449,166.4,7.3700314
24,17061,83.7166,191.7,7.261932
25,17063,52.53305,164.0,6.8896327
26,17071,70.59164,193.2,7.5392556
27,17073,63.74609,187.0,7.3214865
28,17075,55.264797,152.6,6.7950215
29,17077,60.033268,150.7,9.50037
30,17079,55.87375,174.0,8.638407
31,17081,53.287086,129.3,9.645837
32,17083,78.53154,183.5,7.8069353
33,17085,85.000854,188.9,7.058598
34,17089,59.26105,175.8,7.6057496
35,17093,49.95191,192.2,7.4484453
36,17095,73.81869,196.2,6.978467
37,17097,62.47407,129.0,9.449396
38,17099,52.969315,175.8,6.83174
39,17101,61.622326,155.2,9.024286
40,17103,57.0368,181.4,6.749152
41,17105,54.43359,178.8,6.8689814
42,17107,80.26932,194.2,6.5801682
43,17109,60.79135,188.8,7.426343
44,17113,75.830154,198.8,6.2137847
45,17115,80.54645,204.4,6.468175
46,17117,73.98183,183.0,7.303444
47,17119,71.54737,198.3,8.327572
48,17121,53.030514,153.1,9.176556
49,17123,69.08638,184.9,6.516082
50,17125,80.135185,169.0,7.2417903
51,17127,77.56254,155.6,9.564645
52,17131,78.24438,188.1,7.220009
53,17133,69.93405,153.8,9.338061
54,17135,67.18202,187.7,7.3958526
55,17137,82.73984,205.8,6.555427
56,17139,66.3731,189.4,6.8569183
57,17141,76.660225,191.2,6.310063
58,17143,71.29202,193.4,7.34716
59,17147,86.49922,199.7,5.704931
60,17153,78.4469,180.1,9.409832
61,17157,62.634933,144.4,9.649659
62,17163,67.19737,184.4,8.945331
63,17167,79.95085,206.3,6.519299
64,17169,62.435535,163.1,8.657879
65,17173,60.26378,174.9,7.8770537
