FIPS,yield,pred,error,NAME,NAMELSAD
5001,59.2,59.809433,-0.6094322,Arkansas,Arkansas County
5003,55.4,58.191505,-2.791504,Ashley,Ashley County
5017,53.9,58.64616,-4.7461586,Chicot,Chicot County
5021,53.3,53.234077,0.06592178,Clay,Clay County
5029,33.2,45.1583,-11.958298,Conway,Conway County
5031,48.7,54.247223,-5.547222,Craighead,Craighead County
5035,50.4,52.070698,-1.6706963,Crittenden,Crittenden County
5037,50.4,54.014507,-3.6145058,Cross,Cross County
5041,57.3,60.898766,-3.5987663,Desha,Desha County
5043,56.7,57.941998,-1.2419968,Drew,Drew County
5045,33.6,40.21492,-6.6149216,Faulkner,Faulkner County
5047,37.3,45.184406,-7.884407,Franklin,Franklin County
5055,46.9,51.357815,-4.4578133,Greene,Greene County
5063,43.1,49.13247,-6.0324707,Independence,Independence County
5067,40.6,45.977654,-5.377655,Jackson,Jackson County
5069,55.8,58.44273,-2.6427307,Jefferson,Jefferson County
5071,34.7,42.52324,-7.8232384,Johnson,Johnson County
5073,53.1,49.349262,3.7507362,Lafayette,Lafayette County
5075,42.9,47.40641,-4.5064087,Lawrence,Lawrence County
5077,55.6,52.69591,2.904087,Lee,Lee County
5079,54.6,59.703777,-5.103779,Lincoln,Lincoln County
5083,37.5,45.39665,-7.8966484,Logan,Logan County
5085,47.6,52.176014,-4.5760155,Lonoke,Lonoke County
5093,53.4,56.91292,-3.5129204,Mississippi,Mississippi County
5095,50.9,52.677715,-1.7777138,Monroe,Monroe County
5107,55.5,57.836296,-2.336296,Phillips,Phillips County
5111,51.9,56.335823,-4.4358215,Poinsett,Poinsett County
5117,50.0,53.559425,-3.5594254,Prairie,Prairie County
5119,35.9,47.312775,-11.412773,Pulaski,Pulaski County
5121,45.3,48.736843,-3.4368439,Randolph,Randolph County
5123,50.2,52.233643,-2.0336418,St. Francis,St. Francis County
5131,33.3,42.267708,-8.967709,Sebastian,Sebastian County
5145,47.9,43.6302,4.269802,White,White County
5147,50.8,45.870304,4.929695,Woodruff,Woodruff County
5149,42.5,44.75308,-2.2530785,Yell,Yell County
17001,54.8,56.42048,-1.6204796,Adams,Adams County
17003,48.7,47.20291,1.4970894,Alexander,Alexander County
17005,59.0,56.523853,2.4761467,Bond,Bond County
17007,53.0,57.591606,-4.591606,Boone,Boone County
17009,61.4,56.00626,5.3937416,Brown,Brown County
17011,64.8,62.535435,2.2645683,Bureau,Bureau County
17013,54.1,55.4009,-1.3009033,Calhoun,Calhoun County
17015,68.1,63.73875,4.361248,Carroll,Carroll County
17017,63.0,61.306866,1.6931343,Cass,Cass County
17019,66.1,65.66818,0.4318161,Champaign,Champaign County
17021,65.9,64.384384,1.5156174,Christian,Christian County
17023,58.4,59.4332,-1.0331993,Clark,Clark County
17025,52.4,53.166355,-0.7663536,Clay,Clay County
17027,52.5,54.77073,-2.270729,Clinton,Clinton County
17029,66.6,64.737564,1.8624344,Coles,Coles County
17033,56.3,56.62544,-0.32543945,Crawford,Crawford County
17035,56.5,59.456852,-2.956852,Cumberland,Cumberland County
17037,59.0,61.22861,-2.228611,DeKalb,DeKalb County
17039,66.4,64.698715,1.7012863,De Witt,De Witt County
17041,67.1,66.911385,0.18861389,Douglas,Douglas County
17045,61.0,64.44942,-3.449417,Edgar,Edgar County
17047,54.7,52.697517,2.0024834,Edwards,Edwards County
17049,57.9,59.69037,-1.7903671,Effingham,Effingham County
17051,54.4,56.279102,-1.8791008,Fayette,Fayette County
17053,56.3,61.712666,-5.4126663,Ford,Ford County
